,RecoDatam_predicted
206,7.75631
207,3.9673495
208,5.420529
209,6.669968
210,7.966582
211,6.718907
212,8.2832775
213,4.2771053
214,5.9686728
215,5.8764806
216,5.2214646
217,5.3336897
218,5.711776
219,8.134149
220,5.835445
221,9.307901
222,9.198996
223,9.37052
224,5.5806856
225,8.126934
226,7.5606813
227,6.221369
228,8.0367985
229,5.5571275
230,8.755892
231,9.638021
232,5.5279403
233,4.8398595
234,4.122636
235,6.764828
236,13.680885
237,10.102781
238,15.919252
239,6.759385
240,7.966324
241,11.77553
242,6.197032
243,8.763901
244,13.316777
245,4.2004075
246,4.081942
247,9.640861
248,10.157335
249,9.594158
250,4.9936924
251,6.4547534
252,5.3268538
253,6.2769327
254,7.746226
255,6.513167
256,7.643981
257,6.6957054
258,7.4979763
259,8.1577215
260,9.958071
261,7.4296393
262,5.3481455
263,6.6671777
264,11.528339
265,6.2366166
266,6.7255116
267,7.669614
268,5.3574705
269,11.555044
270,5.317116
271,6.7418475
272,4.2517896
273,11.42902
274,9.443892
275,5.810153
276,5.7163944
277,4.283929
278,5.4485188
279,6.862803
280,5.7130227
281,9.541439
282,6.7857275
283,4.5313406
284,2.5267339
285,8.295162
286,10.528253
287,5.235648
288,9.283175
289,7.8312025
290,7.1721067
291,7.683924
292,6.0921373
293,8.652636
294,4.3806458
295,5.505928
296,6.2808695
297,7.4140983
298,4.6222887
299,4.851783
300,5.221939
301,13.212408
302,4.1078434
303,5.3447204
304,9.79641
305,6.9727387
306,5.5499306
307,6.7429333
308,12.927074
309,8.715078
310,9.411472
311,7.2185516
312,7.265062
313,5.346601
314,7.212306
315,7.271442
316,6.8572598
317,11.90362
318,7.7512627
319,8.965116
320,8.274749
321,6.9653974
322,7.014814
323,10.258794
324,6.4062624
325,7.5444427
326,6.67442
327,8.485264
328,9.215547
329,3.5067039
330,10.639267
331,6.893383
332,6.915847
333,8.037204
334,9.556242
335,11.574004
336,10.87799
337,5.43865
338,6.5947003
339,5.4339485
340,6.520173
341,6.77133
342,4.8712416
343,12.230793
344,9.650264
345,7.0878158
346,9.541649
347,10.798477
348,8.1730795
349,7.117941
350,4.140829
351,3.5166197
352,12.777271
353,5.6118393
354,8.277825
355,5.355103
356,7.014975
357,9.708383
358,2.9489865
359,5.682658
360,9.8108835
361,5.6096406
362,9.355197
363,8.748653
364,5.1270657
365,7.377749
366,6.654097
367,6.2882657
368,11.086626
369,10.427095
370,5.6998224
371,5.3016233
372,11.00867
373,5.3593063
374,12.728476
375,10.790752
376,7.8917675
377,4.539854
378,6.894656
379,7.414787
380,7.771249
381,4.4318247
382,5.035639
383,8.634487
384,7.3063483
385,8.347071
386,7.393881
387,4.9854684
388,5.634965
389,9.42327
390,6.1725755
391,9.360174
392,4.2100954
393,5.363071
394,7.877692
395,11.068285
396,5.672184
397,9.272825
398,8.609024
399,12.671016
400,7.6690454
401,6.7312946
402,5.122255
403,8.603019
404,4.4389286
405,3.1381001
406,10.918144
407,4.9307437
408,8.354581
409,10.132356
410,7.0429726
411,6.3988266
412,5.273692
413,9.488994
414,8.520504
415,9.693361
416,5.9220247
417,6.832066
418,4.2944484
419,6.179392
420,5.215142
421,6.348918
422,9.753514
423,8.622292
424,5.1977673
425,10.136527
426,7.984058
427,4.741113
428,6.466402
429,11.321401
430,4.804846
431,9.392984
432,8.266016
433,5.344036
434,9.352391
435,7.1584697
436,4.1158404
437,9.217168
438,10.3490305
439,6.4031806
440,9.160085
441,11.953375
442,8.492128
443,6.579453
444,6.771508
445,7.3680363
446,6.0912876
447,8.829052
448,5.0986757
449,9.761263
450,9.382258
451,9.540841
452,5.8699117
453,6.31213
454,6.9120274
455,7.7536726
456,6.726763
457,7.26175
458,4.2488217
459,7.3149557
460,4.3567076
461,7.4748883
462,10.790812
463,7.4492755
464,8.6374035
465,7.766851
466,11.060709
467,3.7876813
468,7.2500787
469,4.5934424
470,2.92388
471,5.7029324
472,8.991128
473,10.760623
474,4.4757814
475,10.75642
476,8.924684
477,6.9957957
478,5.607867
479,7.8867807
480,6.385648
481,5.0147753
482,8.836171
483,8.886031
484,5.46071
485,7.8305755
486,5.81717
487,9.456535
488,5.992252
489,6.265006
490,6.5083213
491,7.5749183
492,4.230653
493,6.224327
494,7.932056
495,7.26636
496,6.5447288
497,4.924778
498,6.6944866
499,4.585554
500,8.401885
501,4.2665052
502,5.8643646
503,6.9521317
504,7.408566
505,7.798703
506,10.824774
507,4.573777
508,4.4050884
509,6.976197
510,6.156688
511,4.6122994
512,25.186977
513,7.0392413
514,4.820407
515,4.635493
516,5.1532893
517,8.147349
518,14.227014
519,7.800491
520,8.090536
521,7.267813
522,9.257603
523,9.094332
524,7.2786245
525,9.368092
526,6.9821787
527,4.4782963
528,7.7661805
529,7.759223
530,5.1244054
531,4.5138197
532,5.6242223
533,9.215009
534,10.125427
535,7.510511
536,5.2145524
537,4.642128
538,6.8724437
539,9.188061
540,7.338314
541,12.769284
542,6.9263315
543,12.33016
544,13.10457
545,4.4049206
546,9.823228
547,6.405802
548,9.503842
549,8.724079
550,6.147774
551,8.30802
552,6.3883495
553,8.104313
554,4.720279
555,6.9786773
556,8.392051
557,8.416865
558,7.339235
559,4.353388
560,13.26972
561,5.2972836
562,7.359025
563,5.119075
564,4.237276
565,4.8780565
566,4.361734
567,5.51289
568,9.712814
569,8.568492
570,7.788195
571,7.830843
572,6.776026
573,9.359766
574,7.4257402
575,10.823106
576,1.2980418
577,6.003066
578,7.0351806
579,4.8446703
580,6.9047728
581,8.044573
582,4.8475266
583,10.324518
584,3.5324621
585,7.307496
586,5.486586
587,4.285104
588,4.39882
589,4.555913
590,5.3663464
591,7.878792
592,8.933124
593,6.9150352
594,6.8609023
595,8.510502
596,6.6440825
597,3.2067046
598,8.868746
599,6.578674
600,7.950749
601,5.3949175
602,9.491801
603,5.489238
604,4.843788
605,7.0623507
606,8.259874
607,4.0377703
608,6.0328307
609,4.123515
610,6.9426985
611,4.489361
612,7.110335
613,3.172144
614,6.8089933
615,11.726423
616,11.277299
617,9.189186
618,7.2171392
619,11.282677
620,5.9277363
621,5.638048
622,5.551139
623,5.198412
624,4.60923
625,4.96768
626,6.808093
627,8.284927
628,10.071231
629,8.733751
630,8.512501
631,6.454722
632,6.605533
633,10.60284
634,6.9209895
635,10.1008835
636,6.6010284
637,4.5179105
638,3.9724195
639,4.5116663
640,9.545911
641,6.8910646
642,10.664921
643,14.635069
644,8.56671
645,7.1269383
646,13.489731
647,7.3916364
648,5.3254375
649,10.558981
650,7.2907104
651,3.1770668
652,7.5800557
653,10.5484495
654,7.204747
655,11.959438
656,8.452154
657,11.538003
658,5.3187075
659,5.2826233
660,7.8427815
661,7.3755283
662,10.080851
663,5.4316483
664,7.993853
665,10.955242
666,3.4788308
667,4.632098
668,9.92509
669,10.713608
670,5.994384
671,10.894491
672,8.686128
673,3.5252495
674,5.4809694
675,7.5256877
676,14.212364
677,7.998826
678,5.610011
679,5.3435583
680,6.504319
681,6.937914
682,8.345017
683,6.0645046
684,11.445286
685,7.303609
686,7.881693
687,8.199698
688,9.040617
689,6.80622
690,4.9340353
691,4.106514
692,7.8074317
693,6.560625
694,9.731508
695,9.099757
696,6.1063385
697,7.9584956
698,8.086634
699,5.8590727
700,9.424952
701,9.397201
702,9.424755
703,13.5185795
704,6.28872
705,3.0368352
706,2.9772024
707,7.3194604
708,5.4264183
709,3.7445588
710,5.5325627
711,8.126462
712,6.702199
713,6.748866
714,6.3017936
715,9.23333
716,7.706694
717,6.61321
718,5.327962
719,6.11694
720,13.933392
721,8.015833
722,11.482052
723,7.877783
724,6.1846156
725,7.673604
726,9.534457
727,10.150468
728,8.272265
729,4.6433544
730,5.668266
731,5.87397
732,3.0426893
733,7.2291107
734,7.909695
735,6.0402036
736,7.7138615
737,10.058068
738,4.3469915
739,9.884402
740,7.98851
741,7.4982905
742,8.389104
743,10.720373
744,7.904572
745,7.303532
746,10.585684
747,10.214013
748,5.267247
749,7.5559063
750,7.7510943
751,12.56126
752,9.786486
753,6.7491207
754,6.50208
755,8.668012
756,5.042161
757,4.0864596
758,6.318702
759,5.5269327
760,6.872756
761,12.409559
762,9.593477
763,7.0074406
764,7.5905313
765,7.4903474
766,8.276876
767,6.4187303
768,7.058326
769,6.711293
770,4.852301
771,11.208403
772,6.3018055
773,6.236191
774,7.185653
775,8.608937
776,3.347969
777,5.247716
778,7.7323985
779,7.899918
780,6.904798
781,7.8658705
782,4.4183245
783,7.300739
784,9.583606
785,5.8590326
786,8.042383
787,6.657065
788,6.2670836
789,10.29648
790,4.4269648
791,7.740238
792,6.880072
793,9.210839
794,10.291104
795,6.8904366
796,5.2752476
797,10.4280205
798,8.435542
799,9.512177
800,5.5267954
801,5.502732
802,6.04455
803,13.828468
804,9.11729
805,7.112028
806,4.326764
807,11.424843
808,7.658531
809,3.6920173
810,8.274539
811,9.822452
812,8.049846
813,11.146509
814,8.6454935
815,3.9326155
816,6.682246
817,9.385096
818,7.045463
819,6.397748
820,8.902402
821,5.0014563
822,9.175095
823,9.185528
824,5.452874
825,8.864572
826,7.819078
827,10.750196
828,11.974092
829,10.516678
830,5.5091867
831,8.422855
832,7.822039
833,5.4548426
834,8.478018
835,6.43583
836,8.203999
837,11.960023
838,7.358751
839,7.2837515
840,3.93416
841,7.150796
842,6.7299976
843,7.968408
844,5.8719387
845,8.91308
846,5.663166
847,10.433632
848,8.192921
849,4.412156
850,7.2735853
851,7.732358
852,10.8898945
853,11.655079
854,5.765213
855,11.479277
856,9.425875
857,11.93045
858,11.230551
859,5.7333117
860,9.187738
861,5.945811
862,5.0636663
863,7.368863
864,5.7235427
865,4.5163584
866,5.8988667
867,7.739461
868,7.2551074
869,8.633721
870,5.3708906
871,7.046444
872,7.937331
873,9.7869835
874,8.332503
875,9.179965
876,8.86031
877,11.564518
878,4.687273
879,5.9726973
880,6.286906
881,8.542585
882,5.3451486
883,5.5272794
884,6.328882
885,7.223874
886,4.780771
887,8.304251
888,8.286129
889,6.3203254
890,4.0504937
891,9.093829
892,7.30579
893,10.302759
894,8.749723
895,7.169496
896,3.4745889
897,3.7232943
898,9.697966
899,5.7047815
900,6.0215073
901,6.9583335
902,11.012323
903,7.8458333
904,7.316501
905,6.6826725
906,3.8735566
907,6.021822
908,5.911232
909,5.06496
910,7.311468
911,5.434286
912,7.829528
913,9.770064
914,8.040905
915,11.788116
916,10.473968
917,7.556213
918,9.717287
919,9.186429
920,13.393511
921,5.6748457
922,9.422988
923,9.795895
924,6.8892193
925,7.9133534
926,7.9901714
927,5.80592
928,5.950225
929,9.000481
930,9.007053
931,5.1531363
932,6.2442694
933,12.119261
934,6.6967525
935,5.8730664
936,4.165632
937,8.803933
938,9.34094
939,4.6974
940,11.474075
941,7.983767
942,6.884524
943,6.6771994
944,5.765459
945,9.009463
946,7.8737493
947,7.892024
948,6.3111887
949,4.9362345
950,7.831335
951,6.5650406
952,8.720587
953,4.8676853
954,14.132544
955,5.834191
956,17.978611
957,7.8029814
958,9.465358
959,4.5555143
960,12.267395
961,9.036207
962,10.611807
963,5.165615
964,8.647229
965,10.895419
966,14.323533
967,8.313924
968,3.7064474
969,9.173547
970,3.9493473
971,14.438917
972,6.6628885
973,7.938719
974,9.089062
975,6.0714865
976,7.435864
977,9.148797
978,6.7375727
979,9.882168
980,6.96288
981,7.9868364
982,5.416749
983,5.475972
984,5.942015
985,2.943016
986,6.5156856
987,9.183333
988,5.5059566
989,3.586147
990,9.363164
991,7.1692486
992,3.5433314
993,7.5396066
994,8.839781
995,9.26279
996,13.19875
997,9.043531
998,10.591953
999,5.441433
1000,9.853109
1001,9.029569
1002,9.118881
1003,7.51784
1004,7.3232346
1005,6.925039
1006,8.622721
1007,4.287601
1008,10.86723
1009,7.8492804
1010,9.541173
1011,10.509888
1012,5.8702793
1013,10.194681
1014,10.599201
1015,7.591689
1016,6.4274473
1017,5.176495
1018,7.615585
1019,11.4929495
1020,7.330904
1021,3.8552163
1022,7.4940434
1023,11.4991255
1024,4.9568157
1025,4.5682516
1026,4.3593674
1027,7.1922226
1028,8.8706455
1029,9.720177
1030,6.4577756
1031,10.487362
1032,7.1321263
1033,8.739231
1034,5.750177
1035,6.831222
1036,5.580646
1037,7.6338735
1038,4.882806
1039,3.102302
1040,8.307375
1041,11.05295
1042,8.654199
1043,9.110668
1044,8.576757
1045,6.393038
1046,4.792944
1047,7.6910973
1048,8.318219
1049,8.284169
1050,8.675587
1051,6.050578
1052,12.813683
1053,8.930952
1054,5.918597
1055,6.463048
1056,6.392875
1057,5.0070033
1058,5.094323
1059,13.0883665
1060,5.312796
1061,6.94014
1062,6.873435
1063,6.797167
1064,6.829804
1065,9.222944
1066,2.8337388
1067,7.491165
1068,18.562199
1069,10.304528
1070,4.8163557
1071,5.001626
1072,7.929108
1073,8.962452
1074,6.767096
1075,6.684293
1076,4.804646
1077,9.381416
1078,4.9474974
1079,16.641674
1080,3.2150106
1081,12.487788
1082,6.604441
1083,7.5848646
1084,6.995974
1085,8.489813
1086,11.772648
1087,8.847078
1088,12.274883
1089,8.769075
1090,4.086854
1091,5.6242905
1092,5.683919
1093,6.768106
1094,10.998594
1095,7.439474
1096,7.919491
1097,5.675318
1098,9.642907
1099,8.402751
1100,7.2046685
1101,5.5481453
1102,9.155705
1103,7.3379974
1104,7.6821184
1105,5.128398
1106,10.618812
1107,6.247951
1108,5.0027556
1109,4.8172903
1110,7.226398
1111,7.572417
1112,7.451413
1113,10.505348
1114,3.5020905
1115,9.091786
1116,4.23254
1117,5.689666
1118,5.832998
1119,9.177525
1120,7.669559
1121,5.550329
1122,10.580228
1123,5.494356
1124,3.7887797
1125,4.6336603
1126,9.344435
1127,4.8731637
1128,8.247965
1129,9.200203
1130,7.9759097
1131,8.742172
1132,11.790368
1133,6.685686
1134,5.502379
1135,9.231766
1136,7.4271374
1137,8.3743725
1138,4.290387
1139,7.0641255
1140,3.2434564
1141,6.6223354
1142,8.715282
1143,6.0629797
1144,5.7381716
1145,6.1133175
1146,7.064981
1147,7.327883
1148,9.646826
1149,5.4590545
1150,6.7893844
1151,6.7533603
1152,3.4995546
1153,7.9795136
1154,4.343622
1155,9.642906
1156,6.7536435
1157,7.6077366
1158,9.47047
1159,6.7136354
1160,4.6374364
1161,8.326352
1162,5.009446
1163,8.340003
1164,9.184809
1165,7.8451734
1166,5.0091896
1167,10.310464
1168,6.2459764
1169,8.34282
1170,6.473159
1171,9.078405
1172,5.8950996
1173,7.848906
1174,10.2079525
1175,7.5177283
1176,5.2983837
1177,12.187467
1178,7.5360823
1179,4.6420326
1180,6.3414125
1181,8.237062
1182,5.2257423
1183,7.950655
1184,4.4703965
1185,8.382257
1186,7.9995017
1187,9.836336
1188,6.0719633
1189,5.535511
1190,10.960681
1191,4.6020107
1192,5.4632835
1193,4.9729333
1194,8.923206
1195,5.6311617
1196,10.697736
1197,5.5908885
1198,4.432431
1199,6.4659214
1200,6.344467
1201,5.9819293
1202,8.018348
1203,6.4573765
1204,7.1981435
1205,5.5924726
1206,6.497905
1207,7.595653
1208,2.6536646
1209,5.3735647
1210,7.220679
1211,11.683561
1212,9.817852
1213,10.936796
1214,9.240003
1215,6.9000134
1216,7.001541
1217,8.27005
1218,8.897408
1219,6.6421475
1220,8.563828
1221,9.882776
1222,12.306913
1223,4.4326973
1224,3.9626656
1225,2.9289966
1226,10.280224
1227,8.031002
1228,5.600395
1229,5.0818872
1230,11.795993
1231,9.079229
1232,5.439321
1233,6.769488
1234,7.4745045
1235,7.605699
1236,9.549933
1237,8.225702
1238,5.345234
1239,8.704037
1240,5.017908
1241,8.3792095
1242,7.617473
1243,9.636991
1244,10.16728
1245,15.728258
1246,6.4535966
1247,9.725332
1248,9.883621
1249,6.620366
1250,8.158826
1251,5.977312
1252,5.711852
1253,9.754739
1254,9.261673
1255,6.7186894
1256,5.1233716
1257,4.074336
1258,8.341196
1259,8.600531
1260,9.053929
1261,8.333703
1262,7.5983524
1263,6.1638646
1264,7.6990533
1265,8.90988
1266,4.89043
1267,9.771723
1268,6.5743876
1269,10.414574
1270,4.593179
1271,8.112712
1272,5.8712444
1273,9.107786
1274,7.2903633
1275,4.8435993
1276,5.0990887
1277,12.243107
1278,7.1620135
1279,6.2040105
1280,5.7463427
1281,18.587337
1282,6.15745
1283,8.745226
1284,8.62085
1285,5.0489535
1286,9.637187
1287,6.7475986
1288,5.282221
1289,9.515398
1290,10.58297
1291,4.557616
1292,8.284614
1293,7.083606
1294,8.299352
1295,6.8502216
1296,5.412941
1297,8.395911
1298,7.1523314
1299,6.26284
1300,8.343974
1301,13.082693
1302,9.123186
1303,4.8271923
1304,6.405817
1305,7.3384414
1306,7.2180142
1307,3.827676
1308,9.299535
1309,4.6287055
1310,9.092869
1311,8.691255
1312,4.1189404
1313,6.821744
1314,5.921813
1315,9.182491
1316,4.286416
1317,10.7647705
1318,5.045434
1319,4.247798
1320,6.9163194
1321,8.634718
1322,11.571574
1323,8.79372
1324,10.352256
1325,9.566917
1326,8.11539
1327,5.420924
1328,7.931811
1329,10.745998
1330,8.186571
1331,8.799421
1332,10.440624
1333,6.9739413
1334,5.7426667
1335,7.929046
1336,11.009561
1337,12.161205
1338,7.931502
1339,13.4376955
1340,6.84739
1341,9.237659
1342,9.108494
1343,5.107908
1344,6.3699303
1345,7.337623
1346,10.45903
1347,6.7113185
1348,6.749256
1349,11.945526
1350,3.5022116
1351,7.0277376
1352,5.367693
1353,9.43737
1354,8.17711
1355,1.9354353
1356,9.974882
1357,13.000196
1358,4.1707973
1359,7.2576637
1360,4.951394
1361,17.431536
1362,8.032325
1363,6.0110383
1364,9.427147
1365,6.671823
1366,5.25189
1367,8.270506
1368,5.8360276
1369,5.9955473
1370,10.047328
1371,6.274363
1372,7.5940676
1373,6.017621
1374,6.7884297
1375,9.931698
1376,7.8516417
1377,7.6276703
1378,8.309112
1379,7.8753386
1380,8.936208
1381,5.793415
1382,6.091428
1383,5.8895664
1384,11.345972
1385,13.20075
1386,8.310331
1387,5.43515
1388,7.924577
1389,7.509235
1390,6.7295
1391,6.9842615
1392,7.2519855
1393,6.65941
1394,5.6393366
1395,6.9922013
1396,7.6894836
1397,6.1928678
1398,10.371578
1399,7.2292266
1400,6.809131
1401,4.259387
1402,6.8976827
1403,6.763024
1404,5.5376716
1405,8.626085
1406,5.309673
1407,7.51654
1408,6.7045407
1409,12.034478
1410,7.776702
1411,5.2218275
1412,6.966734
1413,5.0085263
1414,4.6158104
1415,5.8604717
1416,5.3543634
1417,9.059692
1418,6.5209117
1419,8.365566
1420,7.8782163
1421,5.6545873
1422,8.98529
1423,4.355987
1424,11.325409
1425,7.942331
1426,4.4100704
1427,11.132525
1428,6.8822823
1429,9.275935
1430,8.446613
1431,7.7688565
1432,5.9913077
1433,7.394981
1434,9.711104
1435,5.004606
1436,7.470286
1437,8.697601
1438,6.793397
1439,5.6243863
1440,6.6614304
1441,6.0409617
1442,12.416282
1443,3.1399527
1444,5.3197584
1445,8.920353
1446,7.7357197
1447,9.97934
1448,5.302024
1449,8.786887
1450,6.0174713
1451,7.8492393
1452,13.883192
1453,5.454953
1454,9.604986
1455,9.259659
1456,6.4523106
1457,14.332317
1458,10.001252
1459,9.457999
1460,8.196331
1461,9.616619
1462,4.882473
1463,6.331434
1464,5.7352676
1465,8.651613
1466,7.1086726
1467,7.3074045
1468,4.1204405
1469,9.987717
1470,7.7176833
1471,10.803808
1472,8.430291
1473,7.756082
1474,4.962408
1475,12.120176
1476,10.830915
1477,4.3159547
1478,9.977272
1479,8.013437
1480,6.6987805
1481,5.3960676
1482,9.114912
1483,7.3064747
1484,10.723474
1485,4.859921
1486,6.8475256
1487,6.4541535
1488,4.2577
1489,8.9964905
1490,7.3591933
1491,10.322636
1492,5.765408
1493,9.093614
1494,4.6028204
1495,6.9858985
1496,8.890722
1497,4.1993613
1498,7.3420095
1499,7.7650776
1500,8.296583
1501,5.6532145
1502,12.654352
1503,9.08042
1504,4.1562033
1505,5.020925
1506,9.6531725
1507,7.2273135
1508,10.671099
1509,7.8311377
1510,7.28721
1511,9.873709
1512,11.078353
1513,7.645817
1514,6.3050947
1515,6.2080727
1516,5.152134
1517,7.708169
1518,6.7405243
1519,6.867763
1520,6.8664427
1521,8.13478
1522,7.262056
1523,8.651716
1524,6.900218
1525,12.587116
1526,5.843541
1527,4.252812
1528,7.2321286
1529,7.4675646
1530,4.439624
1531,9.329081
1532,7.282857
1533,4.8680453
1534,8.423373
1535,7.1844373
1536,8.410412
1537,5.915985
1538,9.579182
1539,8.10813
1540,8.506236
1541,6.505558
1542,5.1680565
1543,5.78854
1544,8.060376
1545,8.390257
1546,8.373345
1547,11.404405
1548,10.863917
1549,9.986473
1550,5.064952
1551,7.683871
1552,6.3214493
1553,5.963041
1554,4.4708915
1555,7.579084
1556,6.9817777
1557,4.5281096
1558,5.21077
1559,6.0562215
1560,6.743909
1561,7.216567
1562,8.938784
1563,9.689712
1564,4.7654243
1565,8.377906
1566,8.5331135
1567,7.4542775
1568,6.010336
1569,4.921174
1570,14.225864
1571,5.8257413
1572,6.5778074
1573,7.8536034
1574,6.4371896
1575,0.4401493
1576,4.8727016
1577,11.632891
1578,16.278082
1579,6.6873302
1580,14.874348
1581,6.1801887
1582,9.541857
1583,7.5826163
1584,8.038916
1585,4.9926844
1586,15.741747
1587,6.7005596
1588,5.6195173
1589,7.4221606
1590,6.8548794
1591,10.909893
1592,7.613138
1593,6.336858
1594,8.304502
1595,8.500188
1596,6.9980464
1597,12.108078
1598,9.001768
1599,6.7540417
1600,9.269773
1601,7.357719
1602,6.828336
1603,9.784509
1604,8.307337
1605,12.322686
1606,6.9501576
1607,8.126126
1608,10.452401
1609,5.5558524
1610,4.7860594
1611,10.449266
1612,9.683135
1613,7.602279
1614,4.395857
1615,5.9738436
1616,9.148269
1617,11.218819
1618,4.413683
1619,7.578944
1620,4.5629864
1621,7.8826847
1622,5.790265
1623,5.110881
1624,7.92928
1625,7.766781
1626,4.606761
1627,10.166585
1628,7.1767697
1629,6.3728094
1630,4.9826784
1631,7.7766886
1632,7.0753975
1633,9.7858305
1634,3.344399
1635,6.540322
1636,6.104291
1637,5.609627
1638,6.938485
1639,5.7564316
1640,5.644064
1641,4.0563817
1642,6.4356623
1643,6.999657
1644,12.308134
1645,6.83341
1646,13.865833
1647,5.611104
1648,9.06379
1649,4.874856
1650,7.7620554
1651,8.089615
1652,9.931924
1653,7.8725963
1654,6.9600706
1655,6.310265
1656,5.3445244
1657,4.318932
1658,6.7705364
1659,5.109674
1660,11.145589
1661,7.450625
1662,6.8738265
1663,7.808402
1664,9.824753
1665,8.326111
1666,4.7755833
1667,8.300677
1668,5.467724
1669,7.743736
1670,6.394021
1671,3.427239
1672,6.159952
1673,5.400201
1674,9.570095
1675,5.9927306
1676,7.6029353
1677,6.947665
1678,3.844999
1679,7.2546787
1680,8.075036
1681,6.553173
1682,5.4781566
1683,6.525776
1684,5.413004
1685,7.360463
1686,7.3232017
1687,10.790774
1688,4.1618733
1689,10.353356
1690,6.767981
1691,4.307971
1692,6.820724
1693,5.153921
1694,4.101117
1695,5.672852
1696,7.7718244
1697,7.501796
1698,7.7142916
1699,9.736214
1700,7.3173094
1701,7.8997345
1702,4.055017
1703,7.5343685
1704,7.3865256
1705,6.855986
1706,7.0752125
1707,10.791268
1708,11.573494
1709,6.508418
1710,8.971136
1711,6.053569
1712,12.214252
1713,6.8942404
1714,9.679195
1715,12.319654
1716,8.331082
1717,8.563272
1718,5.5490026
1719,6.742768
1720,3.1488729
1721,5.8455057
1722,7.1368175
1723,3.2223701
1724,7.7318845
1725,13.039013
1726,9.569984
1727,7.430353
1728,8.900666
1729,7.422405
1730,8.603545
1731,13.359821
1732,10.264505
1733,4.01195
1734,6.838212
1735,10.49851
1736,7.075216
1737,4.0992417
1738,8.738498
1739,7.239955
1740,12.697672
1741,7.665702
1742,8.163543
1743,5.3741207
1744,4.067586
1745,3.2189145
1746,7.209442
1747,6.9174414
1748,10.643921
1749,5.768906
1750,8.379341
1751,11.5963745
1752,6.927042
1753,6.001799
1754,10.406021
1755,10.177934
1756,6.0293365
1757,10.423535
1758,7.7956877
1759,7.689482
1760,5.721292
1761,2.8196392
1762,4.9980035
1763,6.1131783
1764,9.083217
1765,8.76952
1766,5.4683876
1767,8.389359
1768,5.7559943
1769,6.6001763
1770,8.123397
1771,7.602696
1772,13.856659
1773,6.6043653
1774,7.5523696
1775,11.876307
1776,4.143624
1777,5.30104
1778,7.0593343
1779,7.914669
1780,9.240324
1781,4.509694
1782,6.669171
1783,6.691459
1784,13.238476
1785,5.491431
1786,6.257782
1787,9.178335
1788,10.532651
1789,4.8842955
1790,10.493771
1791,8.188778
1792,8.273269
1793,6.1739364
