,RecoDataphi_predicted
1152,33180.395
1153,111298.18
1154,-34.415108
1155,-61680.582
1156,-15.620725
1157,-33.767117
1158,112023.625
1159,-33679.4
1160,134246.34
1161,29413.172
1162,-60353.305
1163,-39969.133
1164,24229.498
1165,-33.317158
1166,-84.08208
1167,-81735.33
1168,84232.3
1169,3745.5693
1170,51.412327
1171,-108848.34
1172,-24.858232
1173,8.617937
1174,-47206.316
1175,-100317.86
1176,24444.379
1177,25064.648
1178,76058.22
1179,7808.424
1180,-27.941883
1181,-97527.42
1182,-1622.7874
1183,-30087.271
1184,58419.77
1185,-45137.504
1186,-13687.086
1187,-5882.5923
1188,-95868.836
1189,-49393.27
1190,52353.85
1191,-103370.35
1192,-44345.11
1193,39605.652
1194,-50.578876
1195,-12.481369
1196,-43961.07
1197,54271.875
1198,85185.586
1199,54945.254
1200,-81061.76
1201,-83477.46
1202,52028.285
1203,34935.24
1204,43252.227
1205,138868.81
1206,25.519222
1207,40358.72
1208,-9453.028
1209,-114206.99
1210,86957.984
1211,138682.84
1212,-27704.65
1213,-47.856773
1214,-90127.54
1215,-112011.38
1216,-7888.7856
1217,-68395.664
1218,-40232.164
1219,-122918.41
1220,126458.13
1221,22817.594
1222,-1073.9359
1223,43343.37
1224,-69566.57
1225,-29209.225
1226,-64268.2
1227,-28259.941
1228,85371.95
1229,20.113655
1230,-75332.27
1231,-79388.195
1232,-122481.84
1233,91677.11
1234,-6148.2485
1235,86114.64
1236,-113424.56
1237,-12559.6045
1238,9358.848
1239,-72681.77
1240,-28447.1
1241,-38622.91
1242,12005.794
1243,-51176.234
1244,-129382.38
1245,-90725.91
1246,116067.84
1247,-79946.04
1248,8.64503
1249,-93058.57
1250,44618.938
1251,25957.096
1252,46182.8
1253,-55267.53
1254,-64354.914
1255,18.034008
1256,-56943.79
1257,-41757.95
1258,-53720.734
1259,-74325.32
1260,-61898.098
1261,61869.16
1262,-6.1491466
1263,46734.35
1264,-100158.74
1265,96482.66
1266,-109355.32
1267,70478.26
1268,157718.97
1269,94727.33
1270,-63473.863
1271,-97744.625
1272,-12.837681
1273,-30.687439
1274,-24989.428
1275,-31182.791
1276,-60254.555
1277,52805.36
1278,45221.03
1279,-9.115427
1280,-61219.535
1281,-65921.45
1282,70648.38
1283,-56904.184
1284,-63375.355
1285,96069.45
1286,57411.547
1287,-102862.09
1288,-128173.29
1289,95748.63
1290,69561.664
1291,48187.53
1292,-30159.83
1293,24750.932
1294,-37379.363
1295,60353.26
1296,-57071.22
1297,-55678.6
1298,34558.94
1299,-66609.52
1300,-10366.908
1301,8.129602
1302,-128992.305
1303,80701.17
1304,-60668.234
1305,-48485.73
1306,-77182.81
1307,3265.5298
1308,60037.83
1309,12026.819
1310,-15.251279
1311,-63.62769
1312,-114567.87
1313,-69104.48
1314,-96067.0
1315,-43386.523
1316,95530.25
1317,-67.65112
1318,-289.70605
1319,85676.63
1320,-44672.324
1321,-47.25852
1322,-20613.094
1323,-40758.656
1324,35746.2
1325,-20477.875
1326,-30959.664
1327,-34.461285
1328,-57.918365
1329,-741.8656
1330,-39941.953
1331,-4.0358095
1332,-62738.113
1333,-25779.338
1334,-32963.492
1335,-96073.266
1336,168060.55
1337,-37.483997
1338,55263.08
1339,-50235.94
1340,-13.23016
1341,94004.195
1342,-55578.938
1343,11980.821
1344,83179.46
1345,-67068.56
1346,8.794198
1347,-38.213856
1348,-50.187115
1349,76320.58
1350,-15563.926
1351,-51676.01
1352,99435.51
1353,71757.4
1354,46018.363
1355,-73528.52
1356,-51549.55
1357,-117499.85
1358,-74259.336
1359,-61864.875
1360,-37.36628
1361,-48103.984
1362,45516.51
1363,52147.77
1364,-59841.72
1365,-65610.414
1366,53396.043
1367,3603.0251
1368,-27.413458
1369,-63.114925
1370,-108489.945
1371,-53384.28
1372,-27.58621
1373,15325.908
1374,29102.783
1375,-8.016812
1376,-47.56461
1377,-85506.305
1378,-108878.95
1379,-63027.74
1380,-61572.51
1381,-72331.59
1382,-46277.22
1383,-78302.21
1384,4124.2827
1385,11027.988
1386,-28.91418
1387,-39399.777
1388,57757.17
1389,132997.28
1390,-47.115925
1391,-54.729015
1392,-48.11763
1393,-48129.566
1394,-92902.06
1395,-37541.45
1396,24889.209
1397,-40408.99
1398,-30047.268
1399,-17299.725
1400,-36604.223
1401,-74733.836
1402,-43385.848
1403,-48240.96
1404,-35471.633
1405,-98.82859
1406,90663.98
1407,-9.541389
1408,-158466.39
1409,-62.532833
1410,-73824.45
1411,-17507.328
1412,-67949.0
1413,-92419.36
1414,-37.302635
1415,-55875.176
1416,24688.764
1417,38767.05
1418,-96100.305
1419,-35167.49
1420,23.246674
1421,48909.312
1422,54960.81
1423,64700.97
1424,-34338.414
1425,-80758.14
1426,-61045.91
1427,-94332.32
1428,75337.88
1429,14111.326
1430,-38664.805
1431,86980.8
1432,-30.780394
1433,69066.89
1434,-22714.938
1435,-35.538868
1436,-46702.887
1437,55047.074
1438,9240.839
1439,-131410.12
1440,-39746.598
1441,-34238.508
1442,150720.81
1443,-45.84175
1444,-50284.1
1445,55986.367
1446,-12973.777
1447,-71685.97
1448,-34455.016
1449,27171.139
1450,-43.425144
1451,43121.414
1452,-9.959063
1453,-114470.5
1454,-72635.18
1455,-62.0803
1456,70940.766
1457,86640.03
1458,-42012.504
1459,66556.9
1460,-45.93847
1461,78900.23
1462,-113338.57
1463,-47950.984
1464,81865.836
1465,78512.59
1466,33219.004
1467,-132686.58
1468,-68742.4
1469,114527.695
1470,-45195.477
1471,-13.586217
1472,-41657.125
1473,-75762.26
1474,-69211.06
1475,-540.6357
1476,51951.383
1477,-52.336834
1478,-140970.77
1479,81775.3
1480,63855.938
1481,-15.860431
1482,-30450.979
1483,33253.816
1484,-115123.15
1485,11.430578
1486,-150197.27
1487,-80362.58
1488,-36.500515
1489,-85711.57
1490,-31253.105
1491,51465.33
1492,-49.198452
1493,36448.465
1494,66701.55
1495,74964.266
1496,59715.02
1497,-55368.727
1498,-40550.76
1499,40443.258
1500,-12969.323
1501,-82756.19
1502,8.514768
1503,-87944.625
1504,-47481.887
1505,-53712.875
1506,-20326.912
1507,-36505.438
1508,112052.54
1509,-141678.61
1510,69138.76
1511,51040.773
1512,-118769.96
1513,129398.734
1514,-50889.87
1515,134417.69
1516,91622.29
1517,56189.41
1518,-12409.721
1519,8817.443
1520,-79411.586
1521,-83272.44
1522,44454.73
1523,-85.97907
1524,-116315.59
1525,-45.124897
1526,69973.13
1527,-22733.467
1528,97468.52
1529,20239.967
1530,-31322.95
1531,52128.777
1532,-68675.37
1533,-98373.17
1534,-40427.926
1535,-16.666454
1536,-13418.035
1537,53669.973
1538,80024.65
1539,-51449.688
1540,-69784.71
1541,-18467.156
1542,-26532.172
1543,-32560.31
1544,-65223.645
1545,-29.925343
1546,77899.805
1547,90706.11
1548,-17.284122
1549,67032.9
1550,107833.055
1551,-8.054782
1552,25412.158
1553,90683.19
1554,48543.984
1555,-20.588478
1556,-112792.42
1557,53664.535
1558,72461.414
1559,-122.808685
1560,-90520.7
1561,8618.916
1562,47429.316
1563,-46496.586
1564,92952.79
1565,83672.79
1566,-11.058048
1567,-44249.44
1568,-71196.3
1569,49303.383
1570,-30.643167
1571,-8202.895
1572,94727.83
1573,61265.535
1574,-66569.016
1575,-32.63564
1576,-29764.275
1577,86167.58
1578,96035.71
1579,-98145.234
1580,-20880.596
1581,15456.334
1582,57524.35
1583,-36675.574
1584,-31584.006
1585,-71141.14
1586,-58462.08
1587,-60260.402
1588,-29305.174
1589,-68132.05
1590,-87286.31
1591,62163.645
1592,-77579.9
1593,44008.223
1594,-64091.934
1595,-130049.51
1596,-57146.227
1597,42053.39
1598,36744.688
1599,74901.7
1600,-55261.92
1601,-80483.72
1602,-36928.074
1603,-69986.11
1604,125371.78
1605,-32.171238
1606,-16555.035
1607,-98487.875
1608,-119800.04
1609,-106941.24
1610,-7919.049
1611,59856.39
1612,101868.3
1613,3178.7095
1614,49926.285
1615,-109054.76
1616,105751.61
1617,-43364.574
1618,-96358.39
1619,-122574.734
1620,41929.766
1621,-10378.095
1622,-35522.03
1623,-69422.25
1624,132109.55
1625,-27.646236
1626,-62.77758
1627,-103242.95
1628,114330.36
1629,62168.055
1630,108089.92
1631,-64556.35
1632,92364.58
1633,-81089.41
1634,40905.945
1635,50546.875
1636,-10092.872
1637,-5.452209
1638,4908.636
1639,-108142.47
1640,-71605.99
1641,-75090.6
1642,-64903.137
1643,-91966.64
1644,-51002.1
1645,-86891.99
1646,-93001.14
1647,-24319.494
1648,-107364.26
1649,15934.467
1650,-75137.22
1651,-10.792749
1652,56094.742
1653,-90084.83
1654,99592.32
1655,76993.39
1656,-8.280426
1657,-74908.89
1658,25.389627
1659,70714.3
1660,-42072.09
1661,-36511.555
1662,-92572.25
1663,-37040.07
1664,486.87018
1665,-3292.8032
1666,-38293.08
1667,-41358.05
1668,34417.82
1669,38724.316
1670,76611.57
1671,100300.4
1672,-119921.26
1673,87587.77
1674,-80979.48
1675,143732.77
1676,60539.285
1677,77268.34
1678,8770.679
1679,-110398.76
1680,-74455.29
1681,-52290.93
1682,-44526.2
1683,106540.8
1684,-57789.59
1685,30572.324
1686,-41211.426
1687,125589.71
1688,116967.24
1689,-65892.83
1690,-46618.27
1691,83975.56
1692,-39251.516
1693,66101.08
1694,115331.44
1695,-73026.7
1696,140683.36
1697,-75268.555
1698,104303.22
1699,-99019.21
1700,92026.87
1701,-86720.39
1702,-63515.035
1703,-7027.9956
1704,140429.86
1705,-37048.742
1706,13915.814
1707,-93580.41
1708,-43201.395
1709,-94894.055
1710,123148.55
1711,-111240.06
1712,129079.51
1713,24972.576
1714,-116057.2
1715,-35714.79
1716,49885.52
1717,-121991.66
1718,51999.46
1719,-73491.52
1720,-23216.676
1721,43112.254
1722,65334.188
1723,-23.275747
1724,-47218.934
1725,-41.378662
1726,-51324.766
1727,-34453.066
1728,19563.195
