,RecoDataphi_predicted
403,2.8658361
404,-2.7716174
405,2.0591059
406,-2.3001685
407,-1.5837977
408,2.3735473
409,-0.5749718
410,-0.14595574
411,2.8582497
412,-0.16144586
413,-2.687107
414,0.0765185
415,2.6247017
416,0.00061081396
417,2.4358163
418,1.4307736
419,-0.2533993
420,-2.1428998
421,0.7434113
422,1.4251186
423,-0.054915175
424,2.5894642
425,0.21403034
426,-2.3362803
427,1.6083909
428,-0.348645
429,0.23413497
430,0.22157991
431,1.5851741
432,2.764474
433,2.4576826
434,1.7389861
435,0.90122664
436,-1.6175712
437,-0.27438116
438,1.9734308
439,2.3320622
440,1.3010417
441,0.39931038
442,1.6042964
443,-2.072237
444,-0.4719139
445,1.4451046
446,2.5402818
447,1.7372583
448,2.4826376
449,2.98854
450,0.5540586
451,0.53357106
452,-1.5502625
453,2.4039884
454,2.471313
455,0.7636214
456,-0.33607012
457,-0.10091291
458,-1.3689657
459,-0.7940078
460,0.50798494
461,1.7205967
462,1.6357399
463,-2.7101552
464,2.230271
465,2.9259183
466,2.863162
467,0.39601672
468,-1.4863788
469,1.0502043
470,-1.0319688
471,2.8123457
472,-1.3468562
473,0.2819069
474,1.5097778
475,2.377119
476,2.5961618
477,0.90028733
478,-1.4766929
479,1.0884297
480,-2.1171472
481,0.8589831
482,-0.1763388
483,-1.3642349
484,-2.1061885
485,1.4720366
486,2.7535408
487,-1.8210546
488,1.568893
489,-3.0563126
490,0.6757318
491,3.0001998
492,-2.5885565
493,2.2848694
494,-2.148761
495,-0.9131748
496,-2.3139286
497,-1.1353601
498,2.5898385
499,1.9277933
500,-0.38717762
501,1.5137802
502,-2.1551511
503,-0.1524069
504,0.118613645
505,-2.3004692
506,0.30828544
507,-1.9811114
508,1.1643337
509,-1.6331238
510,0.8920511
511,1.608409
512,2.7139313
513,-1.9366226
514,-1.3966136
515,3.03345
516,-2.6806288
517,0.7858245
518,2.7824519
519,-0.56646925
520,1.1653603
521,-1.9948968
522,1.5329913
523,-1.1818123
524,1.1181455
525,-0.6992094
526,-0.9211644
527,-1.3397257
528,-1.5469706
529,-0.1682564
530,1.4251416
531,1.5355176
532,-2.3491356
533,-2.776612
534,0.52099156
535,-3.0265179
536,2.6150408
537,0.9134146
538,-1.0526091
539,-1.4058024
540,-0.32282063
541,1.3269757
542,2.5175877
543,2.848782
544,-0.78635895
545,0.20594996
546,1.5114502
547,1.2072436
548,-2.1212273
549,1.4071358
550,2.838697
551,1.1972992
552,-0.3539819
553,-0.7378241
554,1.7734616
555,0.42335042
556,2.131076
557,-0.28660318
558,-1.78027
559,-1.7551686
560,0.76857066
561,-0.68959856
562,0.9489615
563,-1.342348
564,2.816336
565,1.6146476
566,-0.18031411
567,-2.6374536
568,2.3055155
569,2.996041
570,-0.25257146
571,-1.8859775
572,0.9139054
573,-1.9940301
574,-2.3902445
575,2.4954216
576,-1.8721707
577,-2.0388403
578,-1.0925148
579,-1.7673634
580,1.88518
581,1.2265624
582,1.200441
583,0.5446728
584,0.38577604
585,-1.5694079
586,2.1606822
587,-2.4060977
588,0.18690212
589,-0.05080681
590,1.1458107
591,0.1762378
592,1.1344488
593,1.712569
594,-2.5439987
595,-1.4730184
596,-1.660772
597,-2.6859303
598,-2.6256306
599,-1.1136518
600,-2.166228
601,0.08871671
602,-0.28876346
603,-1.6299428
604,1.7501774
605,-1.7504773
606,0.9187703
607,-0.5492257
608,2.0319226
609,2.9890273
610,2.3292854
611,-2.7163608
612,1.6816956
613,-3.000206
614,2.2006998
615,-0.5179843
616,-2.7550285
617,1.8387023
618,-2.6467025
619,-1.6454536
620,2.7900534
621,-2.1144342
622,0.64108855
623,2.3949187
624,0.10136868
625,-3.063589
626,-0.26043248
627,0.5801787
628,-2.237316
629,-1.0775266
630,2.1470256
631,0.8205105
632,1.7383335
633,-2.9585104
634,1.7025248
635,2.3936574
636,-2.7271597
637,0.08443398
638,0.8211877
639,2.5954847
640,0.15117548
641,0.66805017
642,-2.6496334
643,0.8109053
644,-0.37523147
645,-0.34291214
646,-1.9988266
647,-0.38358372
648,-0.70705646
649,-0.78838617
650,1.4903139
651,-0.6823984
652,0.17999661
653,1.6555225
654,-0.9332208
655,-2.6826334
656,2.2592824
657,0.59726757
658,2.0530946
659,-1.6443509
660,-3.0471292
661,-0.90481496
662,0.25154406
663,-2.499348
664,2.1685853
665,-0.9103803
666,-2.4552045
667,-2.6431618
668,-1.1239858
669,1.648967
670,-0.94160753
671,-2.1815548
672,-2.7566466
673,1.6267196
674,0.08057365
675,1.0004072
676,1.4657047
677,1.2146045
678,2.5018365
679,1.0407293
680,-2.0770476
681,0.5488908
682,-1.7582566
683,2.151742
684,2.507089
685,-1.3653747
686,-0.08335073
687,1.5612866
688,3.0380757
689,-1.3730556
690,1.9387692
691,-0.114577405
692,0.05719705
693,1.3898106
694,-0.835109
695,-1.3361324
696,2.9330242
697,-2.5831263
698,-0.93717736
699,-2.2659924
700,-0.15989833
701,-3.0103395
702,0.11564448
703,-1.5802834
704,2.1005685
705,-0.2225279
706,0.912989
707,-0.5830593
708,-1.6593915
709,2.0079129
710,1.3132046
711,1.0772777
712,2.793729
713,2.3466878
714,0.72624284
715,-2.463139
716,2.5968597
717,2.2021303
718,-0.008821075
719,1.0053962
720,-0.23341355
721,2.2879283
722,1.7265211
723,1.9147395
724,2.4220626
725,-2.0485437
726,2.92876
727,-2.9342005
728,-0.5334606
729,2.5039542
730,-2.273611
731,-0.94650227
732,-0.91197324
733,1.1480824
734,2.4027367
735,0.15746517
736,2.3155398
737,1.7147667
738,-0.03687536
739,-0.3522014
740,2.8979673
741,-2.883154
742,2.1883147
743,-0.84308326
744,-1.0090963
745,-3.0105014
746,-1.8527207
747,-2.6249335
748,1.160362
749,1.6219602
750,0.83650386
751,1.013851
752,2.4596944
753,-0.6071628
754,1.5986319
755,1.0202416
756,-1.0280467
757,-2.1915762
758,-2.0130875
759,0.6823892
760,1.9140158
761,-2.548196
762,-2.8217726
763,0.2658023
764,-0.40277857
765,-1.8955566
766,-1.1521996
767,-1.666794
768,-0.9328512
769,-2.2967136
770,2.457522
771,2.4731789
772,2.3906798
773,3.0515115
774,0.051985532
775,1.068616
776,-2.231895
777,2.4439137
778,2.2870061
779,-1.2121584
780,-1.4274731
781,1.5226152
782,0.29095188
783,-0.9735395
784,-2.1746929
785,-0.7077519
786,-2.7046497
787,-2.2859828
788,-0.13381523
789,-0.87331074
790,-1.1829536
791,-0.51945716
792,-1.6312082
793,-1.6656324
794,-2.0352454
795,2.524942
796,0.7847772
797,-2.7425852
798,1.2055128
799,1.3182896
800,-2.6129358
801,-0.27526763
802,-2.5086937
803,0.10921202
804,-2.3803172
805,2.2842321
806,1.7056304
807,0.47270733
808,0.5258941
809,-0.59405
810,-2.919272
811,0.48697132
812,-0.20446771
813,-1.052327
814,1.0647532
815,0.70865834
816,-0.08756733
817,1.3710442
818,-0.40103355
819,1.5936023
820,-0.7039502
821,-0.74091685
822,-2.281261
823,-0.4537464
824,-0.8930487
825,2.6050866
826,0.30666104
827,-0.6604606
828,1.2468647
829,-2.0172079
830,1.1701565
831,2.932326
832,0.5275686
833,-2.6006165
834,1.8799832
835,-1.7774397
836,1.6846144
837,0.56619936
838,1.2354652
839,0.19662942
840,1.3571465
841,0.34617567
842,-1.0188766
843,-2.5197105
844,-1.2282243
845,-1.7112951
846,-0.49105778
847,0.7196238
848,-2.135734
849,-1.0237837
850,2.6356676
851,1.3878328
852,0.57532597
853,1.12236
854,1.9377583
855,0.8390562
856,0.54158413
857,-2.2088945
858,-1.7969089
859,-1.9637661
860,-0.5317248
861,-0.37148327
862,2.6117816
863,-1.62792
864,-1.7392923
865,-2.3225305
866,1.5836267
867,2.221283
868,-0.25022188
869,3.019224
870,1.1455129
871,-2.0331795
872,2.217513
873,0.9062126
874,-2.3493404
875,-0.7413502
876,0.30492353
877,1.8944885
878,-2.6151948
879,0.5135999
880,-2.4049041
881,-1.6994197
882,1.4113327
883,-0.2047335
884,-2.226391
885,2.1264415
886,1.2551208
887,-1.5730661
888,1.1410733
889,-2.566092
890,1.314881
891,0.5464611
892,-0.88619894
893,1.4961411
894,1.019423
895,-1.0759039
896,-0.064635664
897,-0.32375446
898,0.60210764
899,0.2872246
900,-0.17672499
901,1.4604311
902,-2.636209
903,-2.3772137
904,2.075377
905,2.0088067
906,-0.8608068
907,-2.4517236
908,-2.9853303
909,1.9563297
910,0.72739464
911,0.14661004
912,-0.43898344
913,-0.37940547
914,1.0690389
915,-2.9432428
916,-1.5657895
917,1.375131
918,-1.8607687
919,-1.1932957
920,-0.39069796
921,1.8608357
922,2.3222506
923,-1.0775679
924,2.6334538
925,-1.1500663
926,-3.02091
927,-2.6477082
928,0.25551134
929,-2.5908282
930,0.08232782
931,0.015942924
932,-2.417321
933,0.14412197
934,2.1689548
935,1.0217682
936,-1.2296833
937,0.6495041
938,-0.11548086
939,0.7805339
940,-1.7537282
941,1.8370751
942,2.68754
943,0.13897264
944,2.4463394
945,1.1612236
946,2.728144
947,1.3151461
948,2.7072618
949,1.3966192
950,-2.663852
951,-2.656486
952,-0.5758681
953,1.6437196
954,-0.6048045
955,-1.8576082
956,-0.35435727
957,-1.7599052
958,-1.9778409
959,-0.10007594
960,-2.3253608
961,1.3417702
962,-1.1779257
963,-0.5843906
964,1.8397465
965,1.6591465
966,-2.652828
967,0.9223188
968,-0.023127083
969,-1.3643069
970,0.71560985
971,-1.6125547
972,0.6075471
973,-1.4320698
974,-1.891804
975,0.80067486
976,-0.11789909
977,0.5769255
978,0.40850133
979,2.0101292
980,2.2023594
981,-2.0427346
982,-2.4486434
983,-2.0041614
984,-0.90093976
985,-1.7551032
986,-2.3346684
987,1.3693289
988,-0.28753486
989,1.0587294
990,-0.35305896
991,-2.1403692
992,-1.6703042
993,-0.27616593
994,0.017150823
995,-0.14043848
996,-0.5713103
997,-2.7211885
998,1.1814235
999,-1.4304559
1000,1.047959
1001,2.4402473
1002,2.8722267
1003,-2.2994254
1004,2.4617534
1005,2.2859159
1006,-0.21465907
1007,1.98514
1008,-1.410064
1009,2.2094972
1010,0.63461804
1011,-0.15120082
1012,-1.7321044
1013,1.2842923
1014,1.0965657
1015,0.7323388
1016,-2.4536624
1017,2.95495
1018,-0.70363146
1019,0.59640586
1020,-2.1225758
1021,-0.4552175
1022,2.2131255
1023,2.9056885
1024,3.0363207
1025,2.0526273
1026,-0.54455423
1027,2.598129
1028,-2.1864939
1029,1.3212894
1030,1.3963368
1031,-1.0364053
1032,-2.174417
1033,1.807917
1034,2.1855931
1035,-2.5840688
1036,1.7554333
1037,-2.7231345
1038,-0.55402297
1039,0.31220552
1040,-1.4658624
1041,-2.431482
1042,2.596162
1043,-1.8434231
1044,0.06895969
1045,2.669038
1046,-0.12509575
1047,-2.1858206
1048,-2.1817083
1049,1.42111
1050,2.6845531
1051,-0.5295994
1052,-2.1198988
1053,2.561039
1054,2.378856
1055,1.3560097
1056,2.765914
1057,-2.2971427
1058,1.677527
1059,-1.2181343
1060,1.0403274
1061,2.0501337
1062,0.41561645
1063,1.58753
1064,1.5870725
1065,-0.609866
1066,-1.4380825
1067,2.394237
1068,-3.0175
1069,-2.8933876
1070,-2.3168576
1071,1.6887152
1072,-0.76902723
1073,1.4438968
1074,2.128324
1075,-1.8582588
1076,-2.1857224
1077,1.4023926
1078,-1.3790525
1079,-0.15316665
1080,1.8239481
1081,-0.4159964
1082,-2.691732
1083,0.6411775
1084,1.9811739
1085,2.5313208
1086,1.0188749
1087,-0.44427484
1088,0.078221984
1089,-1.4084104
1090,-1.6913073
1091,2.0672681
1092,2.8971891
1093,-1.2556366
1094,1.3170133
1095,-1.440261
1096,2.2042253
1097,-1.6364641
1098,-2.3323488
1099,-1.8188674
1100,2.3935072
1101,3.1916528
1102,-1.4147391
1103,1.715794
1104,1.3638976
1105,-1.0242672
1106,-1.3216168
1107,-1.1433783
1108,-1.3819159
1109,-2.7017655
1110,-1.576826
1111,2.5181735
1112,-1.9880148
1113,-0.8610417
1114,2.7848756
1115,2.2322474
1116,-1.036465
1117,0.30923474
1118,-1.0300115
1119,2.5864315
1120,-2.1502845
1121,-0.5347546
1122,-3.0087807
1123,-2.137292
1124,-0.78001547
1125,-2.118717
1126,0.691187
1127,1.702215
1128,0.99405015
1129,0.09838116
1130,-0.7168907
1131,-1.8379847
1132,-3.0920308
1133,-0.62938076
1134,0.19983692
1135,0.52019346
1136,0.94836074
1137,-3.092801
1138,1.2676513
1139,2.402602
1140,-1.7149767
1141,-2.8885543
1142,1.0799911
1143,0.9683123
1144,-0.13292974
1145,-2.071718
1146,1.5750673
1147,0.6107509
1148,1.9957238
1149,1.8193083
1150,2.0435975
1151,1.8191341
1152,-2.4804087
1153,0.9630134
1154,-3.0243707
1155,-2.9035883
1156,1.0863036
1157,1.456969
1158,-0.4448243
1159,-0.25905702
1160,3.087935
1161,-1.8046938
1162,2.5035691
1163,-1.9066691
1164,-1.3827659
1165,-1.0815498
1166,-1.9049067
1167,3.073464
1168,2.6416066
1169,1.722026
1170,2.0785313
1171,0.597831
1172,-0.7339205
1173,2.7460372
1174,-2.3224018
1175,2.1782196
1176,2.4923298
1177,2.5009272
1178,-0.8136064
1179,-1.8172158
1180,-0.7351294
1181,2.2310336
1182,0.40074816
1183,1.7829635
1184,-0.4622588
1185,2.8101363
1186,-0.86812395
1187,-1.5469844
1188,-1.0699987
1189,-0.36856037
1190,-0.71955013
1191,-2.2739305
1192,2.7235923
1193,1.5682037
1194,-1.0307733
1195,0.13615677
1196,2.0246282
1197,-2.1305919
1198,2.8206801
1199,-1.7562221
1200,-3.0820403
1201,2.03043
1202,-2.3845208
1203,-1.9537265
1204,1.9258075
1205,0.9515165
1206,2.5744524
1207,-2.218451
1208,2.304534
1209,-2.369823
1210,-2.2025545
1211,2.7341726
1212,0.9783509
1213,-1.4726892
1214,1.4722344
1215,-1.7775692
1216,-1.4698056
1217,1.6763157
1218,-0.38566828
1219,2.4966342
1220,-0.16647379
1221,1.6748484
1222,2.9057589
1223,2.1869156
1224,-2.485913
1225,1.3387336
1226,1.3343289
1227,-2.4467545
1228,-0.7955238
1229,-2.9733574
1230,0.9261369
1231,2.2866135
1232,1.3392521
1233,-1.7705051
1234,-2.301507
1235,1.573528
1236,-0.11659638
1237,-1.6559714
1238,2.1361234
1239,1.5428756
1240,1.7425729
1241,-2.9665747
1242,-2.7668376
1243,-2.5526922
1244,0.65316164
1245,0.73046917
1246,2.0012708
1247,0.65158266
1248,-0.050599247
1249,-1.2587953
1250,2.776308
1251,0.3994173
1252,-0.62121
1253,-1.6966776
1254,-1.5368721
1255,1.9874868
1256,-2.3036408
1257,-2.6523135
1258,-1.5478832
1259,-2.7175913
1260,-1.8637333
1261,-3.0183866
1262,0.082502395
1263,0.23029962
1264,-2.4933598
1265,-0.9573216
1266,0.68991166
1267,-2.5787601
1268,1.0055501
1269,-2.3485394
1270,1.5852389
1271,-2.7910757
1272,2.872929
1273,0.23179771
1274,1.2305158
1275,-2.1229675
1276,-2.5699153
1277,0.103947245
1278,1.974441
1279,-0.5942997
1280,-0.35926858
1281,-0.8455754
1282,0.1782784
1283,-0.55448514
1284,-2.0053575
1285,-1.623475
1286,-0.38817793
1287,-2.2868416
1288,-2.9054594
1289,2.4999669
1290,1.4002895
1291,-1.2510995
1292,-1.3875118
1293,0.01661228
1294,-1.518461
1295,-2.5246315
1296,1.6872
1297,0.10326757
1298,0.48616102
1299,-0.26524594
1300,1.1944479
1301,-1.7822652
1302,0.49273968
1303,-0.9502723
1304,-2.7359164
1305,-1.6344265
1306,-1.7937083
1307,2.849064
1308,2.6814592
1309,1.280458
1310,1.1851138
1311,0.82920974
1312,2.1153612
1313,-2.8861215
1314,1.1739037
1315,2.151175
1316,0.50137866
1317,0.2765553
1318,-2.1629868
1319,1.3573928
1320,-2.9725707
1321,-0.20396441
1322,0.92976975
1323,-2.9788287
1324,-1.7185546
1325,2.1907923
1326,-1.682729
1327,2.3797352
1328,1.4446003
1329,1.0197505
1330,0.029561605
1331,1.8734187
1332,0.4018048
1333,-2.3496459
1334,1.9549431
1335,-1.9526628
1336,2.4432852
1337,1.5708363
1338,2.3914027
1339,1.4302034
1340,-0.8023439
1341,-2.3036926
1342,0.4505174
1343,-1.1484419
1344,-0.39362064
1345,-0.515283
1346,-0.473077
1347,-0.84090227
1348,-1.8288803
1349,-1.459579
1350,-2.8193028
1351,2.1013794
1352,1.536266
1353,1.1220659
1354,-0.10283919
1355,0.12580359
1356,0.14306834
1357,2.5137298
1358,0.8891155
1359,-0.5068558
1360,1.4386982
1361,2.5613317
1362,-0.6143558
1363,-1.7655736
1364,-0.98210984
1365,-0.34735698
1366,2.9617572
1367,2.4088385
1368,-1.9127337
1369,1.1445872
1370,-2.7887998
1371,0.81260157
1372,-1.2130693
1373,-2.8560348
1374,-0.6602578
1375,-2.6007507
1376,1.4877744
1377,-1.7492325
1378,-0.90144616
1379,-1.8524888
1380,-1.6844383
1381,0.26655573
1382,-0.1450155
1383,-0.36627978
1384,-0.08578103
1385,-0.7609205
1386,1.076523
1387,-3.045025
1388,1.0863236
1389,-2.463774
1390,-0.5445013
1391,1.679397
1392,-2.2333457
1393,1.2168143
1394,-0.48496208
1395,-1.2309413
1396,1.1355016
1397,0.61492956
1398,-1.0625956
1399,1.1312091
1400,-0.3624913
1401,-0.11188409
1402,-2.9568417
1403,0.3742866
1404,1.2000189
1405,-0.90307367
1406,2.0489612
1407,0.90299296
1408,-1.9041108
1409,1.0881647
1410,-2.1995165
1411,-2.801885
1412,-0.7460133
1413,0.6178298
1414,-1.153328
1415,-1.1409332
1416,2.1511214
1417,1.4134464
1418,2.71985
1419,-0.25608444
1420,1.2460725
1421,1.1801078
1422,2.3605347
1423,-0.17849186
1424,-0.6086569
1425,-0.08274331
1426,-2.9908223
1427,-1.6756909
1428,-0.3739698
1429,1.5710202
1430,-0.015028297
1431,-2.9668605
1432,2.2098157
1433,-0.33701235
1434,1.3202374
1435,0.86727935
1436,-0.34641254
1437,1.2096713
1438,-2.1113873
1439,0.43271837
1440,-1.7698802
1441,-1.1893167
1442,0.56030524
1443,-0.36424538
1444,-3.1208231
1445,2.5526125
1446,-2.9319367
1447,2.12767
1448,1.5644435
1449,1.841048
1450,2.125547
1451,1.6995755
1452,1.7257959
1453,2.5259616
1454,-1.0528715
1455,-0.24064924
1456,-1.4838927
1457,1.2393711
1458,1.676723
1459,-1.313428
1460,2.531555
1461,0.04690625
1462,-0.14625236
1463,2.2279508
1464,0.32062596
1465,-0.051231924
1466,-0.027771924
1467,-0.06610243
1468,-0.0571471
1469,-0.2195288
1470,-0.8326503
1471,-1.2667352
1472,-2.842679
1473,1.7469698
1474,2.2596633
1475,-2.6863418
1476,1.785332
1477,1.651989
1478,-0.5261359
1479,-1.1373768
1480,-0.49089855
1481,-0.5017104
1482,-1.4177461
1483,-2.297173
1484,-0.9476169
1485,1.9430015
1486,2.0150905
1487,0.6593602
1488,2.1890948
1489,0.5933155
1490,1.0019487
1491,-0.003113078
1492,1.7562646
1493,-1.96816
1494,-0.10906282
1495,1.5886687
1496,2.8342156
1497,-2.1669652
1498,0.66181004
1499,-1.6922663
1500,2.7906675
1501,-2.064134
1502,-2.8672462
1503,1.0170902
1504,1.0883389
1505,0.96502686
1506,-0.754503
1507,2.8417914
1508,-0.59143156
1509,-1.0517162
1510,-0.26568213
1511,0.36877504
1512,-2.5294611
1513,-1.4977514
1514,2.6388364
1515,1.1080974
1516,2.2513425
1517,-3.14835
1518,1.5539805
1519,-2.554199
1520,1.0908622
1521,0.89495814
1522,-1.7218095
1523,-2.3453693
1524,-2.373118
1525,2.0582633
1526,-0.12823999
1527,-1.4228108
1528,0.4514839
1529,2.4315937
1530,0.2227106
1531,1.0498421
1532,-0.35820436
1533,-2.9971693
1534,-2.4108226
1535,-2.054419
1536,-2.7646046
1537,-3.02219
1538,0.79601574
1539,1.254937
1540,-0.03682184
1541,-0.87154293
1542,-0.7561193
1543,2.0853786
1544,0.70143735
1545,-2.340608
1546,2.1944306
1547,-1.3104337
1548,-2.2889452
1549,-1.6046964
1550,1.0725839
1551,2.958895
1552,0.91333735
1553,1.6088575
1554,2.1100016
1555,1.9036688
1556,0.83368146
1557,2.0808284
1558,2.065923
1559,-1.5683404
1560,2.765884
1561,-0.44879755
1562,-1.1472485
1563,2.6975646
1564,0.6633284
1565,-1.4261756
1566,-1.0563804
1567,0.017598713
1568,1.9093218
1569,1.2274488
1570,-1.8781825
1571,-2.642894
1572,-1.4701335
1573,1.0091082
1574,1.3853668
1575,2.0145128
1576,1.1055788
1577,-0.19750883
1578,2.5988166
1579,-0.66245985
1580,2.6584318
1581,-0.33373183
1582,0.54808193
1583,-1.52706
1584,-1.5424637
1585,1.5815877
1586,2.8512325
1587,-0.7684458
1588,-0.7450876
1589,-1.3781925
1590,2.2889931
1591,-2.387372
1592,-0.10456248
1593,1.496289
1594,-1.8999174
1595,-2.6182709
1596,1.1461222
1597,1.2760128
1598,-0.2606735
