,RecoDataeta_predicted
190,-1.1579107
191,4.3062053
192,3.501113
193,-4.3930793
194,0.436081
195,1.6834337
196,-3.907723
197,-1.3479248
198,-4.0109334
199,-2.4390156
200,-3.3977258
201,-3.4027646
202,2.228981
203,0.6471751
204,-1.2640638
205,1.3184801
206,-4.36038
207,1.8000706
208,4.8346205
209,-2.1110528
210,0.5492962
211,-2.909974
212,0.2504021
213,-0.9544938
214,2.3487532
215,-2.0845382
216,0.28883368
217,1.5362269
218,-3.029909
219,-1.546495
220,2.1471956
221,-0.23812947
222,-0.8036983
223,0.86754334
224,1.5258121
225,-2.3023822
226,-2.244979
227,-2.17628
228,-2.389162
229,0.9796963
230,-2.0209494
231,0.9317012
232,4.0761414
233,1.7995716
234,-2.1743283
235,0.8219833
236,-2.9842386
237,-4.714887
238,-0.36793393
239,3.970275
240,4.7085667
241,3.1829123
242,-0.2729944
243,-3.0165603
244,-2.8648672
245,1.4399085
246,-2.215868
247,-0.23595987
248,0.8506088
249,4.0769196
250,-1.0661697
251,2.9855406
252,-0.48096707
253,2.2213562
254,1.7221406
255,2.629892
256,2.4358406
257,-3.937797
258,0.839289
259,3.5918045
260,-0.9200491
261,-1.261646
262,0.62178534
263,1.7360266
264,-2.1520882
265,-0.40119717
266,-0.18521267
267,-2.6897504
268,-0.021995049
269,4.6426563
270,0.48438227
271,2.3081737
272,-1.5864321
273,-2.3420036
274,-1.926023
275,-3.058492
276,4.7248516
277,2.4318929
278,-0.74778193
279,-0.047731645
280,-3.3577125
281,-0.27896342
282,1.8716526
283,-1.420289
284,-3.372617
285,-2.3149555
286,-0.63951725
287,0.59589803
288,-0.5631983
289,-4.5011063
290,-1.9923155
291,-3.091153
292,1.7121916
293,2.493661
294,2.5543418
295,-0.09482697
296,0.22949338
297,-2.822565
298,-2.1267016
299,-1.1387228
300,4.2374635
301,-1.3429286
302,-1.9963889
303,1.7595178
304,-0.6667387
305,0.7259068
306,-2.0525963
307,1.6316648
308,0.55160797
309,-0.089775234
310,-2.9422197
311,1.9197705
312,1.1832408
313,0.84912634
314,-3.2339413
315,2.427411
316,-3.3457835
317,-0.025012404
318,0.56318986
319,-2.9517756
320,-0.61863154
321,1.5235496
322,-1.3828417
323,-1.1071682
324,2.0229056
325,2.6284752
326,-1.1033398
327,3.29458
328,4.546654
329,-2.7484865
330,-0.17551804
331,1.3109578
332,-2.062616
333,-0.72693026
334,0.38148925
335,2.3637106
336,3.9267836
337,-0.7205218
338,3.5880172
339,1.1635244
340,1.2283554
341,2.2564757
342,3.1174812
343,-0.9915523
344,2.373077
345,-3.3470688
346,0.1408189
347,-0.41291335
348,0.71090543
349,1.549104
350,-1.7709364
351,-1.9045316
352,1.8016835
353,4.5408635
354,-0.9340893
355,-1.5336655
356,1.1425767
357,-4.850182
358,-0.8674951
359,-1.1570309
360,4.712413
361,-2.317303
362,1.8858173
363,3.736026
364,0.69908655
365,0.8502523
366,-2.4565613
367,4.609833
368,-2.7339756
369,-0.95910215
370,1.4757763
371,-1.451622
372,-0.54222256
373,-1.1496924
374,2.464891
375,2.0245943
376,-2.3841476
377,0.20366322
378,1.7650458
379,0.28717503
380,-0.9676698
381,1.5306916
382,-3.5225267
383,-1.344499
384,1.965251
385,3.0585067
386,2.0936725
387,1.7057506
388,-3.552414
389,-2.5845747
390,-1.2631582
391,-2.1489482
392,-2.7432158
393,0.008541218
394,-4.442387
395,1.2242037
396,2.42485
397,2.370081
398,3.0562701
399,0.1903091
400,-3.7109709
401,-0.186398
402,2.3644652
403,-3.1670759
404,2.0043578
405,1.1989609
406,-1.393325
407,-1.1244366
408,-1.0115266
409,-3.1149187
410,0.17391105
411,1.4801857
412,-0.29127502
413,1.4657923
414,3.0576138
415,-0.5061643
416,2.4535334
417,3.2966545
418,1.1867703
419,3.3581657
420,2.4467409
421,1.8920507
422,-0.8564432
423,-2.2479289
424,-3.0337582
425,-0.5742446
426,-2.0890183
427,2.2057116
428,2.7981777
429,2.0013583
430,0.38600454
431,2.119667
432,-0.6139636
433,-1.2859277
434,3.0409496
435,-1.1310562
436,0.30890146
437,-0.5194167
438,-0.73738104
439,0.8769644
440,-2.8113942
441,-2.0237427
442,0.08375031
443,-0.058678154
444,0.92852235
445,-0.69585
446,0.4607407
447,-4.368214
448,3.3874996
449,-1.0752372
450,0.16191487
451,-3.7855568
452,1.3289194
453,-4.324031
454,-1.5369629
455,4.7448716
456,4.628195
457,-1.8586297
458,1.5854387
459,-4.1898236
460,-0.2600516
461,-2.168393
462,2.7629519
463,-1.6254617
464,0.40304813
465,0.7648769
466,-3.3802326
467,1.161133
468,3.7752209
469,2.999301
470,0.23047493
471,-2.1662698
472,2.267154
473,0.09158404
474,-1.5372336
475,0.34898943
476,-0.016102802
477,-3.220388
478,-0.5480427
479,-1.496111
480,-2.6730804
481,-0.48184663
482,0.98863035
483,0.8419027
484,-3.0168457
485,-0.54380965
486,-0.5869683
487,-0.8993777
488,-4.124965
489,-1.2084068
490,1.115006
491,-1.5193737
492,-0.29757246
493,1.6882069
494,-2.747537
495,-1.4445789
496,-3.601086
497,-0.6009848
498,-3.6238897
499,2.2558625
500,0.6675894
501,0.3996355
502,0.018766874
503,0.4373981
504,0.6829441
505,0.13082956
506,-3.300602
507,-0.5568818
508,0.8916299
509,-0.4296022
510,0.26213986
511,4.189079
512,2.2845354
513,1.3771919
514,-4.4685016
515,-1.318762
516,2.0325027
517,-1.5225341
518,1.7407765
519,0.7059122
520,1.6763332
521,1.6382594
522,0.8517251
523,-0.7196472
524,3.9743385
525,0.63590133
526,1.4313728
527,-0.33293542
528,1.6525111
529,-2.7247653
530,-3.6424546
531,0.73401254
532,2.2692654
533,3.0574093
534,-0.82386917
535,-1.152397
536,-1.0422051
537,-0.38459548
538,0.4322396
539,-1.9474759
540,3.4110057
541,-1.3511907
542,1.8089187
543,0.65575933
544,2.7747307
545,-1.037858
546,2.2206054
547,1.2086353
548,-3.0519483
549,4.1389313
550,1.9681798
551,2.6624646
552,0.13053271
553,3.460824
554,-0.39385045
555,-2.9469512
556,1.888413
557,3.8794522
558,3.3189566
559,1.2823559
560,0.9259716
561,-2.153797
562,-0.6861253
563,-0.21184552
564,-0.044364482
565,3.1765602
566,-0.51598185
567,1.9261273
568,-1.2056949
569,-3.1950693
570,2.7701945
571,-0.9225267
572,2.890087
573,-0.25467893
574,0.8978357
575,-2.2338989
576,0.34624156
577,-0.063724205
578,-4.235494
579,1.6204292
580,1.7477618
581,-0.9804904
582,3.749654
583,-2.6282406
584,0.8818664
585,1.4017005
586,2.4239962
587,0.7271151
588,-3.4132855
589,-1.3108518
590,2.052641
591,3.0145974
592,0.47093725
593,2.8633258
594,-0.213454
595,-1.9257424
596,1.8324537
597,1.1270287
598,0.9582868
599,2.8299026
600,4.424631
601,3.5812278
602,-0.64037615
603,0.5748125
604,-0.80001235
605,1.8588419
606,-2.301579
607,1.911853
608,1.5897104
609,-4.1918387
610,-1.5605158
611,2.551589
612,3.1153831
613,2.8494067
614,0.08281234
615,2.3224783
616,-3.0279865
617,-0.9255974
618,0.98717356
619,1.6163076
620,0.6638521
621,0.3385476
622,3.3782496
623,-0.9340355
624,-1.257446
625,-2.3013513
626,-2.037749
627,-1.3812379
628,-4.1191816
629,0.23808174
630,-0.7973598
631,0.8809883
632,-2.2061245
633,1.5233448
634,2.1873732
635,-1.0250045
636,-1.968464
637,-1.8736821
638,-4.418794
639,1.7220548
640,1.3269457
641,-0.6931411
642,-0.16348879
643,-0.6643892
644,-1.3070736
645,1.3355817
646,-0.7451034
647,2.8866997
648,-0.5940297
649,2.6989357
650,0.96022934
651,1.5648801
652,2.3292873
653,-1.5841876
654,-3.3253164
655,1.9751583
656,0.6726763
657,0.32782033
658,-3.4274735
659,-3.1636724
660,2.258561
661,-2.8763108
662,-3.5099802
663,-1.6247543
664,-1.2599843
665,0.8869139
666,3.8348732
667,0.00034056604
668,-0.18017468
669,3.1448863
670,2.7580674
671,-1.8956493
672,-2.077988
673,-1.1969148
674,-3.2470448
675,-0.95665795
676,-0.75900465
677,0.50647414
678,-2.590404
679,0.7256025
680,1.6658067
681,-4.3004766
682,0.98606426
683,-1.8917058
684,2.7224553
685,-1.434949
686,4.1527176
687,-2.0034323
688,-1.1492631
689,2.6317368
690,-0.21628499
691,1.3880482
692,1.4328176
693,-2.9841332
694,0.103292525
695,0.95690525
696,2.1167688
697,3.3129854
698,-0.69850487
699,-0.24098743
700,0.02819015
701,-0.99301094
702,4.7941937
703,3.5008144
704,1.1218814
705,-1.3441026
706,2.1066215
707,-1.6357393
708,0.5645127
709,0.79614604
710,1.46724
711,1.7897711
712,4.0381756
713,0.1215076
714,1.6682559
715,-2.865807
716,3.5023437
717,0.9529019
718,1.3563609
719,-0.03261268
720,-1.9435098
721,-0.07285914
722,-0.6290569
723,-0.5694706
724,-2.8330264
725,2.4922428
726,-1.296055
727,1.7654059
728,-0.12836902
729,-2.2037563
730,-0.28757572
731,0.32251054
732,0.0361353
733,-0.33510402
734,2.1875117
735,-1.5395739
736,-4.1903553
737,2.2383769
738,3.5402358
739,-4.5822153
740,-2.1717103
741,3.0893614
742,4.8354506
743,-2.445133
744,-2.431888
745,-2.672294
746,-2.6103137
747,4.0863924
748,3.4449916
749,-1.7605652
750,0.44837773
751,0.28968507
752,0.8814605
753,-1.3208398
754,-3.0035932
755,-2.8809514
756,0.48159152
757,0.01065272
758,0.92807865
759,-2.771156
760,-0.6058275
761,-1.8529862
762,0.21798512
763,1.3596447
764,0.6098984
765,-3.4537067
766,0.17144036
767,-0.056234393
768,-3.983974
769,-3.8409998
770,-1.0250249
771,-0.27765915
772,2.1400092
773,2.2116888
774,0.67096025
775,2.364803
776,3.1006553
777,2.017053
778,-1.6057999
779,1.9900869
780,2.8126798
781,2.400194
782,1.2741746
783,2.1128976
784,-2.543763
785,-4.69085
786,-1.9437762
787,1.5708209
788,2.229054
789,1.8242552
790,-1.5147252
791,-1.8534317
792,0.8277393
793,4.630202
794,0.43015912
795,-1.1603913
796,-2.2792313
797,4.8177185
798,-0.5628426
799,1.9040278
800,0.93511045
801,3.84761
802,-0.6413439
803,-1.3686026
804,2.2259803
805,-2.2096598
806,2.9368505
807,0.90274644
808,0.029924115
809,0.104537696
810,2.3347535
811,1.8641105
812,-1.0651513
813,-0.13927272
814,0.9187412
815,-2.5596635
816,-4.0485964
817,0.7757332
818,-0.9157825
819,-1.6719683
820,2.700269
821,-0.16522983
822,0.2845772
823,-1.1964306
824,0.9999931
825,4.139173
826,-0.9731454
827,1.1567787
828,4.4466977
829,-3.7843406
830,-3.0063536
831,-1.262489
832,-2.309675
833,-2.8299
834,2.8955061
835,-1.2368798
836,2.744532
837,-0.42108494
838,-0.84206426
839,-1.3769294
840,2.7803838
841,1.0566196
842,1.5649726
843,-3.339052
844,-2.8859613
845,-0.8591877
846,1.1184187
847,3.2325232
848,-0.85532856
849,-2.4409316
850,1.2052512
851,0.4146147
852,0.92292935
853,2.2692943
854,4.3799334
855,-1.1415565
856,0.635527
857,3.0430071
858,-0.34997338
859,3.4768486
860,-2.9298458
861,-0.26456022
862,-0.8732746
863,-0.7864773
864,4.991449
865,-2.8713624
866,-2.2527893
867,-1.3576443
868,0.637453
869,2.0479774
870,-2.1076357
871,-2.3878202
872,-3.227687
873,0.69714785
874,-2.906078
875,3.1043386
876,-1.5717742
877,-2.3976347
878,-4.092769
879,4.19919
880,3.1080194
881,-0.1937376
882,-2.014877
883,3.0317523
884,3.6478264
885,-1.1700946
886,0.34191638
887,2.7490442
888,1.8750335
889,2.4948618
890,-0.76562065
891,0.83793163
892,1.6153847
893,2.5455625
894,1.4840264
895,-0.9573421
896,0.83696896
897,-2.1675806
898,-3.941772
899,-2.8681426
900,-1.3604366
901,0.8250331
902,1.8514141
903,-2.1173415
904,-1.6325527
905,0.624291
906,-3.3147058
907,-0.2105645
908,-1.6171185
909,-0.3239737
910,1.9857268
911,-2.9184444
912,-2.6625373
913,3.409721
914,-3.705283
915,4.9154434
916,1.7440809
917,-2.4216306
918,-2.314331
919,-1.3504289
920,3.6339748
921,0.88426316
922,1.7677348
923,-2.455326
924,-1.8290576
925,3.9537854
926,-0.7926702
927,-0.7261617
928,3.917613
929,2.3229809
930,-2.8894136
931,1.2054094
932,3.284864
933,-4.1512594
934,2.5616705
935,0.40704292
936,0.6302451
937,-3.7636588
938,0.5093118
939,1.7417271
940,-1.1270831
941,1.0197909
942,-1.6241337
943,1.0213783
944,0.52486014
945,-1.8371097
946,-0.76762813
947,2.9002695
948,-1.1801689
949,0.63849705
950,3.2829695
951,-2.1579704
952,-1.4053417
953,0.5797139
954,1.9768747
955,-1.2170032
956,-2.32008
957,-1.0522164
958,-0.98776305
959,2.2163408
960,1.2074174
961,-1.0980098
962,2.513615
963,-0.068926126
964,-0.1972833
965,-3.6758432
966,0.5533512
967,2.7457204
968,-0.0581165
969,3.3168755
970,0.59871286
971,-0.51269794
972,0.65992886
973,-1.5592202
974,-3.5051532
975,-1.212783
976,-1.4851569
977,-0.07837811
978,2.106181
979,1.8807265
980,-1.2649555
981,1.9960017
982,-1.7926254
983,-0.5744133
984,-2.305544
985,-3.6333578
986,3.3952987
987,-1.9067485
988,-3.2851908
989,1.3315532
990,-1.2117894
991,-1.2251685
992,0.17910972
993,3.5903525
994,0.13118312
995,-2.066027
996,1.7963165
997,3.4648578
998,3.2507422
999,-3.8884377
1000,1.8946596
1001,-0.94851774
1002,1.8375632
1003,-1.9217888
1004,-2.3292873
1005,-1.4059364
1006,1.0669278
1007,-2.0848563
1008,0.29398736
1009,0.6469672
1010,-3.9096425
1011,-2.1836443
1012,1.0465945
1013,-0.37287354
1014,-0.13551812
1015,1.4945958
1016,2.8771818
1017,1.3829441
1018,1.4108975
1019,-0.7083011
1020,1.0364667
1021,3.2860706
1022,1.6516285
1023,-0.7320695
1024,2.3684733
1025,1.3696502
1026,-0.75042325
1027,1.7753056
1028,-0.36604446
1029,-3.065805
1030,0.53969586
1031,-3.006371
1032,-1.6777487
1033,-2.16204
1034,2.0061388
1035,-1.2284222
1036,-4.110283
1037,-1.792242
1038,1.1253393
1039,1.8245634
1040,1.7565511
1041,1.1466317
1042,-0.4360594
1043,-0.6953631
1044,-1.9033484
1045,-1.340309
1046,3.1886816
1047,3.0049808
1048,-1.4105424
1049,-2.2458713
1050,2.2207081
1051,-4.1798368
1052,-0.9483614
1053,-2.6227305
1054,-3.0759177
1055,2.2907436
1056,0.6623616
1057,1.4108417
1058,-1.7847903
1059,4.5340433
1060,-3.4946795
1061,0.71808803
1062,-0.5085373
1063,2.3799953
1064,-0.61996555
1065,-1.2737415
1066,-0.34843165
1067,0.5296707
1068,3.43558
1069,-1.968463
1070,0.80719686
1071,3.3826263
1072,4.6492233
1073,-1.6617507
1074,-0.77967685
1075,0.834047
1076,2.3558698
1077,1.0013727
1078,-2.4143784
1079,-0.9741858
1080,1.4776808
1081,-2.9945722
1082,2.0916958
1083,-0.24872877
1084,1.8315347
1085,-1.4952127
1086,2.9595485
1087,1.448744
1088,0.89456165
1089,-2.7847779
1090,-2.280213
1091,3.6784296
1092,-0.0019019665
1093,-4.342655
1094,0.40894675
1095,3.7420223
1096,1.3972198
1097,0.6687303
1098,2.1899488
1099,-2.638953
1100,-0.16662547
1101,3.8936443
1102,2.719619
1103,-0.30261534
1104,0.21104589
1105,-1.2191224
1106,0.9962113
1107,3.6643565
1108,-1.2805488
1109,2.6733785
1110,-0.296246
1111,-3.3072832
1112,-1.980345
1113,1.3595828
1114,0.75794095
1115,-0.10882349
1116,-2.0700734
1117,2.0790856
1118,-1.0555291
1119,-2.0723603
1120,-3.590669
1121,-2.227115
1122,1.6538932
1123,1.870767
1124,-2.055601
1125,3.685957
1126,-1.9831797
1127,-2.8806374
1128,-1.9058928
1129,-0.7254654
1130,-0.69668865
1131,2.5866616
1132,3.9166281
1133,0.10443251
1134,-1.3644892
1135,2.3041487
1136,0.42505223
1137,2.653245
1138,1.1112992
1139,-3.5980027
1140,2.2174273
1141,-2.8104033
1142,-0.55777854
1143,-0.89121586
1144,-0.034108054
1145,-0.7377116
1146,3.1114547
1147,-1.6547993
1148,-2.5840526
1149,0.5972463
1150,0.93872595
1151,-4.1147246
1152,1.1106493
1153,4.7884054
1154,0.3008209
1155,3.6955707
1156,0.19200106
1157,0.13515559
1158,-0.23005764
1159,1.1875811
1160,1.9212961
1161,-0.94416356
1162,-1.4643456
1163,2.3387568
1164,2.996686
1165,0.30700728
1166,1.5315936
1167,1.2662103
1168,1.2754258
1169,1.9362645
1170,-0.062184434
1171,-1.9379976
1172,-1.9247677
1173,-2.9791136
1174,4.110838
1175,-1.2230052
1176,-1.2945062
1177,-1.6154418
1178,4.8535843
1179,0.30743405
1180,-1.5046526
1181,-0.21472034
1182,2.776698
1183,-0.100470304
1184,-2.2760105
1185,0.45644903
1186,1.6622348
1187,4.8096604
1188,2.4701912
1189,0.63315505
1190,-2.2985144
1191,2.5205266
1192,-2.9319665
1193,0.12742662
1194,-3.203846
1195,3.303162
1196,1.8134568
1197,2.151916
1198,-0.22348887
1199,-0.28512263
1200,-0.6243073
1201,-2.172073
1202,-1.9413254
1203,-1.1332374
1204,-2.5928075
1205,-3.275066
1206,-1.7800673
1207,-1.1238235
1208,-2.4422436
1209,2.7163324
1210,2.4130766
1211,0.7804538
1212,2.1557677
1213,-3.1144078
1214,-1.4928584
1215,2.0612571
1216,-1.007447
1217,0.48081535
1218,0.32179174
1219,1.5573609
1220,-1.4675447
1221,1.6035283
1222,-1.1597767
1223,-0.3029854
1224,4.1476827
1225,-1.0400714
1226,0.7490967
1227,-2.4705853
1228,2.4825451
1229,-2.2172806
1230,0.39511648
1231,1.2244102
1232,-3.2569246
1233,-3.0094407
1234,-1.0367302
1235,3.7198334
1236,-2.1627405
1237,0.28374982
1238,-0.22754017
1239,-1.6824576
1240,-0.5022618
1241,0.9578573
1242,-2.9552546
1243,0.25227952
1244,-0.5217154
1245,0.0047983774
1246,3.7679458
1247,4.1366773
1248,-2.6864383
1249,-3.4242423
1250,0.34422266
1251,4.135349
1252,3.796343
1253,1.7250572
1254,-1.39801
1255,2.399883
1256,0.7678591
1257,-2.2361112
1258,-2.8624175
1259,1.9586234
1260,-1.4237221
1261,-4.1669703
1262,3.2944348
1263,-3.546839
1264,0.050128687
1265,-3.3334024
1266,1.1242439
1267,-2.060747
1268,0.10964373
1269,0.07143628
1270,-1.42943
1271,1.0816091
1272,-2.580353
1273,0.5258069
1274,-3.3949006
1275,-3.4817917
1276,1.3570204
1277,3.2091105
1278,3.194236
1279,2.900787
1280,0.39227992
1281,0.56200147
1282,1.6245304
1283,-2.692055
1284,-3.6715221
1285,1.8095803
1286,0.09860639
1287,-2.6950338
1288,-1.1244459
1289,1.8830497
1290,-2.6688945
1291,-1.7884617
1292,1.7672648
1293,-3.2282417
1294,-1.4477324
1295,-4.483761
1296,1.5220433
1297,3.0169003
1298,-3.4926138
1299,0.5430488
1300,-3.324898
1301,1.1507846
1302,-3.007604
1303,1.4261206
1304,2.03464
1305,1.333658
1306,3.5823987
1307,4.607851
1308,-4.2099047
1309,-2.0977733
1310,1.04565
1311,3.618145
1312,1.7871009
1313,-0.83983713
1314,0.8053623
1315,-1.027022
1316,-2.2471936
1317,-0.62239325
1318,-0.11968334
1319,-0.99911183
1320,2.1847754
1321,-2.328944
1322,-3.0572405
1323,3.3732946
1324,-0.7545985
1325,0.8100696
1326,3.7745917
1327,3.1138272
1328,-0.6590116
1329,-1.3428848
1330,4.901193
1331,0.760927
1332,1.115608
1333,-4.5317693
1334,2.615507
1335,-2.2905376
1336,1.6764287
1337,0.8831202
1338,2.4689152
1339,1.2471077
1340,-1.1135231
1341,1.3533837
1342,-0.82388705
1343,-4.7430806
1344,-0.845301
1345,2.1209626
1346,-1.8822553
1347,0.5632784
1348,-1.280021
1349,-0.20532435
1350,-1.7936802
1351,-0.8302106
1352,-2.976743
1353,-1.7571834
1354,1.2160596
1355,-2.3019502
1356,-0.8176666
1357,2.6295233
1358,-2.9519596
1359,0.7140067
1360,-2.52785
1361,3.472429
1362,-1.7992293
1363,1.3047371
1364,1.553898
1365,2.1109862
1366,2.5459137
1367,3.0802374
1368,-0.8909225
1369,0.4273683
1370,1.4965338
1371,0.18484542
1372,0.32613495
1373,2.5146108
1374,-4.5146146
1375,-2.925976
1376,2.203464
1377,-2.5626042
1378,-3.7384527
1379,0.17393434
1380,-1.3250725
1381,3.510558
1382,-3.4008095
1383,-3.1862073
1384,-2.3898313
1385,3.4565039
1386,0.8103454
1387,2.3884623
1388,-0.89553815
1389,0.76176727
1390,-1.1765211
1391,3.199326
1392,-2.0674
1393,-2.2283003
1394,-2.404425
1395,0.50249815
1396,2.729097
1397,-3.1885264
1398,-1.5126408
1399,3.2343297
1400,-2.3179715
1401,-1.2304375
1402,0.73634577
1403,1.2638249
1404,-3.9265203
1405,2.729507
1406,1.7171311
1407,-3.7046385
1408,2.0584931
1409,-1.8497978
1410,1.3756851
1411,-0.1492679
1412,3.8464026
1413,0.7200659
1414,0.6280012
1415,1.7838417
1416,0.41757333
1417,1.2394859
1418,2.0238748
1419,3.6345587
1420,2.3946795
1421,-0.950726
1422,2.900165
1423,-0.14871836
1424,-2.0056999
1425,-2.4698498
1426,1.5786731
1427,-1.1466962
1428,-1.8799037
1429,0.6335073
1430,0.8302576
1431,-0.8796758
1432,0.6764219
1433,-1.130398
1434,-2.2841866
1435,-1.2364073
1436,-2.0704632
1437,0.36925927
1438,2.3986502
1439,0.972836
1440,4.2593365
1441,1.0976846
1442,-2.8353045
1443,-1.5489502
1444,-0.83227164
1445,-2.6044772
1446,-0.6811687
1447,-0.9450672
1448,1.6570907
1449,-2.50164
1450,1.3347601
1451,-4.605683
1452,-0.8575172
1453,2.756562
1454,3.9612455
1455,2.4309812
1456,0.8485433
1457,-0.061397906
1458,1.6720705
1459,1.1755426
1460,0.066184714
1461,1.2060965
1462,0.49560744
1463,-1.189306
1464,3.4648852
1465,-2.057722
1466,0.88754123
1467,-2.9817138
1468,-2.3583188
1469,-2.7714305
1470,-0.8093461
1471,0.37442845
1472,1.6228855
1473,2.3140671
1474,0.21467845
1475,3.4609606
1476,-2.3211892
1477,-3.4926655
1478,0.7807381
1479,-3.6564014
1480,-3.7017844
1481,2.77492
1482,-0.3370214
1483,2.352664
1484,-1.7105962
1485,3.4561987
1486,0.7427763
1487,-0.220588
1488,0.9667309
1489,1.6791563
1490,-2.7421954
1491,-3.3954298
1492,1.5980644
1493,-0.89081943
1494,-4.321435
1495,2.3053067
1496,-1.7555519
1497,-1.3277955
1498,1.3340056
1499,2.2563505
1500,1.2712278
1501,-2.055818
1502,-1.1797082
1503,0.24524911
1504,-2.7946122
1505,3.7008014
1506,1.3425246
1507,1.0849792
1508,-2.4032657
1509,1.6399841
1510,-1.73994
1511,1.1978893
1512,-2.1860368
1513,0.9384679
1514,1.1895887
1515,-0.70251983
1516,-4.7287526
1517,-2.645319
1518,-3.4436314
1519,-1.9837378
1520,1.2723839
1521,2.5952942
1522,0.30324394
1523,1.6395687
1524,4.4446964
1525,-2.997652
1526,0.30587542
1527,-0.7858083
1528,1.5899785
1529,-0.84718704
1530,1.8879603
1531,2.0289786
1532,-2.1835437
1533,2.1320186
1534,2.23318
1535,0.4391465
1536,2.1085212
1537,-1.6708227
1538,-4.0582438
1539,1.5785689
1540,-2.620925
1541,1.6788826
1542,-0.5877453
1543,2.1536534
1544,1.0319656
1545,-3.4288282
1546,-0.5966426
1547,1.4627798
1548,0.23575735
1549,2.1920464
1550,-0.049906515
1551,1.3976536
1552,-1.7083436
1553,-0.6185575
1554,-0.8796193
1555,-2.9506319
1556,-2.727875
1557,-0.9471024
1558,-2.9262843
1559,0.16304348
1560,1.3450556
1561,2.2012777
1562,0.45827627
1563,3.3954663
1564,0.6694146
1565,3.742732
1566,-2.7632248
1567,0.5596225
1568,-1.7622539
1569,3.3116782
1570,-0.09865707
1571,1.7748208
1572,4.348042
1573,-2.1459377
1574,-0.012864504
1575,-1.894959
1576,0.35056928
1577,-4.174594
1578,-3.8839154
1579,-0.038997
1580,-0.079536185
1581,2.9321203
1582,-3.6383762
1583,2.5116537
1584,-3.3817759
1585,0.79103976
1586,-0.5058341
1587,-2.1663108
1588,-1.7799469
1589,-2.1414819
1590,0.72493577
1591,-3.4680576
1592,-3.549371
1593,0.7970208
1594,-2.3465655
1595,-1.4979056
1596,3.7876914
1597,0.8936566
1598,2.3430352
1599,2.7533524
1600,-4.6473303
1601,-1.7654717
1602,1.3174982
