,RecoDataeta_predicted
151,125763.83
152,94076.125
153,81347.1
154,147825.9
155,84499.695
156,113.58513
157,113.58513
158,101631.63
159,113.58513
160,148680.8
161,113.58513
162,81464.73
163,80618.664
164,91810.234
165,94641.17
166,113.58513
167,167013.84
168,116530.47
169,83467.46
170,91707.305
171,113.58513
172,107775.04
173,82249.625
174,95133.195
175,229078.64
176,135413.31
177,98040.92
178,113.58513
179,91610.234
180,113.58513
181,173520.72
182,88226.48
183,102308.77
184,113.58513
185,253534.31
186,109348.35
187,154612.08
188,137612.78
189,113597.836
190,115986.06
191,90606.2
192,82846.77
193,182613.84
194,81186.53
195,110263.69
196,92115.35
197,118586.984
198,75407.984
199,113.58513
200,84811.61
201,101783.16
202,121118.22
203,150788.47
204,92245.76
205,92762.65
206,93896.18
207,153079.64
208,113.58513
209,157726.72
210,93215.695
211,74608.07
212,167909.4
213,113931.695
214,113.58513
215,121360.164
216,209990.31
217,89694.914
218,82426.85
219,147564.17
220,113.58513
221,176806.95
222,113.58513
223,89275.31
224,139897.92
225,113.58513
226,113.58513
227,113.58513
228,122495.68
229,147930.95
230,148098.73
231,104234.46
232,151000.95
233,113.58513
234,113.58513
235,102077.516
236,88353.125
237,131158.58
238,252863.2
239,157946.62
240,104288.8
241,113.58513
242,91285.56
243,103198.6
244,125698.45
245,113.58513
246,84519.484
247,113.58513
248,155427.27
249,151766.36
250,111981.89
251,88702.55
252,92376.04
253,168042.0
254,124404.914
255,165924.89
256,213096.9
257,146632.53
258,113.58513
259,162107.6
260,93134.57
261,231103.42
262,148809.23
263,89313.46
264,85067.7
265,113.58513
266,113.58513
267,125500.1
268,110590.22
269,131504.25
270,92090.68
271,104776.99
272,147664.86
273,67879.07
274,113.58513
275,118298.24
276,113.58513
277,172591.06
278,204063.56
279,113.58513
280,107335.38
281,129273.2
282,111458.695
283,113.58513
284,113899.695
285,138903.48
286,461052.97
287,173078.6
288,87488.336
289,178429.16
290,113.58513
291,92303.01
292,105786.21
293,77418.805
294,231755.55
295,86021.17
296,113.58513
297,94942.44
298,166515.66
299,120715.79
300,111577.52
301,108895.31
302,85999.4
303,80066.234
304,150868.14
305,104196.664
306,91173.11
307,184277.25
308,150500.4
309,104198.51
310,85038.18
311,152487.84
312,103880.63
313,113.58513
314,144129.62
315,95813.1
316,82495.59
317,91945.93
318,182814.81
319,142926.6
320,95932.41
321,94442.234
322,144442.22
323,81486.836
324,108118.02
325,113.58513
326,116227.99
327,102739.99
328,117742.48
329,139778.78
330,127513.086
331,83262.29
332,304839.66
333,184121.05
334,124036.08
335,113.58513
336,113.58513
337,100249.016
338,294557.47
339,161382.58
340,113.58513
341,114308.77
342,113.58513
343,83120.91
344,228089.4
345,125346.04
346,113.58513
347,126075.34
348,116342.71
349,293946.25
350,111628.43
351,111099.01
352,113.58513
353,126661.07
354,322847.22
355,168821.86
356,109763.73
357,145932.58
358,113.58513
359,254446.12
360,144954.28
361,131825.03
362,177272.23
363,125601.27
364,145136.53
365,99513.13
366,113.58513
367,90155.25
368,116519.73
369,103602.54
370,96562.15
371,165912.2
372,124700.06
373,214640.8
374,107000.11
375,101923.086
376,95788.875
377,155979.48
378,134224.88
379,143236.7
380,113.58513
381,128416.734
382,157114.92
383,153537.02
384,96422.04
385,114245.61
386,147317.42
387,100432.125
388,274324.84
389,113.58513
390,113.58513
391,80907.46
392,111834.51
393,166648.72
394,86752.02
395,107232.14
396,122051.34
397,113.58513
398,96018.95
399,470915.4
400,109191.66
401,97770.74
402,106544.914
403,156949.39
404,113.58513
405,138724.53
406,153674.88
407,121467.14
408,141481.1
409,91035.266
410,89177.766
411,112991.38
412,221088.17
413,121402.305
414,113.58513
415,82387.09
416,113.58513
417,86760.57
418,91043.7
419,113.58513
420,113.58513
421,77234.625
422,171739.58
423,86004.42
424,105517.86
425,170230.53
426,84497.164
427,166039.36
428,95711.12
429,85335.36
430,73118.47
431,112327.95
432,83561.5
433,84112.42
434,101778.336
435,123976.4
436,146696.33
437,159764.08
438,107287.03
439,113463.63
440,132236.34
441,162405.86
442,100476.625
443,113057.195
444,144614.38
445,89657.1
446,96088.57
447,88800.19
448,133488.73
449,98548.37
450,99349.336
451,145070.62
452,414078.97
453,113.58513
454,309379.66
455,89064.85
456,113.58513
457,113731.375
458,113.58513
459,142072.11
460,94013.55
461,129061.28
462,195571.52
463,117979.74
464,109168.984
465,113382.24
466,167982.02
467,119633.47
468,103749.336
469,113.58513
470,121810.055
471,178428.95
472,298396.56
473,113.58513
474,112189.016
475,362785.1
476,134685.31
477,118430.06
478,113.58513
479,152732.81
480,107849.76
481,110131.41
482,352365.97
483,107478.79
484,109770.77
485,113.58513
486,105216.445
487,85108.01
488,86322.85
489,98365.43
490,82412.07
491,86968.42
492,89188.805
493,128388.91
494,106101.055
495,149739.03
496,326349.7
497,90517.266
498,134937.47
499,185822.12
500,94216.89
501,107130.66
502,89689.055
503,95549.19
504,152191.56
505,113.58513
506,81437.92
507,97126.914
508,117776.125
509,113.58513
510,93874.516
511,314549.22
512,111061.83
513,87475.27
514,88876.24
515,143142.28
516,198723.08
517,81940.234
518,113.58513
519,113.58513
520,151934.34
521,116129.97
522,104839.62
523,103745.63
524,119059.16
525,85876.74
526,103341.36
527,97337.016
528,122114.89
529,101462.37
530,159019.3
531,85390.8
532,167001.08
533,164253.0
534,113.58513
535,108484.266
536,73085.484
537,114720.12
538,88701.83
539,109803.01
540,163908.06
541,94128.79
542,112101.92
543,99276.76
544,83644.88
545,87395.7
546,174665.47
547,88229.17
548,113.58513
549,136077.34
550,96518.555
551,130743.516
552,149190.44
553,76773.93
554,252592.3
555,158209.23
556,121929.89
557,82307.3
558,132957.62
559,113.58513
560,94589.43
561,107907.39
562,136163.67
563,113.58513
564,149899.97
565,113.58513
566,111226.586
567,80638.96
568,149342.73
569,169627.52
570,95306.16
571,176007.08
572,92221.69
573,230936.75
574,117395.69
575,114778.52
576,107948.36
577,86842.57
578,113.58513
579,113.58513
580,101984.695
581,96252.78
582,199965.17
583,137599.38
584,87579.125
585,182328.67
586,290768.97
587,277875.22
588,112165.48
589,113.58513
590,221018.9
591,103764.34
592,99648.04
593,196952.0
594,119031.45
595,85022.914
596,181811.94
597,188759.02
598,97429.67
599,281824.34
600,193256.83
601,88809.36
602,270514.1
603,152377.55
604,158891.95
605,290351.47
606,113.58513
607,81642.945
608,106842.36
609,147609.31
610,113.58513
611,135203.89
612,139946.8
613,113.58513
614,160216.48
615,187154.0
616,333245.84
617,151063.16
618,92299.64
619,135670.45
620,98232.62
621,113.58513
622,113.58513
623,121634.59
624,87270.625
625,117211.84
626,152180.89
627,75048.66
628,132193.5
629,82098.49
630,78896.77
631,96830.99
632,180081.0
633,113.58513
634,117089.03
635,93879.66
636,113.58513
637,84377.52
638,108035.85
639,85381.67
640,206957.95
641,103829.336
642,112543.055
643,113.58513
644,113938.71
645,85329.19
646,89437.6
647,113.58513
648,179068.39
649,90219.34
650,95142.56
651,118010.32
652,167265.62
653,82507.016
654,116995.48
655,90380.086
656,102907.44
657,135409.7
658,82929.664
659,91674.695
660,91806.14
661,190549.33
662,124711.3
663,79048.555
664,164107.06
665,127956.37
666,181547.58
667,115791.234
668,158068.14
669,113.58513
670,113.58513
671,141300.67
672,113.58513
673,203240.86
674,108987.49
675,113.58513
676,113.58513
677,113.58513
678,95788.72
679,98292.23
680,82072.64
681,113.58513
682,113.58513
683,143297.38
684,113.58513
685,179632.0
686,120128.29
687,125013.23
688,113.58513
689,106228.34
690,159272.02
691,93801.08
692,129256.38
693,113.58513
694,107549.37
695,113.58513
696,112772.12
697,113.58513
698,113.58513
699,85632.28
700,113.58513
701,137854.64
702,109950.086
703,113.58513
704,121794.88
705,82460.29
706,130590.67
707,128810.1
708,156998.16
709,81490.54
710,151762.2
711,82083.375
712,100099.13
713,103897.19
714,165763.28
715,308599.5
716,113.58513
717,135914.53
718,165943.6
719,113.58513
720,114108.89
721,115954.664
722,94660.664
723,132351.33
724,98760.23
725,241649.23
726,113.58513
727,81779.695
728,108685.51
729,191975.8
730,135056.03
731,92186.93
732,123153.16
733,115858.6
734,128122.53
735,189438.05
736,169390.3
737,137439.47
738,103981.7
739,118754.26
740,131765.33
741,87565.24
742,287640.1
743,146004.03
744,113.58513
745,91408.2
746,113.58513
747,71641.516
748,130572.805
749,109516.336
750,133401.44
751,85248.44
752,214808.19
753,101361.18
754,94211.31
755,188960.58
756,119758.68
757,132235.58
758,115906.93
759,113.58513
760,170958.72
761,105401.734
762,285180.72
763,178867.22
764,117506.734
765,88883.34
766,164457.94
767,140294.23
768,220998.75
769,175105.19
770,94569.55
771,94878.6
772,153511.97
773,114758.76
774,128772.9
775,113.58513
776,105357.52
777,157066.1
778,116622.66
779,113169.85
780,138277.17
781,131953.1
782,88291.66
783,88903.91
784,97532.78
785,132227.73
786,145358.86
787,84888.89
788,109930.49
789,130210.19
790,96962.49
791,102641.5
792,121870.336
793,84752.33
794,106574.27
795,128381.91
796,92631.375
797,87391.37
798,96063.484
799,141224.86
800,128198.17
801,83210.76
802,113.58513
803,85772.07
804,89614.22
805,89344.72
806,97026.74
807,122632.98
808,83828.43
809,112772.77
810,140078.95
811,139719.66
812,109023.664
813,113.58513
814,115168.57
815,181997.17
816,108800.984
817,88791.914
818,95011.5
819,82650.21
820,91142.664
821,228006.77
822,113.58513
823,113.58513
824,93797.15
825,103785.17
826,139873.66
827,90985.51
828,101392.805
829,239484.17
830,82010.24
831,184513.75
832,99689.79
833,113.58513
834,232483.28
835,139936.19
836,107591.016
837,86014.49
838,91876.42
839,280681.8
840,128327.586
841,94773.36
842,118745.52
843,109019.4
844,405267.66
845,191347.25
846,198284.8
847,136057.81
848,103078.71
849,113.58513
850,83127.625
851,102467.27
852,195396.02
853,147074.38
854,140871.42
855,123069.375
856,113.58513
857,103611.77
858,95701.164
859,113.58513
860,116817.87
861,113.58513
862,165510.95
863,94199.48
864,104699.79
865,122736.28
866,177000.27
867,100456.12
868,147140.9
869,113.58513
870,113.58513
871,257648.36
872,112468.914
873,154134.62
874,113.58513
875,113.58513
876,112094.266
877,147716.86
878,118451.39
879,113.58513
880,128584.56
881,92598.32
882,113.58513
883,113.58513
884,113.58513
885,80378.02
886,102231.36
887,85093.055
888,113.58513
889,132134.56
890,182058.86
891,113.58513
892,137999.0
893,120980.59
894,82308.18
895,122887.75
896,118549.78
897,178988.98
898,106441.484
899,163248.83
900,112172.54
901,120900.52
902,290034.62
903,125942.79
904,120314.62
905,164615.55
906,127878.63
907,95754.28
908,114048.805
909,90130.266
910,95563.836
911,103925.93
912,107186.73
913,113.58513
914,97318.4
915,91471.82
916,135114.12
917,128133.55
918,147819.53
919,101267.97
920,113.58513
921,107504.55
922,91466.04
923,77254.48
924,137582.89
925,84159.414
926,117958.03
927,99559.28
928,113.58513
929,131919.06
930,150783.72
931,95878.34
932,92803.33
933,166861.58
934,113.58513
935,88596.72
936,120864.055
937,209784.98
938,101565.555
939,113.58513
940,113.58513
941,196773.39
942,442266.34
943,134989.75
944,183592.16
945,110328.73
946,148551.1
947,113.58513
948,107910.52
949,97123.41
950,85829.21
951,127699.06
952,98268.75
953,197265.78
954,88686.24
955,103155.836
956,113.58513
957,89018.47
958,140908.03
959,255399.98
960,127400.05
961,192150.45
962,222092.31
963,113.58513
964,113.58513
965,104604.68
966,92482.42
967,94560.55
968,127648.984
969,174763.56
970,81717.35
971,173381.78
972,193821.72
973,83634.49
974,113.58513
975,113.58513
976,184078.16
977,277019.38
978,113.58513
979,125352.59
980,84417.484
981,199272.83
982,86146.25
983,82316.04
984,113.58513
985,125376.78
986,99973.64
987,82223.96
988,160176.1
989,96917.945
990,111361.3
991,95468.7
992,113.58513
993,114031.43
994,99602.67
995,91430.31
996,112314.0
997,113.58513
998,92901.34
999,184556.78
1000,118314.25
1001,113.58513
1002,113.58513
1003,113.58513
1004,87148.29
1005,113.58513
1006,161476.0
1007,197087.58
1008,113.58513
1009,94835.81
1010,140324.69
1011,78248.05
1012,113.58513
1013,113.58513
1014,179113.98
1015,139576.97
1016,113.58513
1017,118251.42
1018,113.58513
1019,153043.55
1020,113.58513
1021,132626.52
1022,113.58513
1023,113801.984
1024,155306.89
1025,107140.3
1026,138864.64
1027,113.58513
1028,111705.33
1029,113.58513
1030,120528.56
1031,97440.086
1032,95591.914
1033,170409.36
1034,102500.88
1035,113.58513
1036,113.58513
1037,214626.5
1038,124609.26
1039,178964.5
1040,91707.055
1041,80379.36
1042,79491.375
1043,179479.33
1044,112784.47
1045,99550.1
1046,103564.73
1047,102635.0
1048,113.58513
1049,113482.71
1050,86527.74
1051,128882.38
1052,111923.19
1053,113.58513
1054,113.58513
1055,93269.58
1056,108356.3
1057,163490.38
1058,90072.36
1059,91207.34
1060,113.58513
1061,141980.19
1062,113.58513
1063,90335.234
1064,161111.83
1065,176547.5
1066,94186.484
1067,113.58513
1068,113.58513
1069,84373.7
1070,167183.73
1071,143485.14
1072,92475.59
1073,140286.39
1074,91984.87
1075,143391.44
1076,128361.03
1077,115432.1
1078,128635.52
1079,154594.27
1080,113.58513
1081,81537.305
1082,93929.81
1083,113.58513
1084,98904.07
1085,134072.75
1086,404781.72
1087,140000.64
1088,118497.74
1089,125638.84
1090,79414.195
1091,145372.03
1092,113.58513
1093,189784.53
1094,342496.72
1095,91778.62
1096,113.58513
1097,87251.74
1098,113.58513
1099,102765.266
1100,93747.67
1101,113.58513
1102,113.58513
1103,139642.86
1104,102443.48
1105,113097.67
1106,177454.16
1107,113.58513
1108,89873.97
1109,149732.3
1110,97798.08
1111,113.58513
1112,149849.14
1113,94750.164
1114,148130.61
1115,155904.22
1116,113.58513
1117,137448.9
1118,329762.44
1119,175993.94
1120,99237.87
1121,133677.55
1122,113.58513
1123,783747.5
1124,104039.75
1125,115367.805
1126,116335.45
1127,113.58513
1128,137566.61
1129,95076.42
1130,150164.77
1131,105584.05
1132,100759.45
1133,99463.73
1134,215005.95
1135,113.58513
1136,191003.48
1137,130089.28
1138,82318.32
1139,95630.25
1140,180899.12
1141,87837.586
1142,205136.69
1143,94181.14
1144,82075.234
1145,113.58513
1146,113.58513
1147,157186.9
1148,160325.23
1149,112237.94
1150,107712.59
1151,146589.25
1152,113.58513
1153,154668.55
1154,113.58513
1155,175008.45
1156,85305.16
1157,113.58513
1158,88757.79
1159,92095.54
1160,143146.81
1161,106849.73
1162,93419.414
1163,151406.9
1164,108903.625
1165,113.58513
1166,142671.17
1167,215879.25
1168,90021.02
1169,111339.98
1170,108593.51
1171,113.58513
1172,136415.08
1173,115271.09
1174,95922.54
1175,113.58513
1176,105073.06
1177,150881.06
1178,109426.125
1179,111583.97
1180,112780.54
1181,91911.875
1182,157673.25
1183,88606.12
1184,161824.83
1185,113.58513
1186,111566.58
1187,85326.49
1188,147182.17
1189,93711.3
1190,105808.29
1191,113.58513
1192,86134.12
1193,134379.84
1194,81067.53
1195,156573.81
1196,84020.49
1197,141124.31
1198,139724.02
1199,188240.45
1200,113.58513
1201,113.58513
1202,275906.72
1203,83217.52
1204,97212.94
1205,113.58513
1206,90482.75
1207,166241.06
1208,131917.45
1209,120781.62
1210,117285.77
1211,109094.46
1212,131681.22
1213,66782.29
1214,145974.14
1215,337247.7
1216,113.58513
1217,82126.59
1218,117108.42
1219,111723.41
1220,82267.68
1221,128623.766
1222,176179.2
1223,113.58513
1224,113.58513
1225,260681.1
1226,100385.94
1227,113.58513
1228,105387.5
1229,131567.53
1230,86939.09
1231,115450.13
1232,113.58513
1233,113.58513
1234,100718.125
1235,114215.75
1236,89028.21
1237,133243.31
1238,156808.38
1239,153304.33
1240,120955.945
1241,135448.23
1242,146252.31
1243,113239.37
1244,108139.69
1245,126861.04
1246,109675.51
1247,141404.4
1248,95362.016
1249,88214.96
1250,86871.43
1251,169321.4
1252,107782.77
1253,157281.92
1254,178021.6
1255,92780.3
1256,106817.23
1257,146816.56
1258,256528.83
1259,91827.445
1260,106441.84
1261,106360.58
1262,138150.9
1263,731745.5
1264,143433.84
1265,158746.2
1266,129174.875
1267,194994.92
1268,87041.74
1269,158405.0
1270,113.58513
1271,163145.08
1272,128386.67
1273,125214.65
1274,157147.25
1275,225028.16
1276,109591.34
1277,103960.09
1278,88427.55
1279,91485.9
1280,87035.914
1281,168361.98
1282,156464.97
1283,130470.445
1284,113.58513
1285,124646.41
1286,103896.016
1287,121718.375
1288,150098.03
1289,109954.44
1290,124573.66
1291,212134.16
1292,175071.97
1293,113.58513
1294,84218.26
1295,75718.21
1296,113.58513
1297,102263.67
1298,108123.586
1299,91007.875
1300,113.58513
1301,103647.41
1302,120191.62
1303,115524.19
1304,103070.63
1305,78679.37
1306,92058.44
1307,110360.234
1308,141555.84
1309,113.58513
1310,93706.36
1311,118927.87
1312,95813.45
1313,75134.664
1314,191116.23
1315,119374.734
1316,82129.78
1317,158837.14
1318,85562.98
1319,124803.23
1320,113.58513
1321,249333.17
1322,78786.51
1323,113.58513
1324,130293.984
1325,104469.88
1326,131271.19
1327,167704.11
1328,247906.14
1329,119740.1
1330,113.58513
1331,137479.75
1332,113.58513
1333,125709.695
1334,175091.5
1335,81510.3
1336,116242.13
1337,169453.86
1338,104635.25
1339,102841.65
1340,107592.33
1341,130970.62
1342,113.58513
1343,497461.94
1344,141835.72
1345,82408.234
1346,126062.336
1347,94140.93
1348,155525.3
1349,113.58513
1350,89561.125
1351,129719.17
1352,131076.12
1353,113.58513
1354,91765.23
1355,113.58513
1356,77630.95
1357,113.58513
1358,153828.72
1359,174863.1
1360,81519.914
1361,473416.4
1362,150198.36
1363,186300.78
1364,130480.51
1365,119989.375
1366,183462.23
1367,127063.9
1368,85335.09
1369,154372.31
1370,125191.03
1371,113.58513
1372,113.58513
1373,141340.36
1374,126085.5
1375,106125.14
1376,84040.04
1377,100506.17
1378,181984.83
1379,113.58513
1380,89099.32
1381,107592.14
1382,101739.336
1383,113.58513
1384,113.58513
1385,113.58513
1386,98865.92
1387,113935.66
1388,159275.08
1389,108624.75
1390,113.58513
1391,135833.52
1392,95663.28
1393,161191.64
1394,104285.21
1395,113.58513
1396,131712.47
1397,86468.35
1398,129968.23
1399,86587.88
1400,98701.18
1401,81132.96
1402,128856.48
1403,111684.945
1404,71341.37
1405,93086.79
1406,88924.78
1407,113.58513
1408,104912.33
1409,104528.56
1410,113.58513
1411,201146.34
1412,113.58513
1413,157456.77
1414,124397.31
1415,113.58513
1416,152272.14
1417,120616.37
1418,119526.82
1419,113.58513
1420,100356.28
1421,157039.83
1422,156035.4
1423,67278.45
1424,113.58513
1425,94989.25
1426,214348.73
1427,105433.87
1428,324569.22
1429,113.58513
1430,126272.586
1431,85222.23
1432,150502.33
1433,123481.375
1434,100038.56
1435,204242.23
1436,127068.516
1437,151835.28
1438,290798.84
1439,113.58513
1440,208469.4
1441,113.58513
1442,123330.49
1443,87907.18
1444,124002.81
1445,175679.48
1446,67637.3
1447,102505.76
1448,103091.85
1449,155325.62
1450,79379.69
1451,113.58513
1452,113.58513
1453,103534.234
1454,81866.375
1455,186110.84
1456,105095.766
1457,113.58513
1458,113.58513
1459,113.58513
1460,113.58513
1461,91043.38
1462,113.58513
1463,134811.2
1464,93227.18
1465,88350.54
1466,113.58513
1467,263794.4
1468,183386.47
1469,118517.72
1470,113.58513
1471,133561.45
1472,163751.39
1473,113.58513
1474,125981.68
1475,203347.28
1476,98937.07
1477,81552.195
1478,227311.31
1479,145495.73
1480,106329.91
1481,122451.75
1482,195990.34
1483,187756.98
1484,167737.44
1485,148953.78
1486,112384.36
1487,113.58513
1488,113.58513
1489,181598.55
1490,272650.22
1491,127976.53
1492,106004.93
1493,98541.83
1494,250747.56
1495,103999.35
1496,86361.055
1497,215136.06
1498,113.58513
1499,106839.19
1500,147363.78
1501,91849.53
1502,138528.48
1503,96078.93
1504,113.58513
1505,86397.33
1506,82538.76
1507,141840.03
1508,103091.49
1509,138128.17
1510,254043.5
1511,81073.41
1512,129172.31
1513,68493.555
1514,116391.62
1515,113.58513
1516,150818.89
1517,88987.7
1518,138708.75
1519,107012.445
1520,125363.16
1521,99955.7
1522,109160.51
1523,113.58513
1524,141082.52
1525,152657.16
1526,113.58513
1527,95469.664
1528,95329.53
1529,114020.37
1530,88902.22
1531,113.58513
1532,85344.53
1533,113.58513
1534,113.58513
1535,129900.14
1536,119786.32
1537,113.58513
1538,169670.69
1539,113.58513
1540,99865.55
1541,121283.57
1542,113.58513
1543,139781.1
1544,323666.62
1545,89478.11
1546,87317.59
1547,105818.11
1548,113.58513
1549,114691.78
1550,86320.195
1551,91872.45
1552,81464.07
1553,139443.95
1554,113.58513
1555,78256.484
1556,148266.23
1557,147634.19
1558,189991.08
1559,112098.38
1560,89452.55
1561,91359.414
1562,113.58513
1563,248693.53
1564,142626.28
1565,127304.875
1566,95540.414
1567,91499.42
1568,182076.19
1569,113.58513
1570,95791.766
1571,112782.42
1572,113.58513
1573,108712.21
1574,113.58513
1575,78972.54
1576,122355.305
1577,113.58513
1578,113.58513
1579,93928.375
1580,79345.05
1581,105035.586
1582,112646.34
1583,113.58513
1584,255907.89
1585,129795.4
1586,113.58513
1587,113.58513
1588,113915.78
1589,97278.94
1590,90561.586
1591,240195.97
1592,150397.89
1593,113.58513
1594,167359.44
1595,91987.9
1596,113.58513
1597,302285.12
1598,94895.016
1599,218745.34
1600,174583.27
1601,117921.22
1602,95585.16
1603,110609.17
1604,113.58513
1605,91843.67
1606,113.58513
1607,129890.3
1608,113.58513
1609,83510.3
1610,137707.25
1611,170368.53
1612,130690.09
1613,90389.9
1614,113.58513
1615,448755.66
1616,201301.64
1617,112359.2
1618,111959.15
1619,113.58513
1620,102872.3
1621,85874.43
1622,88159.38
1623,113.58513
1624,127614.484
1625,148549.4
1626,84753.62
1627,113.58513
1628,92079.766
1629,84830.74
1630,113.58513
1631,81952.92
1632,131790.5
1633,210139.97
1634,92645.59
1635,113.58513
1636,101723.48
1637,131950.95
1638,135802.94
1639,104534.63
1640,95261.34
1641,113.58513
1642,133805.34
1643,120773.37
1644,108576.58
1645,123873.07
1646,101843.65
1647,113.58513
1648,113.58513
1649,113.58513
1650,133395.66
1651,113.58513
1652,177558.86
1653,118577.445
1654,113487.73
1655,96594.79
1656,103146.32
1657,113.58513
1658,113.58513
1659,111439.89
1660,112729.125
1661,93015.78
1662,82806.97
1663,74278.77
1664,109931.31
1665,97566.33
1666,84396.84
1667,82108.945
1668,113.58513
1669,121722.805
1670,111351.9
1671,113.58513
1672,111570.19
1673,113.58513
1674,85352.625
1675,130922.02
1676,113.58513
1677,113.58513
1678,85080.58
1679,82322.99
1680,89137.47
1681,103430.06
1682,113.58513
1683,140327.27
1684,119247.82
1685,113.58513
1686,110307.29
1687,103863.7
1688,143348.1
1689,84868.16
1690,71438.19
1691,113.58513
1692,96606.24
1693,136108.1
1694,77793.63
1695,148876.16
1696,159453.8
1697,96923.31
1698,97380.336
1699,99361.1
1700,148241.75
1701,134994.05
1702,182096.02
1703,118701.08
1704,112436.1
1705,113.58513
1706,206246.08
1707,153312.1
1708,84926.38
1709,131772.25
1710,165961.25
1711,90343.08
1712,181951.02
1713,113.58513
1714,117576.46
1715,150291.17
1716,103095.47
1717,92266.58
1718,88139.32
1719,113.58513
1720,111097.11
1721,113.58513
1722,85628.555
1723,123788.97
1724,113.58513
1725,108329.13
1726,91586.79
1727,113.58513
1728,91997.37
1729,140745.17
1730,90725.14
1731,92133.48
1732,99729.59
1733,117192.88
1734,129309.414
1735,146172.23
1736,131883.05
1737,125458.59
1738,85927.695
1739,104183.664
1740,113.58513
1741,101752.84
1742,125651.36
1743,125248.555
1744,106247.69
1745,131292.36
1746,172567.44
1747,257496.25
1748,135405.22
1749,87118.44
1750,106071.46
1751,96983.77
1752,116890.24
1753,139739.44
1754,86302.805
1755,111799.09
1756,113.58513
1757,127365.234
1758,124243.82
1759,215387.5
1760,91909.38
1761,124657.766
1762,136441.64
1763,113.58513
1764,83577.33
1765,132646.6
1766,113.58513
1767,126972.93
1768,95093.34
1769,210912.6
1770,113.58513
1771,131813.2
1772,151168.84
1773,158762.33
1774,137643.06
1775,106570.77
1776,138657.88
1777,81952.43
1778,82777.08
1779,81617.98
1780,117931.76
1781,113.58513
1782,116299.31
1783,91817.68
1784,113.58513
1785,123263.555
1786,249908.22
1787,130057.234
1788,76646.9
1789,87081.945
1790,116521.625
1791,110668.05
1792,118648.984
1793,112277.875
1794,111713.086
1795,92063.945
1796,153706.14
1797,142478.73
1798,128819.83
1799,130844.96
1800,161129.19
1801,117353.66
1802,114256.484
1803,195465.12
1804,117461.93
1805,113.58513
1806,197951.48
1807,203712.12
1808,159095.36
1809,138925.9
1810,95563.28
1811,201653.69
1812,112607.305
1813,150801.44
1814,89060.44
1815,96255.24
1816,132046.6
1817,221243.06
1818,84696.445
1819,113.58513
1820,126705.15
1821,137926.92
1822,82170.25
1823,124109.12
1824,152416.3
1825,113.58513
1826,98134.13
1827,175152.89
1828,90838.984
1829,85347.12
1830,130634.695
1831,159906.39
1832,78534.086
1833,125223.57
1834,135249.23
1835,113.58513
1836,107291.1
1837,130921.41
1838,186198.3
1839,221623.53
1840,91033.28
1841,98293.21
1842,113.58513
1843,113.58513
1844,94978.93
1845,96869.56
1846,96255.45
1847,188086.9
1848,83274.42
1849,96630.06
1850,122747.99
1851,89929.72
1852,460153.78
1853,113.58513
1854,145570.47
1855,106200.91
1856,82629.56
1857,102948.05
1858,114085.625
1859,91992.79
1860,113.58513
1861,89734.82
1862,180755.31
1863,107631.9
1864,110910.98
1865,137895.4
1866,113.58513
1867,254607.6
1868,90282.01
1869,107817.81
1870,113.58513
