,RecoDatam_predicted
385,49374.07
386,-82236.88
387,65.673134
388,-47597.1
389,-29032.68
390,-188251.23
391,-152108.03
392,12970.381
393,45910.387
394,-51504.63
395,-192194.2
396,110013.9
397,-72133.67
398,50108.285
399,-61.787407
400,-172245.23
401,-109054.05
402,-67982.625
403,-188057.61
404,-21399.145
405,100.925125
406,4521.904
407,-192163.4
408,49654.332
409,-7823.424
410,74612.54
411,-106787.05
412,61810.6
413,-45045.242
414,-146.08582
415,-17491.762
416,-57859.188
417,-138151.52
418,-195767.61
419,49625.67
420,-197390.61
421,102158.414
422,53073.55
423,-20.1187
424,-2684.4773
425,-47301.496
426,80999.06
427,-71529.21
428,-8591.536
429,-171392.86
430,85839.74
431,-143911.97
432,6075.931
433,-98264.266
434,61077.92
435,-177288.89
436,-77425.76
437,4.5805807
438,-71115.516
439,-86817.78
440,-200604.0
441,35972.84
442,45446.66
443,-191615.98
444,23000.074
445,-113513.12
446,-14295.825
447,-105349.65
448,-196897.84
449,85810.03
450,-210556.3
451,88891.16
452,-16.296965
453,-109965.14
454,-34.05108
455,-52.1667
456,-157.64124
457,-174944.23
458,38562.95
459,-4.1164145
460,-49.91435
461,36.105194
462,-119050.02
463,24803.086
464,63927.844
465,64972.406
466,-82561.8
467,-149.9459
468,-206939.55
469,-20.629196
470,77215.86
471,-95218.75
472,-183019.28
473,-125714.164
474,-109898.13
475,-160048.31
476,-134439.48
477,-196991.31
478,109193.17
479,45148.06
480,-167221.89
481,23.112946
482,76642.266
483,-85155.75
484,-48640.28
485,-197017.69
486,49176.816
487,104591.45
488,-178359.77
489,33971.54
490,-47719.453
491,78.52637
492,-193027.73
493,-29060.275
494,-185789.4
495,-180155.2
496,61920.727
497,33167.37
498,44065.51
499,-184342.45
500,-170700.22
501,-183129.98
502,41758.99
503,-40738.78
504,-212361.5
505,-85168.8
506,-82887.49
507,41198.895
508,-146382.66
509,-90792.47
510,-110.88124
511,-74.737915
512,95868.12
513,-208299.53
514,-164707.4
515,-167373.5
516,-107151.02
517,-72.00637
518,42882.895
519,-116612.95
520,70716.836
521,-215944.84
522,56537.637
523,-221328.23
524,-181089.2
525,86373.72
526,-112222.234
527,-217942.08
528,37.947704
529,-187992.92
530,-159.94592
531,-46.59068
532,8021.1685
533,-89.1768
534,-204294.95
535,-214848.58
536,-126153.92
537,1845.2806
538,-132501.61
539,-31021.541
540,-209.13457
541,54538.582
542,87362.73
543,-102947.25
544,106914.22
545,20810.06
546,-3609.4092
547,-36.74135
548,65114.03
549,71322.14
550,-7242.5547
551,-119738.46
552,-62981.164
553,-118475.55
554,-117641.79
555,-120667.25
556,-113481.06
557,77244.695
558,106792.016
559,-79090.12
560,88201.125
561,-68.070015
562,-152171.88
563,-35753.832
564,67356.4
565,-118412.11
566,1715.0515
567,-70.41336
568,-158791.02
569,57319.414
570,-152630.9
571,-159416.98
572,50030.22
573,57904.332
574,-177249.97
575,107.24303
576,-158407.44
577,94539.81
578,-4060.912
579,-73.37844
580,13710.548
581,-127104.875
582,-70052.09
583,-108458.664
584,-73931.53
585,-98.33519
586,70880.13
587,-136383.02
588,98704.28
589,93729.91
590,57464.4
591,-133252.45
592,31623.76
593,-111934.72
594,76407.984
595,65939.92
596,107494.06
597,63624.773
598,-67.46393
599,-108185.81
600,-32875.977
601,-74910.9
602,58786.234
603,-43764.562
604,-117530.664
605,-209165.03
606,-42095.68
607,46048.195
608,-207172.47
609,13474.525
610,-53.903336
611,-28693.783
612,35347.684
613,-92817.484
614,-201687.17
615,-110017.57
616,76222.695
617,95408.74
618,-145.65726
619,26326.191
620,-62256.16
621,-29310.725
622,-91157.77
623,-94133.37
624,-129485.836
625,96604.95
626,-188937.23
627,37.836308
628,48064.375
629,-195413.14
630,-97464.94
631,-151355.31
632,83467.17
633,-68.60092
634,-169346.4
635,56374.562
636,68099.445
637,-66849.09
638,-113014.484
639,-126981.09
640,25.440788
641,-7.1661935
642,98467.73
643,83348.84
644,-194309.42
645,-117313.17
646,48348.723
647,-17061.734
648,33769.395
649,-217334.95
650,-8770.265
651,-198.4051
652,52640.477
653,-17850.098
654,-102.25406
655,-49788.76
656,-97881.47
657,-69420.664
658,-165435.08
659,-36661.91
660,-59749.605
661,89434.95
662,-152472.52
663,102886.27
664,-126182.875
665,53681.39
666,53339.207
667,31987.264
668,-104390.66
669,-112013.67
670,-177098.97
671,-119092.445
672,-198230.97
673,-156045.47
674,-53813.273
675,-23.557451
676,-159607.27
677,-206200.34
678,-40897.797
679,-45316.51
680,-169664.95
681,-133644.86
682,-41954.766
683,105226.914
684,-36.932228
685,30370.818
686,-11.485384
687,47166.363
688,56568.01
689,-197471.48
690,-173542.73
691,-200017.42
692,85797.35
693,34111.375
694,-84.909935
695,91977.195
696,-157318.39
697,108848.95
698,-129074.43
699,11549.466
700,24371.686
701,73979.6
702,87318.51
703,-65022.26
704,-191966.69
705,-213058.31
706,94820.375
707,-162620.89
708,-51.700394
709,17194.041
710,15586.411
711,-46042.203
712,87160.32
713,-181426.72
714,68954.164
715,-214925.52
716,-115.914536
717,-68625.68
718,-10.842161
719,-39.79174
720,-7867.062
721,-175356.25
722,104365.375
723,87.068085
724,68062.336
725,101467.91
726,-96672.11
727,-141378.34
728,-204033.5
729,20832.855
730,-12463.933
731,-23891.922
732,-202309.25
733,-77154.38
734,-163846.34
735,-24.059355
736,72354.47
737,-206213.88
738,26833.72
739,-94393.125
740,-47673.082
741,107507.18
742,29825.332
743,-119925.45
744,-209502.89
745,-27.9305
746,-67676.58
747,13320.204
748,-212727.03
749,-101235.555
750,84128.76
751,-90467.13
752,58669.637
753,-82.01728
754,95094.91
755,66338.28
756,-145.1466
757,-217222.17
758,-124913.32
759,2.4041839
760,54055.902
761,-53058.99
762,-71266.95
763,-53899.31
764,39.158195
765,-89.22391
766,-149403.11
767,40126.113
768,-101.42947
769,59489.277
770,-88496.21
771,-150878.64
772,-195532.34
773,-101166.97
774,42930.56
775,-93.290535
776,9.45185
777,-69052.75
778,-189830.36
779,-160707.06
780,-6816.5547
781,-166524.38
782,-120.05773
783,60867.08
784,-186197.77
785,-92.80428
786,-100165.61
787,63889.316
788,-32896.5
789,-98487.81
790,49.600113
791,-152851.97
792,-32103.152
793,61982.88
794,49074.566
795,-115443.02
796,-114417.91
797,82175.11
798,-131477.39
799,36967.188
800,55784.004
801,-98840.875
802,-162023.84
803,-78096.16
804,-98.09107
805,34738.59
806,38.18001
807,-163471.34
808,-109867.984
809,65406.574
810,52200.535
811,-166637.75
812,-159387.39
813,-54822.426
814,-223299.73
815,-101848.57
816,-109678.72
817,106441.95
818,-84381.85
819,-34549.39
820,-216626.14
821,-147814.27
822,-132297.72
823,-78849.85
824,-220662.42
825,-88025.305
826,96514.56
827,86923.92
828,95099.73
829,-20.082336
830,-43988.824
831,53405.973
832,55636.027
833,-129902.4
834,37904.816
835,-186205.86
836,-49308.777
837,49526.07
838,-58.868202
839,-107869.586
840,-191978.0
841,61242.418
842,-82288.836
843,-77930.34
844,71.22031
845,56751.11
846,-53.81741
847,-39.88841
848,-47041.77
849,-36.27765
850,-159929.11
851,-155.82773
852,31843.467
853,-122.97003
854,-1751.0775
855,31855.668
856,47874.51
857,-127288.016
858,90694.64
859,-63559.61
860,79801.086
861,27767.17
862,-169509.14
863,-215429.84
864,-206044.2
865,-75076.484
866,-189056.53
867,-44446.33
868,-1505.2172
869,-70.60838
870,101529.01
871,60740.324
872,41105.043
873,-32406.598
874,-200351.16
875,-96270.875
876,-220671.98
877,-136.26869
878,46016.406
879,-151779.16
880,-117099.33
881,-20.072823
882,-48.963478
883,-163095.8
884,-140810.19
885,104197.81
886,-76.66298
887,-138106.61
888,103081.836
889,-59243.508
890,83289.836
891,-131573.88
892,-20548.695
893,65996.42
894,-82854.32
895,70599.36
896,-24403.238
897,39.903763
898,-15.999596
899,-141036.97
900,52420.02
901,-17.621
902,-112695.06
903,86038.45
904,45147.297
905,-91508.65
906,30732.373
907,-109341.8
908,-41812.594
909,-139109.23
910,-69473.55
911,94886.266
912,-70810.82
913,54335.695
914,0.41605806
915,-27.661518
916,-38808.785
917,-32456.855
918,24.546999
919,81627.73
920,-49984.82
921,64004.332
922,48483.145
923,77750.43
924,-173841.19
925,-1556.3551
926,-64.83611
927,-207711.31
928,38200.94
929,-73.759735
930,-142.76167
931,-46.86273
932,-180483.88
933,-50640.6
934,-183653.31
935,-73801.984
936,-43.953503
937,-121140.71
938,99794.84
939,-169218.83
940,83554.47
941,-197931.22
942,-21.725527
943,7.8445625
944,-177203.89
945,68273.1
946,-13539.742
947,-68049.53
948,-124985.4
949,-191090.34
950,35867.855
951,-188169.89
952,74703.66
953,-20782.97
954,95841.75
955,21.130957
956,41887.22
957,-107684.95
958,-81665.58
959,58.13339
960,-149304.33
961,-94018.9
962,78485.49
963,86794.01
964,64778.504
965,93876.086
966,-129310.62
967,-207469.77
968,-63.975464
969,-204500.0
970,-55546.824
971,46993.266
972,-219938.06
973,41871.574
974,-131.4898
975,-207.21165
976,-145323.69
977,-41233.72
978,-106283.77
979,13.396953
980,-204364.36
981,67832.64
982,-108.66264
983,-116441.26
984,-5463.7886
985,-210971.6
986,88575.71
987,50303.332
988,-148054.92
989,-3702.4976
990,-68653.18
991,1622.623
992,-170927.92
993,-124.076645
994,-177685.17
995,-177353.75
996,-52.547997
997,-75886.58
998,-31695.855
999,-81402.31
1000,71463.805
1001,84310.67
1002,35082.77
1003,62494.844
1004,-104.01939
1005,79210.2
1006,88124.055
1007,36981.63
1008,39935.176
1009,69102.04
1010,594.2594
1011,82506.15
1012,-50583.977
1013,48691.836
1014,-143576.23
1015,69979.59
1016,-64901.895
1017,72794.5
1018,-133023.28
1019,-52917.84
1020,-205085.1
1021,-76950.016
1022,99627.17
1023,-40970.223
1024,-113833.33
1025,-205421.34
1026,-79.41785
1027,-20402.156
1028,-72563.91
1029,-63603.363
1030,21616.326
1031,73951.91
1032,104513.47
1033,-25869.602
1034,-193809.45
1035,-170828.97
1036,-118.327385
1037,-106.7095
1038,-53872.598
1039,-3.9305978
1040,52849.836
1041,55056.85
1042,81659.6
1043,89125.36
1044,67785.25
1045,70336.18
1046,-60306.12
1047,-64193.375
1048,4986.8164
1049,-27094.26
1050,83136.26
1051,-26552.924
1052,65702.484
1053,-28687.31
1054,95702.95
1055,-36.9755
1056,-109804.46
1057,-58688.895
1058,66080.41
1059,-36.862106
1060,-163511.11
1061,-138845.06
1062,18.739283
1063,-214934.11
1064,-8196.761
1065,-57034.348
1066,-68625.22
1067,52366.17
1068,-147158.9
1069,-114972.42
1070,-167.42091
1071,-203304.14
1072,57021.152
1073,-182301.67
1074,-0.15826893
1075,-206142.08
1076,75952.016
1077,-76219.28
1078,-207979.47
1079,-213407.9
1080,-149632.66
1081,34.556366
1082,12861.294
1083,-28.780098
1084,-193812.64
1085,40871.96
1086,102586.664
1087,107008.055
1088,-144978.0
1089,105590.2
1090,-193300.64
1091,-73.45685
1092,-205292.44
1093,103838.54
1094,-27112.44
1095,-106214.56
1096,-109148.49
1097,21946.56
1098,78980.41
1099,-72591.77
1100,47871.133
1101,-205034.12
1102,-136270.92
1103,-61614.72
1104,-91537.97
1105,42247.992
1106,-143.0437
1107,-156112.31
1108,-174882.97
1109,-35437.92
1110,-179666.9
1111,-49.015804
1112,-12230.564
1113,76342.84
1114,60.558205
1115,91784.84
1116,-40572.727
1117,37.940033
1118,100065.12
1119,-88821.91
1120,-164250.53
1121,-216.65807
1122,-194611.45
1123,-94.558876
1124,-41069.066
1125,47228.04
1126,-101701.84
1127,-137995.42
1128,102597.15
1129,95166.2
1130,-6098.62
1131,-110.13889
1132,46897.39
1133,-53183.477
1134,54792.297
1135,-118024.19
1136,84388.516
1137,14775.729
1138,37159.57
1139,101818.31
1140,88152.98
1141,-140597.6
1142,-41.448895
1143,66316.89
1144,-4186.7197
1145,-99012.32
1146,-46951.7
1147,-132776.5
1148,-178893.66
1149,-217041.06
1150,94306.91
1151,-47141.652
1152,-29936.861
1153,-66459.305
1154,79268.66
1155,-55007.492
1156,-215324.02
1157,99716.086
1158,108667.28
1159,-51.10965
1160,-162519.53
1161,17267.14
1162,-104462.86
1163,53807.176
1164,-85894.51
1165,-113941.82
1166,63230.355
1167,-122668.9
1168,95766.375
1169,-1297.3737
1170,-120639.84
1171,-121288.22
1172,-154886.05
1173,44389.883
1174,-120535.59
1175,-36833.098
1176,-152110.9
1177,77858.195
1178,-153633.08
1179,73.67443
1180,59662.12
1181,-114145.586
1182,-148085.44
1183,71506.88
1184,-200994.47
1185,52524.098
1186,83774.08
1187,14.787122
1188,-69103.02
1189,40811.176
1190,83526.01
1191,-90.916664
1192,104057.72
1193,91837.164
1194,-74449.11
1195,-203191.47
1196,76495.15
1197,-119516.0
1198,57843.348
1199,-122114.26
1200,-19.250996
1201,-44.22601
1202,58.48139
1203,-168535.28
1204,-208050.77
1205,103446.85
1206,40345.1
1207,102057.83
1208,95042.9
1209,97703.19
1210,70940.64
1211,-70452.7
1212,-66689.96
1213,-199276.97
1214,-67925.0
1215,-48216.215
1216,-168565.52
1217,-187839.12
1218,-128523.3
1219,-13037.994
1220,-141794.72
1221,94796.16
1222,104163.65
1223,-172587.28
1224,44444.66
1225,-203795.2
1226,-188797.06
1227,-1216.7236
1228,11051.856
1229,-60.663765
1230,77530.95
1231,88728.87
1232,-133763.11
1233,-23717.627
1234,-185721.25
1235,88456.88
1236,-28914.6
1237,25899.049
1238,-12.411549
1239,-44.845295
1240,96084.05
1241,72834.97
1242,-6902.3477
1243,84919.1
1244,-104.412346
1245,-1.3907008
1246,-22.035784
1247,22796.146
1248,-156889.1
1249,-192294.75
1250,-142049.89
1251,-83529.59
1252,108940.49
1253,-94.817116
1254,-105742.51
1255,77919.18
1256,54936.812
1257,32238.895
1258,-220262.45
1259,-156378.42
1260,-126691.46
1261,-122172.98
1262,-188536.95
1263,66872.14
1264,-185000.2
1265,-110.22083
1266,-37369.996
1267,-30.669563
1268,91242.53
1269,73421.23
1270,-189946.83
1271,-156084.62
1272,73273.15
1273,-85657.31
1274,7143.7383
1275,-46125.043
1276,30088.219
1277,-4.246532
1278,-219637.62
1279,109633.8
1280,-189623.89
1281,-123184.98
1282,89755.04
1283,-119606.89
1284,-97376.516
1285,-151112.05
1286,-26966.31
1287,-48.272232
1288,70203.24
1289,-203179.64
1290,-189226.86
1291,65.889336
1292,-154197.98
1293,-6.091191
1294,-198669.16
1295,79611.96
1296,21303.123
1297,-71598.01
1298,43375.152
1299,-84604.53
1300,-41463.016
1301,-173791.64
1302,-47.269344
1303,-48408.16
1304,-198874.17
1305,-106138.91
1306,-148831.1
1307,22769.094
1308,-194898.95
1309,-82800.36
1310,60895.344
1311,-100789.2
1312,90160.45
1313,-50600.35
1314,37.129868
1315,55763.785
1316,30275.97
1317,-125200.81
1318,-135551.0
1319,-62307.473
1320,-123938.766
1321,40655.477
1322,-69522.83
1323,-81145.234
1324,-56.55033
1325,-72235.42
1326,106189.3
1327,-171997.27
1328,64763.867
1329,-216125.47
1330,-96968.92
1331,-185150.17
1332,-41.76007
1333,-77770.34
1334,-107.28275
1335,-5709.158
1336,-13390.943
1337,73948.68
1338,85863.33
1339,-198787.16
1340,-5390.8354
1341,108982.445
1342,39528.414
1343,109337.836
1344,-79726.984
1345,48712.91
1346,-47938.83
1347,-91879.43
1348,-148120.52
1349,-202212.31
1350,-99935.32
1351,46.9657
1352,83343.22
1353,-196302.11
1354,-170747.34
1355,-208749.72
1356,-44960.543
1357,-63327.867
1358,-38954.785
1359,-142635.86
1360,70312.85
1361,-201146.38
1362,92725.7
1363,-177394.89
1364,-196731.05
1365,17.910706
1366,-65607.35
1367,-113715.5
1368,-14175.693
1369,-30904.191
1370,-216231.05
1371,-92.53853
1372,-136679.16
1373,-103824.67
1374,-98803.39
1375,47094.25
1376,-157629.0
1377,83125.91
1378,-111849.93
1379,-182642.77
1380,-190462.94
1381,-210350.55
1382,30313.496
1383,68.08691
1384,-222856.48
1385,-128799.58
1386,-85540.42
1387,91757.52
1388,-2.8345742
1389,-221925.34
1390,-132776.03
1391,42.256157
1392,-49085.96
1393,-80380.34
1394,-8823.416
1395,-190264.25
1396,-54033.914
1397,-128668.71
1398,-129799.03
1399,34646.098
1400,101651.16
1401,-97816.37
1402,-193615.23
1403,-176757.84
1404,-91862.17
1405,-169.76901
1406,-205224.62
1407,-113458.02
1408,54259.297
1409,75228.53
1410,-66.58947
1411,49301.242
1412,89180.664
1413,-143885.78
1414,-19.533787
1415,52990.492
1416,-208287.3
1417,-65623.47
1418,-4847.0166
1419,-40.659447
1420,-48847.13
1421,-107120.5
1422,44498.3
1423,108229.91
1424,75.226944
1425,108236.17
1426,-168401.45
1427,-20.775732
1428,65881.695
1429,39847.76
1430,-75314.734
1431,110311.734
1432,41227.797
1433,70618.08
1434,-212070.75
1435,-4972.6206
1436,-72285.16
1437,-58028.78
1438,-14.217695
1439,3152.9631
1440,101319.31
1441,57498.035
1442,-120720.06
1443,-205387.53
1444,108917.4
1445,81895.41
1446,-155787.44
1447,-98197.164
1448,-186370.75
1449,55917.848
1450,-47094.38
1451,-167596.48
1452,-218298.62
1453,-40257.938
1454,-169357.6
1455,-88796.37
1456,-182124.75
1457,-113943.58
1458,82633.75
1459,47825.973
1460,-114849.34
1461,-48740.445
1462,-157.532
1463,-55330.17
1464,83.457634
1465,-126.519714
1466,-3092.3386
1467,-143317.67
1468,-132.23245
1469,102807.914
1470,-131928.56
1471,-143.1531
1472,56652.71
1473,-82957.375
1474,105842.63
1475,-13.357355
1476,-166954.98
1477,-119280.13
1478,219.275
1479,-83520.76
1480,-59583.51
1481,-3836.44
1482,34591.19
1483,-113792.555
1484,-5176.8184
1485,-159770.05
1486,-39236.06
1487,-68.339
1488,62422.074
1489,-211944.97
1490,-42.554127
1491,-91169.664
1492,100538.47
1493,-139.25327
1494,-184585.84
1495,-96490.88
1496,-128936.13
1497,-144202.02
1498,72566.06
1499,-2.612393
1500,-56253.65
1501,76255.54
1502,45226.855
1503,-57903.758
1504,-66.060104
1505,-178433.77
1506,30.267406
1507,-74856.44
1508,40449.855
1509,-219623.72
1510,2589.037
1511,-428.30472
1512,57919.81
1513,-153478.34
1514,84390.03
1515,-131079.45
1516,5886.496
1517,-35.865356
1518,46034.496
1519,-211195.5
1520,95313.78
1521,-40855.57
1522,-26.657406
1523,-47937.688
1524,41.58286
1525,-37175.637
1526,-24253.977
1527,-114371.25
1528,-203617.27
1529,-79379.87
1530,64944.95
1531,-110726.66
1532,-80811.61
1533,-137013.55
1534,81734.875
1535,-169558.03
1536,-27239.213
1537,-45.94899
1538,42611.5
1539,-83821.32
1540,-171332.92
1541,-110965.57
1542,-20.969221
1543,85965.99
1544,-95319.68
1545,50.76979
1546,52283.477
1547,-7.245215
1548,-88787.15
1549,68820.71
1550,65.67912
1551,-66962.65
1552,34607.473
1553,99505.28
1554,94581.25
1555,-182745.06
1556,-109995.445
1557,-159984.81
1558,-219637.55
1559,-187882.39
1560,-213356.05
1561,-136758.34
1562,33734.844
1563,-151144.61
1564,-56234.254
1565,57938.496
1566,75448.34
1567,-147809.28
1568,-72359.31
1569,-195371.45
1570,-108701.99
1571,-111.23599
1572,-102035.4
1573,-92883.56
1574,66.20327
1575,-175918.14
1576,-95152.19
1577,54758.918
1578,-91208.06
1579,99322.49
1580,36797.363
1581,-64.962234
1582,102694.82
1583,-200546.47
1584,12918.001
1585,-86.99197
1586,-41029.426
1587,-152.06569
1588,98204.37
1589,-26527.518
1590,-151273.86
1591,-209397.78
1592,-97453.01
1593,-108376.34
1594,-154.75243
1595,-140930.52
1596,33794.14
1597,6447.832
1598,81526.77
1599,-97184.63
1600,35277.543
1601,-46910.133
1602,38.48812
1603,-184309.61
1604,77110.7
1605,-38337.33
1606,-58551.95
1607,-21543.646
1608,50776.81
1609,23.597357
1610,81616.01
1611,-142757.03
1612,-215217.38
1613,-199980.45
1614,38321.31
1615,-112669.2
1616,66728.5
1617,29846.352
1618,-6647.2627
1619,-121642.94
1620,98177.89
1621,86512.3
1622,52019.746
1623,35310.074
1624,-166841.84
1625,59.957333
1626,-66702.164
1627,-46780.617
1628,-205.8798
1629,-194949.7
1630,15.23394
1631,-128350.35
1632,-19919.842
1633,-95409.69
1634,7868.529
1635,15733.813
1636,-119865.06
1637,-59.4123
1638,-66102.37
1639,-27151.22
1640,4304.2085
1641,58.933735
1642,50240.734
1643,-71510.75
1644,-132.60793
1645,-124788.74
1646,-31885.297
1647,88963.73
1648,-47245.86
1649,-140952.23
1650,-129.4228
1651,39133.94
1652,-170520.8
1653,96354.56
1654,-78651.305
1655,-184117.27
1656,82435.4
1657,-42627.66
1658,-141109.52
1659,45498.387
1660,8396.455
1661,-130518.85
1662,-60681.66
1663,-221103.03
1664,49289.695
1665,-93362.96
1666,-88450.54
1667,99155.555
1668,63228.33
1669,13319.589
1670,-100.18798
1671,-218178.16
1672,-93529.66
1673,-193766.77
1674,2.7359219
1675,16654.643
1676,-142362.22
1677,-59947.168
1678,-143472.66
1679,50829.82
1680,-72403.484
1681,21.827728
1682,-43.388382
1683,-130347.26
1684,-1542.9554
1685,-216082.14
1686,82497.43
1687,-120800.984
1688,-164526.94
1689,-40833.863
1690,-122517.12
1691,-95.93446
1692,49901.76
1693,-66919.24
1694,-188142.0
1695,-205063.14
1696,-117534.125
1697,-204473.11
1698,31383.082
1699,21291.37
1700,-185519.94
1701,56364.777
1702,107249.46
1703,35686.4
1704,-2.8147807
1705,50828.504
1706,-3304.585
1707,23.896412
1708,-124814.38
1709,70332.79
1710,19915.943
1711,-40501.492
1712,-29330.9
1713,-177004.27
1714,60932.65
1715,10911.935
1716,51281.152
1717,5319.2056
1718,-2205.4653
1719,-177195.61
1720,-70889.73
1721,-158.61343
1722,89680.414
1723,65987.77
1724,-94836.86
1725,-146.26764
