,RecoDatapT_predicted
278,34.145042
279,23.126444
280,31.428589
281,31.386993
282,21.521881
283,21.641478
284,20.546377
285,33.850925
286,23.148043
287,58.15039
288,23.776878
289,30.125055
290,24.864874
291,28.351864
292,28.61995
293,31.018253
294,25.980318
295,22.909065
296,27.386677
297,34.14984
298,20.685371
299,21.009102
300,27.41453
301,22.510082
302,26.380013
303,26.597288
304,24.655037
305,26.39315
306,21.785053
307,23.948605
308,26.79549
309,27.8133
310,32.07402
311,27.09231
312,35.26559
313,20.272755
314,30.823643
315,21.92455
316,23.178448
317,22.14602
318,23.882553
319,22.701502
320,32.593685
321,33.17548
322,21.750069
323,21.075077
324,31.013952
325,30.61238
326,26.934359
327,20.486341
328,26.570305
329,22.827612
330,30.622225
331,26.710493
332,22.130877
333,23.790834
334,21.934443
335,34.99642
336,26.376677
337,41.427917
338,26.562687
339,34.32155
340,25.283142
341,21.245304
342,21.213427
343,23.594744
344,32.35341
345,22.899889
346,25.296816
347,23.701647
348,35.898216
349,22.087791
350,21.047222
351,23.58175
352,41.75605
353,29.006054
354,28.081175
355,26.033062
356,22.691002
357,20.413107
358,29.675104
359,20.688993
360,26.595654
361,83.26647
362,21.308842
363,29.690857
364,22.70861
365,23.52773
366,22.633675
367,21.967102
368,26.51694
369,33.559822
370,39.352974
371,23.811913
372,23.07399
373,39.711296
374,20.590866
375,23.39933
376,23.881939
377,27.519972
378,40.658684
379,38.17599
380,34.412575
381,20.94377
382,32.231888
383,47.217674
384,23.410929
385,26.838497
386,36.94551
387,27.0984
388,29.449244
389,29.089676
390,24.997068
391,29.18537
392,29.33482
393,22.01787
394,30.2724
395,24.104593
396,26.35944
397,20.447655
398,29.617863
399,20.434196
400,25.104115
401,43.869324
402,36.47767
403,23.884075
404,29.942003
405,27.723885
406,30.843147
407,21.830069
408,37.63186
409,23.568657
410,37.240814
411,22.93054
412,26.291945
413,20.534409
414,33.09559
415,39.254566
416,26.625532
417,32.063263
418,20.696585
419,25.774837
420,25.844824
421,29.502752
422,22.682974
423,23.870598
424,24.139362
425,23.131184
426,34.48357
427,24.073618
428,20.970098
429,29.239481
430,22.53903
431,22.755299
432,21.986267
433,26.482079
434,40.119194
435,23.451355
436,22.90819
437,27.783913
438,44.85594
439,43.439186
440,20.66247
441,41.674168
442,22.158043
443,27.568678
444,22.653368
445,28.582197
446,38.692753
447,26.13323
448,26.562798
449,31.944557
450,29.017
451,22.342438
452,30.756859
453,26.13085
454,24.18814
455,24.072775
456,37.36978
457,26.23374
458,35.37755
459,26.10575
460,20.441742
461,23.946724
462,29.667307
463,27.02811
464,22.517618
465,26.211008
466,35.916702
467,24.51438
468,21.885569
469,20.406918
470,22.19266
471,21.000706
472,25.135628
473,23.373959
474,31.60003
475,26.068027
476,22.25983
477,20.481283
478,28.85427
479,34.28038
480,24.922573
481,20.524393
482,34.906345
483,38.003532
484,22.655113
485,33.88736
486,26.127682
487,23.143719
488,25.48284
489,21.088383
490,24.767014
491,24.846413
492,25.40945
493,32.0806
494,21.757328
495,25.028055
496,58.25097
497,56.16398
498,28.11182
499,30.06453
500,31.816399
501,21.77537
502,26.214638
503,23.33026
504,20.352161
505,25.76975
506,26.79339
507,39.618263
508,20.587156
509,27.901415
510,24.050268
511,22.553415
512,21.965569
513,22.120304
514,25.04049
515,29.25035
516,22.572464
517,25.332052
518,26.745728
519,28.203495
520,23.720238
521,29.637466
522,29.191124
523,21.914698
524,22.027777
525,27.281387
526,36.62625
527,20.387325
528,45.55685
529,21.27624
530,30.940203
531,38.366287
532,23.881481
533,24.61941
534,22.733356
535,30.076237
536,26.51022
537,22.194157
538,24.1721
539,23.093134
540,28.011301
541,29.108557
542,22.234528
543,28.721954
544,22.277502
545,36.45329
546,25.089573
547,28.991545
548,20.447145
549,36.944798
550,35.055683
551,21.959461
552,29.94862
553,25.294416
554,37.19854
555,21.549385
556,20.46901
557,81.57293
558,36.29431
559,24.455273
560,26.48548
561,24.737196
562,34.487404
563,27.439888
564,32.405632
565,24.778444
566,33.205936
567,32.88324
568,29.867031
569,29.275742
570,22.75824
571,23.654074
572,26.461044
573,22.6952
574,26.373825
575,20.531033
576,23.105251
577,23.535816
578,23.455296
579,20.622417
580,21.920204
581,33.54227
582,30.901222
583,24.716785
584,21.623606
585,21.741558
586,26.329771
587,21.75607
588,35.96701
589,23.616203
590,40.516624
591,22.461798
592,22.276089
593,26.506516
594,34.573257
595,20.29065
596,42.52416
597,24.232702
598,25.170229
599,24.17138
600,26.268326
601,28.87382
602,30.805948
603,22.858067
604,26.648514
605,22.692976
606,39.1332
607,27.585318
608,38.191868
609,22.89862
610,22.746801
611,22.105259
612,39.93194
613,22.651285
614,24.36669
615,36.984646
616,20.963177
617,26.434902
618,28.223482
619,29.33464
620,31.237488
621,21.852648
622,24.590235
623,31.474573
624,21.87526
625,25.509975
626,25.886606
627,27.649261
628,23.040558
629,31.037056
630,22.5307
631,26.706991
632,26.94237
633,24.352962
634,21.402721
635,26.47619
636,23.541843
637,29.131823
638,27.770697
639,27.794086
640,30.626314
641,33.363876
642,25.195438
643,23.10651
644,27.85451
645,26.87803
646,23.39171
647,20.27451
648,26.346306
649,24.799969
650,26.81335
651,20.436066
652,21.329967
653,27.951906
654,33.80499
655,27.83569
656,24.609303
657,27.247341
658,26.47984
659,26.104658
660,35.398064
661,29.92646
662,20.339207
663,21.781322
664,27.981522
665,25.427547
666,31.981113
667,26.141924
668,31.666515
669,28.651236
670,20.519077
671,27.18952
672,24.642635
673,21.753601
674,21.212278
675,22.498354
676,22.228785
677,28.678478
678,23.388775
679,34.096115
680,28.89249
681,20.990656
682,26.989216
683,21.83002
684,30.037493
685,23.835005
686,28.997385
687,24.734863
688,26.081184
689,21.171528
690,25.87459
691,35.93934
692,20.611977
693,39.287453
694,28.62858
695,23.24522
696,21.067057
697,21.510592
698,38.101036
699,22.855164
700,30.65998
701,29.950947
702,20.830061
703,22.029581
704,30.49812
705,26.551973
706,24.26051
707,26.706564
708,45.0953
709,22.426867
710,72.21925
711,25.831833
712,21.899574
713,27.594189
714,22.25019
715,21.124826
716,27.210184
717,21.76572
718,20.34341
719,23.511484
720,38.054817
721,23.227217
722,21.359402
723,24.35595
724,30.932045
725,20.644983
726,31.65183
727,28.35511
728,25.470882
729,23.999294
730,29.820484
731,24.325373
732,21.200197
733,21.17026
734,26.622147
735,24.99081
736,22.74842
737,25.244719
738,26.909512
739,25.752968
740,29.785099
741,22.836073
742,21.727842
743,22.259691
744,20.522058
745,22.18245
746,38.729816
747,46.847107
748,20.59135
749,29.106615
750,25.178196
751,22.897171
752,29.453266
753,34.763336
754,26.483994
755,20.989666
756,32.024315
757,29.903168
758,28.515244
759,29.28649
760,23.984905
761,31.729626
762,24.8783
763,24.7909
764,25.268827
765,24.8849
766,28.766665
767,22.098396
768,24.768549
769,22.608437
770,37.186207
771,21.568111
772,21.236849
773,25.362959
774,22.53487
775,61.46785
776,31.599403
777,25.072699
778,20.4841
779,20.771734
780,33.442654
781,42.851746
782,23.6982
783,39.669056
784,29.458506
785,26.823841
786,22.319359
787,28.648914
788,24.715673
789,29.880116
790,21.490822
791,21.647797
792,28.574121
793,33.143562
794,26.89781
795,32.498272
796,22.271473
797,22.443647
798,30.192066
799,20.43258
800,34.00565
801,22.441605
802,23.660849
803,27.884884
804,32.24177
805,21.730125
806,36.175
807,27.660936
808,25.199902
809,25.381086
810,28.442375
811,24.681776
812,22.120438
813,20.826443
814,24.213863
815,21.904167
816,26.380054
817,24.504028
818,28.153492
819,30.31954
820,20.188923
821,27.53232
822,32.53091
823,20.603464
824,22.182503
825,30.52353
826,28.218021
827,35.737476
828,23.677706
829,39.41945
830,31.502975
831,35.15464
832,29.094255
833,30.270124
834,30.837246
835,36.6616
836,26.37489
837,26.053442
838,21.23978
839,26.528496
840,22.50998
841,28.836695
842,23.80512
843,33.579338
844,21.62342
845,30.342482
846,29.60618
847,23.77227
848,21.722143
849,26.502092
850,37.604675
851,30.493689
852,22.294529
853,35.908943
854,23.81272
855,31.32379
856,33.56501
857,22.576347
858,20.42761
859,25.771017
860,25.793446
861,25.25469
862,20.176126
863,27.401342
864,21.765003
865,34.75425
866,29.731743
867,23.231213
868,21.985106
869,21.865479
870,26.955902
871,39.14833
872,24.138378
873,27.813179
874,23.948793
875,26.707956
876,20.497879
877,64.049675
878,24.119282
879,41.641403
880,26.531101
881,24.403627
882,20.332546
883,26.029278
884,24.23917
885,22.09784
886,26.538635
887,21.771196
888,23.250256
889,30.857449
890,20.493393
891,23.258842
892,26.668158
893,20.517124
894,28.771263
895,40.436478
896,25.985706
897,24.45287
898,22.555754
899,23.232487
900,24.747658
901,29.917416
902,29.30958
903,26.052702
904,20.398699
905,21.582825
906,24.00383
907,33.559917
908,21.99253
909,22.980309
910,20.478851
911,30.275467
912,30.364351
913,22.616465
914,27.430157
915,22.900246
916,34.22267
917,22.461647
918,20.549688
919,22.159136
920,20.272877
921,28.564362
922,53.45991
923,22.820995
924,35.359795
925,20.693537
926,30.639965
927,42.413757
928,25.058958
929,35.71412
930,23.577673
931,30.13466
932,37.88799
933,20.518993
934,31.202074
935,26.870996
936,26.560593
937,26.07923
938,38.902023
939,23.02654
940,26.51582
941,25.71899
942,39.613987
943,22.19335
944,26.197224
945,24.852562
946,30.034298
947,23.72575
948,26.153316
949,36.13318
950,26.484821
951,21.964836
952,23.536972
953,21.38748
954,43.071354
955,39.127823
956,34.33716
957,22.258827
958,28.285252
959,38.7469
960,22.37421
961,30.269714
962,20.49211
963,21.85849
964,22.189487
965,23.011011
966,25.732914
967,26.180122
968,21.975855
969,25.313612
970,25.601105
971,38.04771
972,30.243996
973,25.806305
974,24.022419
975,25.385988
976,22.190466
977,23.95946
978,25.359207
979,36.42679
980,33.929573
981,26.834652
982,25.514496
983,24.061996
984,26.411867
985,20.320189
986,24.41237
987,31.53537
988,31.165527
989,23.36513
990,24.045895
991,25.031656
992,26.813337
993,33.562286
994,26.26152
995,26.115307
996,23.614878
997,28.373346
998,38.24116
999,22.080963
1000,24.255793
1001,39.483425
1002,27.8082
1003,22.951748
1004,21.222477
1005,26.47954
1006,41.58674
1007,25.781683
1008,33.86232
1009,20.192026
1010,22.346807
1011,27.367104
1012,37.582302
1013,25.464424
1014,24.56611
1015,27.212526
1016,20.204535
1017,29.733591
1018,38.578465
1019,23.939499
1020,25.926535
1021,29.618595
1022,23.160915
1023,26.385513
1024,32.131863
1025,28.052347
1026,29.873009
1027,21.31722
1028,22.230497
1029,26.066587
1030,26.837442
1031,26.838268
1032,25.227373
1033,28.991375
1034,22.510496
1035,23.164925
1036,24.147625
1037,27.173666
1038,23.216846
1039,21.555386
1040,25.214754
1041,34.23062
1042,30.017944
1043,31.692392
1044,46.005966
1045,22.247644
1046,22.687756
1047,32.75899
1048,23.94748
1049,23.944643
1050,22.261051
1051,22.868845
1052,33.78572
1053,41.457912
1054,26.078455
1055,25.145082
1056,20.911537
1057,24.26795
1058,37.12143
1059,27.40706
1060,27.147276
1061,23.339914
1062,21.183605
1063,23.852453
1064,21.623348
1065,31.179409
1066,21.002495
1067,22.01296
1068,23.19731
1069,26.80862
1070,23.677658
1071,22.875664
1072,30.011555
1073,29.734854
1074,22.640505
1075,32.209
1076,24.87423
1077,24.526667
1078,23.012106
1079,49.528008
1080,29.79334
1081,29.681011
1082,29.582508
1083,30.992249
1084,43.40342
1085,21.466394
1086,23.527874
1087,30.633003
1088,28.041964
1089,27.226658
1090,26.533438
1091,33.789127
1092,22.293652
1093,21.306337
1094,23.61821
1095,20.538898
1096,26.04407
1097,20.178463
1098,29.276878
1099,25.908974
1100,33.787907
1101,42.73014
1102,22.830832
1103,21.42886
1104,27.191675
1105,22.200916
1106,21.068256
1107,40.362843
1108,22.960348
1109,23.396818
1110,30.748978
1111,25.007889
1112,28.931843
1113,37.67871
1114,37.273514
1115,23.045868
1116,22.026215
1117,24.188665
1118,23.883331
1119,25.113298
1120,24.436766
1121,20.385971
1122,25.093643
1123,23.269684
1124,37.161392
1125,21.973946
1126,23.062698
1127,25.659124
1128,26.744352
1129,33.827164
1130,34.259777
1131,40.8212
1132,23.85905
1133,22.45832
1134,22.106356
1135,24.148195
1136,20.511068
1137,20.347624
1138,23.553001
1139,23.87396
1140,35.769104
1141,31.110445
1142,33.147236
1143,22.650555
1144,36.16777
1145,22.546154
1146,26.269814
1147,21.108149
1148,30.96811
1149,38.47009
1150,22.101002
1151,23.991587
1152,25.441534
1153,23.852415
1154,25.922386
1155,24.999355
1156,22.83189
1157,24.230257
1158,30.570156
1159,23.799944
1160,30.71008
1161,38.119633
1162,26.381626
1163,30.586332
1164,23.744026
1165,24.131027
1166,22.168713
1167,21.120453
1168,23.191021
1169,36.265213
1170,21.530365
1171,30.338322
1172,53.453926
1173,21.809952
1174,20.277054
1175,29.478754
1176,23.609486
1177,21.92564
1178,29.27189
1179,25.423843
1180,28.175245
1181,29.685352
1182,25.878935
1183,32.101143
1184,35.35075
1185,25.338367
1186,23.953934
1187,23.874777
1188,21.763088
1189,21.323963
1190,29.067251
1191,35.887608
1192,30.299225
1193,21.217743
1194,21.610384
1195,27.88721
1196,26.91524
1197,29.59887
1198,21.393291
1199,23.892948
1200,35.664627
1201,28.283655
1202,33.090122
1203,29.598665
1204,49.878708
1205,26.594904
1206,23.75175
1207,30.797834
1208,37.892166
1209,20.637138
1210,23.944532
1211,24.551266
1212,24.106817
1213,26.506912
1214,21.691034
1215,30.391214
1216,37.813988
1217,20.217712
1218,36.213074
1219,30.248487
1220,26.268724
1221,31.59782
1222,35.674362
1223,22.449125
1224,39.345062
1225,48.36567
1226,26.668282
1227,21.545183
1228,29.551558
1229,36.58542
1230,32.663696
1231,25.257153
1232,22.898296
1233,22.912064
1234,44.425537
1235,31.602287
1236,23.655266
1237,27.351236
1238,28.827154
1239,62.131004
1240,28.052444
1241,28.735128
1242,20.645933
1243,34.52348
1244,22.476645
1245,24.451027
1246,29.44122
1247,31.383337
1248,28.836489
1249,21.012312
1250,20.962898
1251,27.256311
1252,32.343212
1253,23.33046
1254,25.608686
1255,23.861822
1256,21.019949
1257,23.261093
1258,33.663815
1259,21.569078
1260,23.841152
1261,21.03178
1262,26.925032
1263,23.571068
1264,21.496927
1265,20.437092
1266,20.966331
1267,22.534838
1268,23.564857
1269,20.080982
1270,24.16287
1271,25.42816
1272,21.86885
1273,26.905907
1274,31.542665
1275,30.420448
1276,29.907623
1277,22.253283
1278,22.530672
1279,23.849073
1280,23.962103
1281,29.735575
1282,34.167824
1283,26.532469
1284,21.0597
1285,23.841763
1286,25.363503
1287,20.691132
1288,28.953638
1289,23.62661
1290,21.924498
1291,24.31926
1292,20.507866
1293,26.416975
1294,29.363531
1295,23.62389
1296,28.390705
1297,29.42692
1298,23.756767
1299,22.810856
1300,28.96778
1301,34.563618
1302,24.913445
1303,35.55766
1304,27.99682
1305,26.795164
1306,20.166119
1307,24.818115
1308,31.51581
1309,27.073614
1310,31.380823
1311,21.597467
1312,23.739132
1313,24.896381
1314,21.532856
1315,25.21596
1316,22.174953
1317,24.869627
1318,20.970825
1319,24.105925
1320,26.000494
1321,56.444317
1322,33.88779
1323,23.994951
1324,23.907936
1325,21.175278
1326,20.426369
1327,20.960127
1328,29.237913
1329,22.518955
1330,28.801937
1331,49.05716
1332,20.170712
1333,33.910183
1334,22.857643
1335,22.391058
1336,29.256584
1337,21.080215
1338,25.26809
1339,20.410622
1340,35.11655
1341,22.915548
1342,20.54847
1343,21.874847
1344,26.932245
1345,23.776272
1346,29.395927
1347,20.858913
1348,45.4013
1349,26.450495
1350,22.857826
1351,29.296099
1352,34.286404
1353,31.471476
1354,30.602211
1355,21.104416
1356,26.366783
1357,23.087755
1358,30.848831
1359,32.560173
1360,21.542599
1361,23.974525
1362,23.149426
1363,33.996532
1364,30.116602
1365,34.98443
1366,23.2768
1367,24.947517
1368,20.33142
1369,30.637352
1370,25.569693
1371,24.702316
1372,26.330845
1373,33.471172
1374,28.953182
1375,21.949553
1376,22.878345
1377,30.741108
1378,29.28643
1379,25.38904
1380,22.951687
1381,23.230017
1382,27.963636
1383,24.571623
1384,25.104706
1385,23.361662
1386,22.017103
1387,25.196234
1388,24.902933
1389,31.433062
1390,21.49693
1391,21.906696
1392,33.146736
1393,20.418995
1394,35.49721
1395,26.851744
1396,24.850132
1397,58.143467
1398,34.564816
1399,20.630037
1400,23.108816
1401,28.955942
1402,21.473581
1403,29.443193
1404,26.995956
1405,24.986212
1406,34.988884
1407,24.183693
1408,24.251423
1409,28.940086
1410,23.006302
1411,23.230114
1412,21.05387
1413,25.184704
1414,27.126804
1415,27.214424
1416,28.276209
1417,21.56926
1418,26.577272
1419,21.269304
1420,29.023767
1421,23.048628
1422,20.74844
1423,20.466516
1424,24.314644
1425,23.447163
1426,22.45061
1427,42.71711
1428,32.20897
1429,20.611593
1430,33.649147
1431,29.475489
1432,29.192093
1433,37.887524
1434,26.958565
1435,25.368557
1436,26.610277
1437,24.170265
1438,21.082134
1439,23.917912
1440,31.057447
1441,24.060783
1442,26.432882
1443,22.94012
1444,29.60367
1445,23.782743
1446,22.413391
1447,26.237377
1448,20.900099
1449,34.266617
1450,22.857944
1451,32.162327
1452,25.727707
1453,27.334116
1454,24.264013
1455,24.522089
1456,25.467934
1457,25.16644
1458,32.192696
1459,29.058565
1460,26.080692
1461,31.900093
1462,36.564617
1463,21.027641
1464,24.448423
1465,20.437279
1466,20.774906
1467,23.411558
1468,22.414303
1469,26.417622
1470,30.30618
1471,27.87719
1472,25.70285
1473,29.313372
1474,25.217209
1475,27.927208
1476,22.004822
1477,26.592163
1478,23.874025
1479,23.075535
1480,21.714434
1481,33.092304
1482,28.256826
1483,32.686153
1484,23.310051
1485,23.504807
1486,30.00007
1487,20.606163
1488,34.283455
1489,28.984749
1490,33.59378
1491,21.018143
1492,29.199913
1493,24.80373
1494,27.423811
1495,25.656855
1496,21.330452
1497,25.646837
1498,22.851992
1499,21.102291
1500,21.576862
1501,30.119915
1502,29.653515
1503,50.719124
1504,21.708286
1505,21.92337
1506,28.975727
1507,42.998524
1508,21.697199
1509,37.2791
1510,22.993792
1511,24.910666
1512,23.95712
1513,23.214695
1514,25.029102
1515,24.989397
1516,25.23175
1517,26.985886
1518,48.296883
1519,28.665283
1520,25.88529
1521,26.275953
1522,41.306046
1523,29.897217
1524,21.652306
1525,20.897593
1526,20.375843
1527,28.98034
1528,29.661781
1529,20.24607
1530,26.107426
1531,42.377525
1532,21.182388
1533,20.616365
1534,20.73881
1535,31.959862
1536,22.710827
1537,26.397636
1538,32.314976
1539,23.072285
1540,20.29887
1541,26.15547
1542,25.725069
1543,22.306404
1544,29.978338
1545,20.845226
1546,26.986057
1547,24.451143
1548,22.894888
1549,22.736841
1550,25.460789
1551,24.916067
1552,31.080616
1553,24.78937
1554,20.807575
1555,26.152782
1556,21.83276
1557,30.005468
1558,24.440834
1559,30.115015
1560,30.299545
1561,30.829649
1562,37.683506
1563,35.487984
1564,24.921446
1565,24.712458
1566,26.43954
1567,24.357212
1568,20.879095
1569,28.575132
1570,37.371796
1571,21.606607
1572,29.188644
1573,25.356724
1574,26.727688
1575,29.780973
1576,42.263954
1577,22.607677
1578,29.28505
1579,35.032238
1580,20.981377
1581,26.37535
1582,24.014162
1583,21.483023
1584,21.174305
1585,20.395386
1586,32.824
1587,25.149864
1588,21.670736
1589,23.834654
1590,27.058874
1591,24.253748
1592,38.987595
1593,30.54105
1594,37.895893
1595,40.45973
1596,34.73363
1597,21.99634
1598,33.766174
1599,27.634016
1600,23.182995
1601,21.12494
1602,23.112078
1603,23.260551
1604,28.092344
1605,21.646856
1606,24.04335
1607,25.742262
1608,22.658829
1609,32.795017
1610,22.181707
1611,20.657948
1612,38.619373
1613,26.946646
1614,21.93715
1615,24.429638
1616,26.539354
1617,56.645763
1618,20.949936
1619,21.938066
1620,39.12255
1621,26.123863
1622,22.544619
1623,64.64942
1624,37.44632
1625,20.643373
1626,36.336983
1627,24.120867
1628,25.888178
1629,21.412636
1630,23.89621
1631,28.26736
1632,22.786701
1633,20.82355
1634,26.611385
1635,38.994705
1636,32.769054
1637,20.401913
1638,22.281345
1639,27.307045
1640,24.858963
1641,20.96117
1642,25.650013
1643,34.429348
1644,22.263718
1645,22.54044
1646,26.695637
1647,38.91706
1648,21.71236
1649,22.124462
1650,36.897655
1651,24.606218
1652,45.436836
1653,35.63633
1654,20.369503
1655,32.60535
1656,28.158833
1657,28.740881
1658,22.346119
1659,20.16288
1660,22.687386
1661,40.26064
1662,27.454876
1663,25.382553
1664,25.637648
1665,20.896587
1666,23.882221
1667,33.359943
1668,26.847816
1669,30.953758
1670,24.693964
1671,29.109
1672,21.053453
1673,43.955177
1674,25.134886
1675,22.466154
1676,23.714977
1677,23.933025
1678,22.02029
1679,52.574295
1680,21.143024
1681,25.166672
1682,23.698753
1683,25.381927
1684,22.391281
1685,26.771374
1686,22.161709
1687,20.283146
1688,22.570185
1689,20.856548
1690,20.977722
1691,26.799282
1692,33.400047
1693,22.487339
1694,22.952484
1695,31.133963
1696,54.786003
1697,29.963165
1698,27.730846
1699,32.067192
1700,21.992504
1701,21.425493
1702,20.702991
1703,23.699203
1704,25.003801
1705,23.509842
1706,26.06357
1707,23.454227
1708,24.190334
1709,24.566547
1710,26.648836
1711,24.846207
1712,21.707302
1713,22.13735
1714,24.970999
1715,23.330566
1716,37.890846
1717,28.063728
1718,20.392372
1719,30.81923
1720,27.32782
1721,37.55436
1722,23.808458
1723,28.69397
1724,26.872824
1725,22.272705
1726,30.782896
1727,27.48372
1728,44.45202
1729,20.441929
1730,28.723415
1731,28.528002
1732,29.420473
1733,25.064112
1734,41.79141
1735,25.271484
1736,33.812332
1737,26.39937
1738,25.734379
1739,27.31516
1740,20.883675
1741,30.639261
1742,21.158676
1743,21.97366
1744,22.02994
1745,33.793747
1746,21.066946
1747,27.800798
1748,25.349876
1749,20.629427
1750,36.267014
1751,29.84811
1752,23.795311
1753,20.968664
1754,24.648754
1755,26.034569
1756,25.220135
1757,32.74384
1758,22.416185
1759,26.606728
1760,20.996181
1761,34.425705
1762,22.9048
1763,27.690514
1764,34.605682
1765,21.355362
1766,29.370716
1767,20.226194
1768,27.281479
1769,28.071846
1770,23.312672
1771,26.82226
1772,29.863588
1773,24.316448
1774,35.25786
1775,31.49757
1776,21.973822
1777,25.553804
1778,34.640823
1779,20.205227
1780,40.015774
1781,20.27629
1782,23.198452
1783,22.842825
1784,26.436409
1785,24.272943
1786,29.590687
1787,21.749191
1788,43.863937
1789,25.653917
1790,21.21835
1791,35.282776
1792,26.306242
1793,22.685879
1794,27.270231
1795,23.198387
1796,21.233969
1797,34.00672
1798,46.033455
1799,32.5546
1800,20.901201
1801,34.9226
1802,25.496176
1803,26.136814
1804,24.867336
1805,26.440065
1806,26.551542
1807,27.147335
1808,24.51121
1809,22.521646
1810,22.55827
1811,30.182938
1812,50.37775
1813,32.91319
1814,43.8649
1815,29.398542
1816,23.363434
1817,28.327639
1818,23.82564
1819,29.253656
1820,21.555187
1821,32.568512
1822,42.045364
1823,20.800919
1824,27.168951
1825,28.543663
1826,43.034737
1827,24.006369
1828,26.631147
1829,25.535782
1830,33.760494
1831,25.821367
1832,26.793774
1833,36.252605
1834,24.626417
1835,29.139153
1836,21.889236
1837,23.699139
1838,27.33645
1839,53.34881
1840,20.952868
1841,50.60353
1842,21.515545
1843,27.265045
1844,20.703672
1845,21.561152
1846,21.087914
1847,27.54573
1848,26.610638
1849,26.902962
1850,26.556032
1851,49.520714
1852,36.567062
1853,37.5477
1854,21.000328
1855,20.485802
1856,29.407463
1857,26.678028
1858,22.499554
1859,30.574406
1860,23.457842
1861,51.667202
1862,53.581787
1863,27.771744
1864,33.410053
1865,23.03079
1866,24.998446
1867,22.626362
1868,22.619087
1869,33.58692
1870,26.624083
1871,27.2963
