,RecoDataphi_predicted
236,1.0150795
237,-1.98401
238,-0.7654112
239,1.0241414
240,1.2939445
241,0.086314805
242,2.4052186
243,-2.6541712
244,1.6671627
245,-1.3639104
246,-0.20478651
247,2.9123464
248,-2.7627246
249,1.8947856
250,-1.4938335
251,2.7340865
252,-1.2951955
253,2.9223766
254,-0.1188321
255,-2.36173
256,-0.34875286
257,2.6157606
258,-0.16157916
259,-0.95414555
260,1.0589106
261,-2.7574232
262,1.7405125
263,1.6263295
264,-0.90180254
265,3.1632376
266,0.097643815
267,-2.5539424
268,2.6278067
269,2.159864
270,-0.3072868
271,2.9092045
272,2.7113268
273,2.5583463
274,-1.3236747
275,3.087371
276,0.7117498
277,-0.92896086
278,-1.5734127
279,1.6199639
280,-0.30332333
281,-1.629788
282,-1.2513475
283,2.2002254
284,-1.4658082
285,1.5283637
286,0.70308006
287,0.18320379
288,0.6369432
289,0.97316873
290,-0.07330245
291,0.80145925
292,1.1749674
293,-0.3187636
294,2.7544131
295,-0.43606833
296,-1.014359
297,-1.2980001
298,1.6235082
299,0.43458816
300,1.3828253
301,-0.39114752
302,-2.519358
303,2.5606506
304,2.571476
305,1.8690481
306,0.058813553
307,2.4913292
308,1.4808093
309,1.903412
310,1.9471555
311,-1.9798102
312,0.69654596
313,1.5881737
314,1.7211646
315,1.3222363
316,-0.94079745
317,-0.22030091
318,-0.98876566
319,0.16385606
320,-1.6963409
321,-0.22758262
322,1.2592298
323,-2.8247597
324,0.25434646
325,1.1295611
326,0.11761979
327,-3.0165403
328,-0.9609818
329,-2.915314
330,-0.53193617
331,0.1289482
332,1.0333034
333,2.1699193
334,-0.4610646
335,-2.1309526
336,-1.973836
337,-1.927371
338,1.8251272
339,-0.48697722
340,-1.2447152
341,-2.2784061
342,0.7083575
343,-2.8366263
344,2.1950138
345,-1.223741
346,3.1159456
347,0.60983086
348,-1.6846054
349,0.44328627
350,-0.8049728
351,-1.3537079
352,-1.5762774
353,1.1490837
354,1.4000787
355,0.6591569
356,0.9180479
357,-2.806371
358,2.7773087
359,2.9493554
360,0.3809052
361,1.4328548
362,0.9670957
363,-1.8606749
364,0.664353
365,-1.4043884
366,-3.0232563
367,-2.9991002
368,1.1346405
369,2.6319418
370,-1.1310904
371,-1.210402
372,-0.07951059
373,-2.9386873
374,0.441907
375,0.43248427
376,-1.4621722
377,-0.42536005
378,-2.9300356
379,-1.5312351
380,1.4172673
381,1.4323121
382,-0.19315942
383,-1.7352047
384,1.4975768
385,2.7819412
386,0.6238158
387,2.0098825
388,-0.8523493
389,-1.447968
390,3.0452566
391,0.065052405
392,-0.241308
393,-2.1501865
394,0.96113575
395,0.8582971
396,1.6246306
397,1.0623051
398,0.21752056
399,-1.2223086
400,-2.873947
401,0.047140826
402,-2.4582157
403,2.5793135
404,-1.2890165
405,0.8720908
406,2.1896195
407,-0.5465943
408,1.3465981
409,1.1606247
410,2.0385835
411,-1.8045286
412,-1.2441821
413,2.6715162
414,-0.026504643
415,-1.847536
416,-1.2440437
417,-1.605846
418,1.99129
419,2.9936628
420,1.2740637
421,2.8710184
422,-2.3683348
423,1.3561165
424,-0.40499225
425,-2.1594045
426,0.7084458
427,-0.46556416
428,-0.80781376
429,1.4461569
430,-1.3091096
431,0.31573108
432,-0.8132898
433,2.093082
434,2.7379475
435,-2.3623614
436,-1.512872
437,2.8374069
438,-1.6590159
439,0.28648832
440,-0.96518075
441,2.7637222
442,-1.6768655
443,-0.86084753
444,1.3754549
445,2.0574107
446,-1.0052466
447,1.0453738
448,1.0001544
449,-0.21485586
450,2.9823353
451,-0.23397419
452,-2.0234842
453,2.5838852
454,2.8331969
455,0.101739794
456,2.059679
457,1.404758
458,1.2102295
459,-0.98121446
460,-0.416596
461,0.0380635
462,-0.67261
463,2.389928
464,2.9501936
465,0.40704358
466,-3.0527303
467,-1.200838
468,2.7690659
469,-2.9485865
470,-1.2893713
471,3.0265186
472,3.5642073
473,-0.3228079
474,2.380544
475,-1.3046091
476,-0.117603846
477,3.3285573
478,1.6344165
479,-0.79251707
480,2.309139
481,-0.73137826
482,1.8743514
483,-1.7145003
484,-1.6142544
485,-0.53800446
486,-1.3316976
487,-0.51161456
488,1.3104606
489,-2.6039767
490,-1.7580664
491,-1.9499239
492,0.81202793
493,-1.9076643
494,2.8045228
495,-0.62168735
496,0.8630146
497,-1.4528512
498,-1.8320457
499,-0.94431674
500,-2.6457183
501,1.0052005
502,-1.2473507
503,-2.5304008
504,2.4062388
505,0.95712817
506,-1.4512771
507,-2.9416683
508,2.5912426
509,2.5603359
510,-2.113936
511,1.6547024
512,-3.130176
513,-0.7825352
514,-2.8694754
515,-1.3805822
516,-2.82351
517,-1.9812062
518,2.9109495
519,2.886853
520,0.89263487
521,-1.7847917
522,1.7202607
523,0.3742267
524,-1.20797
525,-1.2765952
526,-0.17304987
527,-2.9419258
528,-1.3446848
529,-0.32214832
530,-0.7196793
531,0.14002377
532,0.862285
533,0.46317267
534,2.0193448
535,2.6033256
536,-1.2671378
537,1.9590684
538,1.8303224
539,-1.6084741
540,0.011655427
541,-0.6868343
542,0.98503315
543,-0.86926484
544,0.35845548
545,0.77444273
546,-0.7006093
547,-1.9976106
548,-0.017965306
549,0.38547686
550,1.7584544
551,-1.4131728
552,1.3057852
553,0.75175124
554,-0.8244749
555,-2.8762505
556,1.9671558
557,0.3840394
558,1.5570529
559,-0.7386374
560,-1.3097898
561,-1.9754752
562,2.5800016
563,-0.96298283
564,1.7133263
565,2.013035
566,-1.6640606
567,0.93545526
568,2.034847
569,1.8674608
570,0.9372103
571,3.0049295
572,2.1889853
573,0.8631665
574,-0.99356556
575,1.9274446
576,-0.7509099
577,-1.4987848
578,2.5008833
579,-1.7435359
580,-3.0137596
581,1.2975277
582,-1.673304
583,1.9364303
584,2.6956584
585,-0.8377234
586,-0.65350085
587,2.5541797
588,2.3566027
589,-1.6269178
590,1.8370221
591,2.7144225
592,-2.510538
593,-0.18806185
594,1.6409974
595,-1.0858313
596,-2.3625464
597,-0.96642625
598,-1.1520226
599,0.24020544
600,2.725752
601,-0.066069715
602,0.43130565
603,-3.2156434
604,2.362531
605,0.612445
606,1.3733778
607,-1.9302971
608,-1.151462
609,1.4040954
610,0.7148532
611,-2.5358267
612,-0.43275374
613,1.6348759
614,-2.2410011
615,0.77305424
616,-2.1378639
617,-1.0041585
618,0.69419616
619,-1.5353184
620,-0.76273274
621,-2.18398
622,2.817192
623,-0.03494827
624,-1.7422838
625,2.177504
626,-2.197915
627,0.10342687
628,-2.605945
629,2.24961
630,2.6208882
631,0.36439666
632,-2.5030494
633,1.0157747
634,1.0751508
635,2.644123
636,-1.9287789
637,-0.39692017
638,0.3491293
639,-0.8932425
640,-1.5445406
641,0.63925993
642,-1.0875646
643,0.086647436
644,1.4450142
645,-0.4691982
646,-3.24866
647,-1.9465282
648,-0.260232
649,1.3418173
650,-1.6404096
651,-0.046328887
652,0.33651546
653,1.9996063
654,1.3783454
655,-1.6779376
656,1.5487965
657,-0.26094154
658,1.2277877
659,-2.9032304
660,-2.8851666
661,1.760576
662,1.3740458
663,1.8007514
664,-1.3683271
665,-0.5855234
666,-0.394257
667,1.4305344
668,2.013565
669,-2.8049097
670,2.0046847
671,-0.26186702
672,-1.9239036
673,-0.011127105
674,0.6516657
675,-2.0564556
676,-2.9237187
677,2.9613857
678,-1.9221793
679,0.95704323
680,2.7903552
681,2.8992593
682,0.6602605
683,-1.338258
684,-3.139172
685,2.8622196
686,1.6451563
687,-0.7585596
688,-2.123136
689,-1.6828341
690,-2.4356995
691,2.2041435
692,-1.2062674
693,-2.2394075
694,-2.1997178
695,-2.636328
696,-0.24865513
697,-1.0289463
698,2.2905066
699,1.1844164
700,1.6954709
701,-0.9594727
702,-2.7797267
703,-0.44911307
704,-2.4840918
705,2.683431
706,0.18258494
707,-1.7405812
708,-0.24625061
709,0.11068481
710,-2.6410232
711,-0.11866199
712,0.39216486
713,-0.5921044
714,1.6136142
715,2.0881796
716,-0.7219283
717,-2.4832466
718,0.15041602
719,-1.4194912
720,-2.6802876
721,-0.60926324
722,-1.8556328
723,-1.1595061
724,-2.590608
725,2.587247
726,-1.0518559
727,2.89165
728,2.5140057
729,-1.1202998
730,0.709683
731,-0.9134012
732,1.4281197
733,0.16106535
734,-3.060814
735,1.6448655
736,0.3244956
737,-0.5985494
738,1.3485544
739,2.115548
740,-2.2822826
741,1.1713923
742,-0.5927973
743,2.9156613
744,2.541358
745,2.8434358
746,-0.8282409
747,-0.11056106
748,-2.010783
749,2.9121063
750,1.5030345
751,3.078128
752,2.2646906
753,0.8577884
754,0.07025186
755,0.24008629
756,2.3572683
757,-0.009122584
758,-2.4093816
759,-1.7178524
760,1.5979469
761,-0.770264
762,-2.1937206
763,1.9298472
764,2.8998203
765,2.033946
766,-1.4298418
767,-2.6080267
768,2.4648647
769,-0.35348153
770,2.4549093
771,2.140287
772,3.040421
773,0.06099818
774,1.4257505
775,2.0360336
776,0.6212774
777,-2.7731247
778,-0.49014306
779,-2.735866
780,0.82242274
781,-1.5167986
782,-2.1731162
783,-2.8637843
784,-2.271055
785,0.91468745
786,1.2396319
787,-0.49749497
788,0.3012536
789,2.1552453
790,-0.71449363
791,1.6133287
792,0.60619503
793,2.4426317
794,-1.8178331
795,2.3086255
796,-0.0964658
797,-1.1580634
798,-2.2361145
799,2.7825751
800,-0.057403833
801,0.42053816
802,1.6310309
803,-0.026597986
804,-2.6202807
805,0.21728319
806,0.8438543
807,1.2866862
808,0.10396255
809,3.1861782
810,0.91482866
811,-2.8249333
812,-0.24535166
813,1.42715
814,0.10515197
815,-0.42747906
816,0.49776024
817,-2.3696022
818,-0.35499153
819,-0.38044146
820,2.350435
821,-2.0149918
822,2.6615574
823,2.9216006
824,-0.2843962
825,-2.4849029
826,-1.13828
827,1.4403577
828,-1.386776
829,-1.1386676
830,2.4002266
831,0.3730678
832,2.8520484
833,-1.0934784
834,-1.688732
835,0.61426854
836,-2.1287959
837,-1.535835
838,1.3717594
839,2.3009157
840,2.386867
841,1.2020313
842,1.7816458
843,-1.6693399
844,-1.8642291
845,-2.48087
846,-0.6999716
847,2.835333
848,1.1181765
849,-1.3597724
850,-0.23827903
851,1.5423386
852,2.5573967
853,-1.492253
854,2.1461248
855,-0.028170815
856,1.4715364
857,-1.06925
858,1.8897618
859,0.9628123
860,1.3919425
861,0.33605954
862,-1.0628555
863,0.7720193
864,-1.5279582
865,-1.6934427
866,-0.30357796
867,2.2782702
868,-0.7255129
869,0.45209146
870,-1.5997974
871,0.6324485
872,2.3675656
873,0.047906052
874,0.94513166
875,-0.7634025
876,0.74074584
877,-2.1271935
878,-0.46739644
879,0.7802597
880,2.4577305
881,2.9584079
882,-2.8396761
883,0.71749115
884,1.3434885
885,-0.4495332
886,0.34322557
887,-2.59868
888,-1.5345361
889,-0.28107056
890,0.62994576
891,-2.6373832
892,1.1315324
893,-1.3758862
894,1.410308
895,-0.83637285
896,-0.5762228
897,-2.2167737
898,-0.45912787
899,0.62754
900,2.5506628
901,1.2363005
902,-0.6880333
903,-2.9382827
904,0.025895486
905,-2.3519263
906,-2.2346854
907,-2.654691
908,-1.1566309
909,0.874968
910,-0.2722116
911,-0.11340473
912,-0.1355991
913,-2.3186784
914,-0.77513
915,1.6457322
916,-1.1001441
917,-0.4405394
918,-1.6364526
919,-0.19993076
920,-0.16472885
921,1.6133319
922,2.8149981
923,-0.59008527
924,0.68050224
925,-2.0706208
926,0.980406
927,-1.6726415
928,-0.7029992
929,-1.8730069
930,1.9115553
931,-1.4264355
932,-1.413484
933,0.4666004
934,-1.6609366
935,0.12787816
936,1.1030244
937,-1.3230327
938,-0.1490343
939,-0.5084077
940,0.6780063
941,-0.40154672
942,0.45081383
943,2.3035147
944,2.2756147
945,-0.93178004
946,1.2684821
947,-0.8800895
948,1.0529547
949,-0.1555742
950,0.3645295
951,2.1879447
952,0.6915848
953,1.8776922
954,-0.56967825
955,-2.5917807
956,-2.3270457
957,1.1066841
958,2.529885
959,1.5452448
960,1.541514
961,-1.062321
962,-2.2040534
963,1.6421288
964,-1.066807
965,0.18246381
966,2.830925
967,-2.8433626
968,-0.38995883
969,-1.9665308
970,-0.5376723
971,-1.4453781
972,-1.8332317
973,-2.9432673
974,0.10385153
975,0.2677586
976,0.76431453
977,-1.1866136
978,-2.2322216
979,0.9506968
980,-3.1262062
981,1.5840244
982,0.5330887
983,1.8341032
984,-1.0117745
985,-2.174642
986,1.1958777
987,-2.613094
988,-2.2944024
989,0.37963086
990,-0.06074266
991,-1.2758121
992,1.2809566
993,-1.961649
994,2.3444595
995,2.285568
996,-0.12957388
997,1.2068573
998,2.169236
999,0.9677435
1000,2.9403355
1001,-0.6906063
1002,1.9534411
1003,0.39245105
1004,1.6278355
1005,-2.9646974
1006,-2.4901628
1007,0.08076708
1008,1.9677361
1009,2.097581
1010,-1.7400967
1011,-0.5945897
1012,-1.6343422
1013,2.2295787
1014,-0.56452274
1015,-2.997744
1016,-0.36365518
1017,1.2619843
1018,-2.0780454
1019,2.3584685
1020,0.67467225
1021,1.5271131
1022,2.3814237
1023,0.5015554
1024,1.2141216
1025,2.9550095
1026,-3.1595745
1027,2.9817142
1028,-2.601637
1029,-2.0568295
1030,2.0072794
1031,-0.07425698
1032,2.7699096
1033,-2.4728096
1034,0.6139948
1035,1.3097614
1036,-1.5768406
1037,0.46526498
1038,0.47310787
1039,-1.1497992
1040,0.111398295
1041,2.8747137
1042,-0.0029330323
1043,-0.42345375
1044,1.843582
1045,1.5203701
1046,0.7149592
1047,1.1062294
1048,1.7507848
1049,0.19233873
1050,-2.7683654
1051,1.7434481
1052,2.5837884
1053,2.7317233
1054,-2.1041088
1055,-2.4968178
1056,2.4668899
1057,1.9787946
1058,-0.7297697
1059,0.9235757
1060,0.4185937
1061,-0.044032622
1062,1.6824442
1063,1.7449374
1064,0.8127995
1065,-1.7098715
1066,-1.5594938
1067,-1.3196788
1068,1.9277877
1069,-1.4819878
1070,-1.9813429
1071,0.65564823
1072,1.4835258
1073,2.0585334
1074,1.3311619
1075,1.2027382
1076,-1.8706292
1077,-0.6208745
1078,-1.6731031
1079,-0.15854356
1080,1.8820521
1081,-2.2591
1082,1.4890648
1083,-1.6008859
1084,-0.40659598
1085,1.0229617
1086,-0.82966304
1087,-1.3959831
1088,-0.95754683
1089,-0.26712298
1090,2.7191267
1091,-2.554668
1092,2.4081314
1093,0.28467423
1094,2.2388813
1095,-2.5489907
1096,0.27900478
1097,-1.7649213
1098,2.1197424
1099,-0.68312705
1100,-0.6761257
1101,0.81123143
1102,-1.0619462
1103,-0.6558288
1104,-0.7968144
1105,1.2642891
1106,-1.4898605
1107,0.83221614
1108,-1.5514325
1109,2.9352477
1110,-0.5737719
1111,2.755071
1112,-0.00071084267
1113,0.644637
1114,-1.2017397
1115,1.0562847
1116,-1.7138351
1117,-1.754359
1118,-0.7214254
1119,2.1130228
1120,0.9364647
1121,3.189662
1122,1.4801854
1123,2.9932075
1124,0.38935688
1125,1.5081254
1126,2.7701697
1127,-0.87476355
1128,0.8999221
1129,-1.8559781
1130,1.2430375
1131,2.3963153
1132,-1.2663379
1133,-1.5273755
1134,-0.76490265
1135,-1.5598947
1136,-1.5670708
1137,-1.7672288
1138,1.7052678
1139,-1.4286294
1140,-0.16441253
1141,-3.0164616
1142,-1.0509442
1143,-0.48520502
1144,-0.3528666
1145,1.9053054
1146,-2.9574482
1147,-1.3731714
1148,-1.435826
1149,2.9440277
1150,0.1730335
1151,-1.5654058
1152,1.0056059
1153,-1.0115014
1154,-1.7351254
1155,3.1077273
1156,-0.79703766
1157,-0.37221497
1158,1.2627418
1159,2.7540557
1160,-0.7902709
1161,-2.4186702
1162,-2.4373999
1163,2.1453161
1164,1.0432748
1165,0.2879913
1166,1.0886219
1167,-0.09661844
1168,0.67836016
1169,-1.298471
1170,2.387887
1171,-2.397343
1172,0.36485752
1173,1.0071312
1174,3.109663
1175,0.9457313
1176,-2.5273077
1177,-1.2239853
1178,2.5071006
1179,-0.6277837
1180,-0.20037991
1181,-0.37240744
1182,2.533693
1183,-1.7182999
1184,-2.9696891
1185,2.5509324
1186,2.9917517
1187,-1.0638278
1188,2.3630395
1189,-1.4267251
1190,-0.3119129
1191,-0.8654596
1192,-2.3868318
1193,-0.08097555
1194,-1.0958029
1195,-0.6432068
1196,-0.36056393
1197,-2.5992255
1198,2.7610152
1199,2.0847204
1200,-0.7133131
1201,1.1144432
1202,1.0373415
1203,-2.4750147
1204,-0.29292998
1205,0.67369014
1206,1.0938607
1207,1.9222318
1208,-0.33685753
1209,-2.3208368
1210,0.7164888
1211,0.58668536
1212,-2.131778
1213,-0.30595395
1214,-2.393017
1215,1.6097403
1216,-2.0952034
1217,-1.9081031
1218,1.1489817
1219,1.5993974
1220,2.3126435
1221,-1.6334382
1222,-2.0494347
1223,1.2208661
1224,0.9030055
1225,-0.7379192
1226,-1.3410956
1227,-0.042930003
1228,0.42047358
1229,1.9671515
1230,2.7048166
1231,0.36698872
1232,-2.2991354
1233,0.9834
1234,0.8017672
1235,0.9865724
1236,2.603376
1237,-2.8371227
1238,-3.0830288
1239,2.056572
1240,2.0012815
1241,2.190971
1242,1.805737
1243,-2.4635856
1244,-0.47321945
1245,-1.3809764
1246,-2.0083594
1247,-0.36244577
1248,2.6388245
1249,-1.696125
1250,-1.4132742
1251,0.74846125
1252,3.0677147
1253,0.1979273
1254,1.7630856
1255,1.3434227
1256,1.5431854
1257,2.5822387
1258,-0.024901327
1259,2.5430124
1260,-1.8479433
1261,0.46313652
1262,1.4140868
1263,1.793405
1264,-0.8687303
1265,-2.7547247
1266,-2.9039052
1267,2.7010367
1268,1.9133841
1269,-1.1328665
1270,-0.60873693
1271,-1.1778352
1272,-0.6345015
1273,-1.3680384
1274,2.5851476
1275,0.7480714
1276,0.17110856
1277,2.0002606
1278,2.7363195
1279,-0.11665721
1280,2.2921605
1281,-1.4919311
1282,-2.6022594
1283,-1.0629474
1284,-2.7459865
1285,-2.0326836
1286,-1.0795001
1287,-0.74209464
1288,-0.57107216
1289,-2.7640085
1290,-2.7495997
1291,2.820267
1292,-2.3667767
1293,0.06380295
1294,2.1032922
1295,1.9425554
1296,2.4595141
1297,2.0330021
1298,-3.021745
1299,1.5394263
1300,-1.6233811
1301,-2.6811662
1302,-0.09762384
1303,1.4964837
1304,-0.21642275
1305,0.93067765
1306,-1.0271025
1307,2.1908343
1308,-1.0950086
1309,0.8783928
1310,1.9055151
1311,-2.162583
1312,-1.0143654
1313,-2.2986877
1314,0.45087135
1315,-0.0147825675
1316,-2.2911644
1317,0.194865
1318,-0.9063209
1319,2.096372
1320,3.3061857
1321,-2.4379785
1322,-1.6628194
1323,-2.0616229
1324,0.7178552
1325,-2.3785286
1326,-2.3412912
1327,-0.22807017
1328,-1.359915
1329,-0.7998716
1330,1.7533726
1331,-0.30182412
1332,-3.0211322
1333,2.1450174
1334,-2.3874576
1335,0.76615393
1336,1.3259931
1337,-0.10871996
1338,0.23887458
1339,-0.27445972
1340,-2.4840422
1341,1.3740519
1342,2.0321589
1343,1.7894156
1344,-2.7366087
1345,-2.987515
1346,-2.348918
1347,0.77426386
1348,-0.5631195
1349,1.2963843
1350,0.63367426
1351,2.9780755
1352,0.89673334
1353,0.6423931
1354,2.2753935
1355,2.1970525
1356,1.4172131
1357,-3.0507839
1358,-1.338702
1359,-2.8121166
1360,1.8958386
1361,1.9087651
1362,-2.873956
1363,-2.3347042
1364,-2.0362923
1365,-1.7507863
1366,-1.0787572
1367,-1.2978998
1368,0.747527
1369,0.2508261
1370,1.075835
1371,2.5113158
1372,2.0294628
1373,-0.6292203
1374,-1.6521369
1375,-2.3015442
1376,0.71550107
1377,-0.068889685
1378,-1.2915275
1379,0.426164
1380,1.7603083
1381,-1.1168333
1382,-2.3018787
1383,-2.225752
1384,-2.8132029
1385,1.5811033
1386,2.1922655
1387,1.5213095
1388,-0.5964147
1389,1.4302317
1390,2.961422
1391,1.2981774
1392,-1.8585982
1393,1.4499644
1394,-0.7712151
1395,-0.078198984
1396,-2.0215902
1397,1.6819904
1398,-2.0248551
1399,-1.7632535
1400,0.41802186
1401,-1.5714347
1402,-1.9198822
1403,-0.9565177
1404,2.1237075
1405,2.8803294
1406,2.2954528
1407,-2.4641948
1408,-1.9558014
1409,2.8736963
1410,-0.37091127
1411,-0.77664596
1412,-1.5584044
1413,0.2673974
1414,-1.6201711
1415,1.9531122
1416,-1.9964163
1417,1.3325919
1418,0.56498975
1419,2.0248787
1420,0.64747274
1421,-0.070265606
1422,-1.6886687
1423,0.94607395
1424,-0.18528143
1425,-2.1414728
1426,-0.6503706
1427,0.53566074
1428,2.3430464
1429,-0.9537853
1430,2.7341614
1431,-1.1683486
1432,1.1620843
1433,3.043243
1434,2.0605195
1435,1.0579525
1436,2.8826659
1437,-1.1859363
1438,-1.6857748
1439,1.8026277
1440,-2.0018716
1441,-2.1925976
1442,1.1358434
1443,2.4576564
1444,3.007062
1445,-0.40276885
1446,-2.7272592
1447,1.115832
1448,-0.8358035
1449,1.3966174
1450,-1.7816478
1451,1.7005751
1452,0.3095338
1453,2.1643238
1454,2.3450484
1455,-2.1860847
1456,0.9144001
1457,0.6767866
1458,1.8336378
1459,-2.3020535
1460,0.06346701
1461,-0.65834224
1462,1.8330135
1463,-2.6457758
1464,1.4274273
1465,0.5800267
1466,2.500808
1467,-2.6407933
1468,-1.7356672
1469,1.9884033
1470,2.0764277
1471,2.5445921
1472,0.87212116
1473,-0.9419265
1474,-0.6852031
1475,1.3124276
1476,-0.9151533
1477,0.7458574
1478,-2.6627207
1479,-0.2166923
1480,-2.1450114
1481,1.8900653
1482,1.297399
1483,0.5416354
1484,-0.6775859
1485,1.9009391
1486,0.93046486
1487,-0.15147795
1488,-2.871009
1489,-1.6933912
1490,-3.0328653
1491,-0.75523055
1492,2.8223028
1493,-2.3854158
1494,-0.5701373
1495,1.9249669
1496,-2.1826484
1497,-0.43428367
1498,-0.6536052
1499,2.3746243
1500,-1.1664896
1501,0.2976693
1502,1.7667652
1503,-1.7631693
1504,1.0013465
1505,0.07389725
1506,-2.7603443
1507,-0.35490152
1508,-1.3007381
1509,-1.9061844
1510,-1.8573885
1511,-1.5806909
1512,2.3169994
1513,0.691358
1514,-1.0247521
1515,0.5132983
1516,2.6847806
1517,2.3642712
1518,0.35295492
1519,1.4556731
1520,-1.1938554
1521,-0.3372167
1522,0.2041991
1523,1.5355492
1524,-2.8074334
1525,2.100694
1526,0.113766
1527,-0.6358585
1528,0.60919565
1529,0.47425473
1530,-0.07921396
1531,-2.5771544
1532,-2.0569396
1533,-2.8540056
1534,2.071753
1535,-1.4168334
1536,1.0508451
1537,-2.9125495
1538,-0.15899205
1539,-1.1346191
1540,0.029950835
1541,-0.19068588
1542,-0.19804724
1543,-2.3806508
1544,-0.48439506
1545,-1.2979248
1546,0.24697834
1547,-2.465835
1548,-1.9455756
1549,2.9468453
1550,-2.4512439
1551,1.8775363
1552,-2.371132
1553,0.73255
1554,-0.832915
1555,-0.72038364
1556,-1.3814894
1557,-1.2534941
1558,2.5037038
1559,-1.4682792
1560,2.3975074
1561,-0.94957244
1562,-1.4977746
1563,3.0828962
1564,1.5592434
1565,2.1993656
1566,2.602632
1567,0.080258414
1568,-2.2558413
1569,-1.5585858
1570,2.58521
1571,-0.9584478
1572,0.033354618
1573,2.886504
1574,-1.8690794
1575,1.4887046
1576,-0.53718096
1577,-2.037322
1578,0.68119955
1579,0.034353804
1580,1.0808934
1581,-2.348685
1582,-1.5654502
1583,-1.5430033
1584,-3.0685804
1585,-0.5639435
1586,2.2426023
1587,-0.27743998
1588,-1.3395036
1589,-1.1350219
1590,0.022200294
1591,0.4124254
1592,-2.2861547
1593,-1.7136091
1594,2.0377414
1595,-2.5081823
