,RecoDataeta_predicted
152,3.0885026
153,1.4040219
154,-2.4486167
155,-1.6889993
156,-3.487571
157,0.6210523
158,3.1535065
159,1.8747721
160,-0.8653609
161,-4.3991513
162,-3.3640578
163,-3.3460832
164,-3.2146153
165,4.471477
166,-3.8707588
167,2.6575742
168,-3.5398445
169,3.7005887
170,2.300711
171,-1.6368301
172,0.09481403
173,-2.3037887
174,-0.7883301
175,2.6940877
176,0.8249848
177,-1.8570913
178,4.5040016
179,3.246971
180,3.5412555
181,-0.4896279
182,3.057032
183,-3.8699214
184,-3.0909555
185,0.3248604
186,1.6220273
187,-3.6052632
188,-0.11365622
189,-3.4091854
190,-1.8729067
191,-1.866832
192,-1.9323459
193,3.03511
194,-0.68405926
195,3.0661192
196,2.5609965
197,1.2573936
198,0.671115
199,-0.91029245
200,-1.1673095
201,-0.854833
202,2.3327582
203,-0.038237497
204,-2.8386114
205,-2.2675285
206,0.104501
207,-2.62639
208,-1.9830291
209,2.2266002
210,0.7380827
211,0.70132256
212,2.5642004
213,2.5845854
214,-3.1171641
215,2.1019857
216,-3.390333
217,1.3839289
218,2.6750562
219,-1.2155335
220,-3.353912
221,-1.8953303
222,0.6023943
223,-2.6760216
224,0.52984405
225,2.6711538
226,3.572601
227,-2.2901585
228,1.0264994
229,-0.33028808
230,0.6672952
231,-2.4559116
232,2.0075493
233,1.9794089
234,-1.3385929
235,4.3848505
236,0.79700613
237,1.518347
238,-0.97371835
239,1.260223
240,0.089041844
241,2.2319071
242,-3.773779
243,-0.5729603
244,-1.1345589
245,0.018666012
246,3.2032812
247,2.8514671
248,0.09434995
249,0.0082200505
250,-4.121206
251,1.7767717
252,1.1177909
253,-0.7588243
254,-0.9531999
255,-1.411705
256,1.1991427
257,0.56912345
258,2.039462
259,-4.747791
260,-0.80437374
261,-4.530533
262,0.44761917
263,1.0770413
264,0.94566476
265,-0.1639664
266,-1.5532672
267,2.8401482
268,1.682061
269,0.83614165
270,-0.24191068
271,-3.467806
272,-3.1609159
273,-0.95653194
274,-2.5246904
275,-2.081372
276,2.69013
277,3.9231114
278,-2.8439813
279,-2.7971382
280,1.0574768
281,1.7382747
282,-0.69337314
283,-1.9709164
284,-4.020713
285,0.59535515
286,-1.1607636
287,-3.1979234
288,-3.0710614
289,-1.808013
290,0.027516728
291,2.4748206
292,-4.1077332
293,0.8647011
294,0.88779944
295,0.9336208
296,-1.9373982
297,-3.0409436
298,-1.3085979
299,-1.5883056
300,2.8106391
301,1.4159282
302,0.81158096
303,-1.3532428
304,-0.27923718
305,-2.7715678
306,1.674899
307,-2.3946748
308,-0.25189802
309,3.478696
310,1.033269
311,0.6294073
312,0.6958953
313,4.0636487
314,-2.8198884
315,2.749044
316,-2.861293
317,0.6777554
318,2.6433496
319,3.2596135
320,2.262572
321,-4.368509
322,-2.8841012
323,0.5720767
324,-1.1759249
325,-2.2291806
326,1.859952
327,2.8352458
328,-1.0979283
329,-1.0468118
330,3.2793672
331,-1.0926707
332,2.3678217
333,-3.9726062
334,-1.9546331
335,-1.0647442
336,1.820265
337,-3.9543343
338,-0.071780965
339,0.56488717
340,-0.27895764
341,3.108074
342,-2.107002
343,-0.09461571
344,-4.1559205
345,-1.2148399
346,-4.0790014
347,-2.3836741
348,3.4986534
349,-0.1746603
350,0.6067514
351,-1.8945417
352,1.0341212
353,-0.018857904
354,0.03707517
355,-2.2453737
356,-0.023662532
357,4.707284
358,0.13778831
359,0.5826506
360,-0.9434034
361,-0.28419894
362,-2.438789
363,-1.7780963
364,-0.74949795
365,-1.4934311
366,0.73292905
367,1.3123469
368,1.6679087
369,-1.6195889
370,-3.8553398
371,2.0280247
372,-3.268757
373,2.1835897
374,-3.255843
375,-0.60354936
376,1.4181598
377,-0.40289056
378,-2.706789
379,-0.68029505
380,3.0128393
381,2.8712032
382,0.15826844
383,-1.2994146
384,2.102174
385,3.0870762
386,-2.7039115
387,0.35035467
388,-1.7074153
389,-2.2843554
390,1.1066004
391,-1.3027292
392,-0.4117076
393,-0.2180078
394,-4.062014
395,1.6298449
396,2.7955515
397,1.2217687
398,2.938471
399,-3.861101
400,-3.2085533
401,0.66168416
402,1.8671863
403,-1.4574124
404,0.4342796
405,-0.24286965
406,2.7548306
407,0.9742365
408,-2.4033718
409,0.9004006
410,-3.3180807
411,-1.1986166
412,1.3815755
413,-0.6389404
414,4.3682942
415,-2.1310654
416,2.330422
417,-5.1288285
418,0.38789824
419,0.13037798
420,-2.8668966
421,-2.6350768
422,-4.597114
423,-1.3064046
424,2.761137
425,3.3993537
426,-2.300158
427,1.0925169
428,0.080932066
429,1.3838606
430,-3.6180534
431,1.3311259
432,-4.8612366
433,-1.5469369
434,0.2390583
435,0.95590967
436,-2.7514172
437,4.156673
438,0.5207261
439,-0.021590041
440,-2.331489
441,0.22157863
442,-1.1895
443,-2.1346805
444,-2.791466
445,-3.5947392
446,-0.39414147
447,3.028608
448,-0.84445053
449,-2.3560848
450,0.8559938
451,-2.5793028
452,0.53156763
453,-0.8555729
454,-1.953592
455,1.00959
456,0.9297395
457,1.4618919
458,2.2005255
459,0.74461263
460,-0.6725598
461,-1.5926075
462,0.77972245
463,-1.4171132
464,-2.3585494
465,3.7515624
466,-1.0134553
467,-3.748751
468,0.78262895
469,-1.0580494
470,1.8464078
471,4.1598496
472,2.3896525
473,0.06465635
474,1.6245441
475,0.407761
476,-3.687313
477,0.6595822
478,0.9958745
479,2.4235034
480,-4.609292
481,-1.7215239
482,0.005970781
483,0.84084487
484,-1.8439988
485,1.0831692
486,2.634464
487,0.5836234
488,-2.5849252
489,-3.6671658
490,-2.3801644
491,2.1352487
492,0.9994121
493,2.0633223
494,2.1937058
495,-1.9414668
496,-0.75664103
497,1.2048919
498,-0.11742926
499,0.2695099
500,-1.7561035
501,-0.506666
502,2.320059
503,0.5160222
504,0.7424736
505,2.0834742
506,0.1305716
507,2.3846934
508,-0.5500927
509,-2.7051592
510,-2.1876426
511,0.67058665
512,1.4567578
513,3.4325607
514,2.4371989
515,0.28415605
516,0.18356837
517,3.40213
518,1.8810135
519,-2.017438
520,3.7765212
521,-0.6197667
522,-2.6371224
523,0.82747054
524,-1.3471062
525,-3.5580995
526,-1.5690376
527,1.8220679
528,1.8989581
529,-0.5166644
530,0.7890708
531,0.51069427
532,1.1758536
533,2.478231
534,2.1246343
535,1.0001961
536,-3.3433833
537,3.1038015
538,-0.3136841
539,0.659997
540,-2.9185085
541,-0.069418296
542,2.913545
543,-1.466118
544,-3.1326005
545,-2.0936592
546,1.8934624
547,1.5995356
548,0.36440253
549,0.041197028
550,2.447313
551,-1.0143329
552,-1.7769992
553,-0.7619716
554,-2.3418324
555,-1.4463787
556,-2.8082836
557,-0.96341664
558,-2.5457394
559,-2.8528078
560,-0.10172961
561,-2.671165
562,3.0424984
563,0.08294291
564,-4.7971206
565,0.3598964
566,-1.583397
567,0.52954054
568,2.772637
569,2.6373427
570,-1.9287624
571,-2.5373683
572,3.4763777
573,0.39858294
574,-2.5519032
575,-1.84534
576,-2.8728352
577,-0.34316757
578,-0.9457518
579,1.1832548
580,0.8277964
581,-2.2586298
582,-2.0563147
583,-0.80732155
584,0.85035586
585,-1.9739461
586,2.8321958
587,-2.1540148
588,-2.0578206
589,-1.121831
590,-2.3703916
591,-2.9716487
592,1.0251099
593,1.2406552
594,-2.5502532
595,2.341055
596,-1.6303229
597,4.679426
598,-3.0667799
599,2.1420174
600,-4.419564
601,-1.738676
602,-0.35235137
603,-3.3262756
604,3.0210483
605,2.243915
606,-1.9559286
607,-3.1763716
608,-1.4885371
609,2.6998267
610,2.6952527
611,2.5184593
612,-4.4265575
613,-1.6678194
614,2.5491774
615,3.8601563
616,0.59728754
617,3.455274
618,2.9637473
619,3.1537817
620,-4.7464786
621,-1.089422
622,0.2032097
623,-1.0284222
624,-0.3420231
625,-1.517392
626,0.9469613
627,0.3250077
628,2.074871
629,0.07872629
630,2.3137221
631,-0.06291733
632,1.0395807
633,0.77024424
634,2.7379112
635,2.675063
636,-0.10567001
637,-4.582652
638,3.4094994
639,0.63693357
640,1.7138958
641,-1.4189668
642,0.9701772
643,-0.4524283
644,2.585399
645,0.5598952
646,0.85896915
647,1.9759591
648,4.817629
649,3.2346137
650,-1.366767
651,-4.86424
652,1.2485743
653,2.7048547
654,2.9017859
655,3.903897
656,4.08874
657,3.4523938
658,-2.8265657
659,-3.3430905
660,2.9299495
661,2.6880677
662,1.7734935
663,2.6202407
664,-3.9426875
665,-1.515929
666,-0.8329204
667,-4.559361
668,-1.3257464
669,3.8133967
670,0.8799968
671,-3.1247408
672,-2.4565995
673,1.8528715
674,1.8636802
675,2.2680335
676,-0.21930267
677,3.3500197
678,-2.782544
679,-1.9722848
680,3.720549
681,0.7556107
682,2.1461496
683,-2.6653447
684,2.3272767
685,-1.7621489
686,-2.9013824
687,0.7200066
688,-1.0389612
689,2.7552743
690,-4.193111
691,0.15726216
692,-1.571967
693,1.3901428
694,1.14386
695,-4.4498196
696,-2.5391185
697,0.34055635
698,2.389996
699,-1.2576445
700,0.5044401
701,-2.6674218
702,0.6350403
703,-0.8317457
704,-0.5346221
705,-0.533565
706,-4.134713
707,-2.3558633
708,-2.6594212
709,-0.22799398
710,2.3484006
711,3.2825065
712,-0.5907292
713,-2.2486844
714,-0.66686034
715,-3.0999196
716,1.4695847
717,2.6561232
718,3.2708232
719,-1.6249642
720,3.1069412
721,-0.25339484
722,2.9891214
723,0.93004316
724,-2.2574334
725,4.5552936
726,-3.2631567
727,-2.5146022
728,-2.7585788
729,2.5396008
730,-0.14393479
731,-2.8870955
732,-1.5821142
733,-3.8794246
734,0.3553134
735,-3.566571
736,3.9141388
737,0.11959577
738,2.5242481
739,1.2558117
740,-0.63222045
741,1.5725667
742,1.7991858
743,-2.2721705
744,-1.9332148
745,-2.066219
746,0.13714711
747,2.4801662
748,0.6093099
749,1.0637504
750,0.17349128
751,1.5234878
752,-2.1328588
753,-3.0805147
754,1.1485773
755,0.020900445
756,-3.3182745
757,-3.4890382
758,0.23624718
759,0.7671816
760,-3.082663
761,4.9446073
762,-1.6913781
763,-1.9366028
764,-0.5079741
765,-2.6692784
766,2.8238316
767,2.3031447
768,0.84436625
769,-0.97640616
770,0.91637146
771,2.5221763
772,-2.4297888
773,0.05545517
774,2.9796262
775,-0.7871013
776,-0.23685485
777,2.9579525
778,-1.7627482
779,-4.5238876
780,2.173629
781,2.6563468
782,0.0154922865
783,1.9826748
784,-3.850489
785,-0.83990526
786,1.6649094
787,-1.3233459
788,-1.6756898
789,2.0929275
790,-0.38080326
791,0.06948407
792,-1.7857537
793,-0.6801183
794,0.10893046
795,4.1305346
796,-0.52568305
797,-0.6200824
798,-0.14690845
799,0.9382942
800,-3.1997519
801,-1.3578435
802,2.5420568
803,0.43669194
804,0.6149708
805,1.581024
806,-1.1527145
807,2.971454
808,2.2306428
809,0.82847303
810,-1.551563
811,0.2862976
812,3.5831337
813,-0.16856317
814,0.6068149
815,-3.247457
816,-2.3463383
817,-1.4186788
818,-0.7348875
819,-2.526802
820,1.3874828
821,4.8016396
822,3.4185276
823,3.4005837
824,1.7898902
825,4.5037913
826,-2.3312283
827,2.9098487
828,3.2049673
829,-1.7054554
830,2.947743
831,-1.5651973
832,1.6415745
833,-2.6623814
834,0.21635094
835,1.7299352
836,-0.22931793
837,2.4442923
838,4.3599677
839,-2.2379527
840,-0.6346249
841,-1.6469504
842,-0.09621932
843,-1.0221759
844,-3.0294712
845,2.1358118
846,-3.9902744
847,-4.596194
848,4.582947
849,3.3493257
850,-0.38043085
851,0.32952547
852,0.89200586
853,2.2364917
854,-1.5718921
855,1.9176751
856,-2.4796698
857,-0.079423964
858,1.9259903
859,-1.504821
860,-0.174645
861,-1.266451
862,-1.2320454
863,-3.7978194
864,-0.85862696
865,1.3986574
866,-2.8706
867,-0.5069026
868,4.5550747
869,-0.9663798
870,-0.6528199
871,2.759951
872,-2.0626843
873,1.1544338
874,4.2859945
875,2.0568538
876,3.5462162
877,-4.0514555
878,2.5389462
879,-0.38859174
880,-0.124312334
881,0.30428222
882,1.0059143
883,-2.3621073
884,2.3376596
885,-2.756645
886,3.0071714
887,1.3828748
888,0.42061746
889,4.2570767
890,-0.457432
891,2.8537388
892,0.52665836
893,1.3233716
894,-1.9776392
895,-2.041676
896,-1.3746865
897,-3.4582276
898,3.7240179
899,-2.5164285
900,-1.5627663
901,1.9658322
902,3.990847
903,-0.40473536
904,3.3164897
905,-1.8258728
906,0.96536094
907,-3.750822
908,-0.34353587
909,-0.755577
910,3.002889
911,-1.0899659
912,4.4672236
913,-1.7324365
914,-3.5785792
915,1.4753354
916,0.7448246
917,-1.502625
918,-0.57428557
919,-0.36136502
920,1.4648278
921,-2.695627
922,3.3356519
923,0.93524384
924,2.8862832
925,0.46796244
926,2.09583
927,-2.1988862
928,3.4593735
929,-1.6156442
930,0.99545634
931,2.1199377
932,1.0926019
933,-2.2076564
934,3.2024076
935,0.44130394
936,2.126299
937,-2.871664
938,3.6254666
939,2.1173627
940,0.2593277
941,1.571944
942,-2.231052
943,2.8568227
944,0.52123857
945,-2.5289404
946,1.2144549
947,-3.1149266
948,0.9225059
949,-1.4391268
950,1.4639876
951,2.2262743
952,3.1221461
953,-0.42031056
954,-3.296525
955,-0.13988715
956,0.66601425
957,-4.344813
958,2.060162
959,-2.5747855
960,4.680738
961,4.740304
962,-1.8446299
963,3.3772707
964,2.1127398
965,-2.2883046
966,-3.1172276
967,-1.6078719
968,-2.3163903
969,1.4776106
970,-1.8676717
971,2.6532402
972,1.100507
973,-3.177957
974,1.0977494
975,0.7125672
976,3.7835474
977,0.8591656
978,-1.9752042
979,1.8712388
980,-2.0981197
981,1.2048485
982,-0.28420618
983,1.5532192
984,1.6006274
985,-0.24471557
986,-3.4308891
987,-0.30471477
988,-0.22054353
989,-2.2659683
990,3.9420621
991,1.8155965
992,-1.5301003
993,1.5435529
994,-0.28081545
995,0.6369853
996,-0.2706656
997,-2.3513198
998,-1.0934849
999,3.3807096
1000,0.9863171
1001,-3.8495939
1002,-0.5576088
1003,2.2289896
1004,1.420651
1005,2.3352947
1006,-3.6876242
1007,1.4984673
1008,1.8237493
1009,-2.2004578
1010,0.4283451
1011,-2.2145567
1012,2.7641265
1013,-1.2290192
1014,2.0198228
1015,1.1684088
1016,0.7480196
1017,-1.9140147
1018,-2.0301719
1019,1.928651
1020,1.3819686
1021,-1.5296956
1022,-3.7581809
1023,0.67139876
1024,0.38273025
1025,-2.249288
1026,4.8369837
1027,-1.212614
1028,-1.9113648
1029,2.7199602
1030,3.0458682
1031,-0.2755746
1032,4.1270895
1033,0.097174175
1034,-0.5506011
1035,-3.275906
1036,0.11201645
1037,0.24080408
1038,0.04881584
1039,-4.839114
1040,-1.2502233
1041,-0.9931321
1042,0.16176644
1043,2.175979
1044,0.49623168
1045,0.249098
1046,1.0822805
1047,3.7871466
1048,-2.8468688
1049,-2.5863478
1050,-0.6928951
1051,-2.9126675
1052,-1.6108663
1053,-3.2390096
1054,-1.7971327
1055,1.6606003
1056,-3.2740314
1057,2.6110747
1058,1.775
1059,2.2073698
1060,1.8036419
1061,1.0360358
1062,-0.8656379
1063,1.3134197
1064,0.2841809
1065,4.100972
1066,1.4469081
1067,3.9613442
1068,1.0148964
1069,-0.7028574
1070,-3.722516
1071,0.25805563
1072,-2.2215598
1073,3.88935
1074,-3.4344954
1075,-2.4533474
1076,0.7727071
1077,2.6759083
1078,-2.1183686
1079,-2.1533253
1080,-3.7292838
1081,0.5567822
1082,-0.9689542
1083,4.562157
1084,2.8161051
1085,1.327554
1086,1.4706446
1087,-2.6936603
1088,0.09351237
1089,-1.0287112
1090,2.891219
1091,0.64598334
1092,-1.2718759
1093,0.42161286
1094,-1.4841443
1095,-2.812565
1096,2.2508585
1097,-1.1538109
1098,-0.6900412
1099,-3.0943577
1100,-2.5266182
1101,-2.697991
1102,1.4349458
1103,-0.16390924
1104,-2.31901
1105,-0.26139975
1106,-1.0268241
1107,-2.454905
1108,-2.784114
1109,3.248541
1110,-0.3925486
1111,-2.7705834
1112,-0.4434211
1113,-1.8299575
1114,-1.2105483
1115,-2.6621897
1116,1.1495402
1117,0.57700527
1118,0.3425751
1119,-1.7911978
1120,-1.1478552
1121,2.111068
1122,1.473349
1123,-3.7383249
1124,1.216328
1125,1.9282514
1126,0.1450614
1127,0.059069417
1128,1.6176836
1129,0.7956276
1130,3.1077702
1131,0.0067130285
1132,0.012033896
1133,0.094176956
1134,3.460714
1135,-3.0896637
1136,2.2134469
1137,-1.2375735
1138,1.5771724
1139,-1.4614154
1140,0.10218593
1141,3.602228
1142,-3.565758
1143,1.1154135
1144,1.6259353
1145,0.37085593
1146,-2.5598214
1147,3.6621594
1148,1.3361957
1149,2.7097692
1150,0.3550544
1151,0.38895208
1152,-2.0371861
1153,-2.6622872
1154,-1.581142
1155,-1.0779946
1156,-1.7282451
1157,-0.96683425
1158,-1.7502762
1159,2.381141
1160,0.51449007
1161,2.1749918
1162,-1.9240395
1163,0.4825187
1164,-2.7304425
1165,0.5580928
1166,2.1866126
1167,-1.6349292
1168,3.0303617
1169,0.5346111
1170,1.7773201
1171,-1.8794434
1172,-1.2190624
1173,-0.30548537
1174,-0.9604267
1175,-0.66631943
1176,0.6019914
1177,2.0199213
1178,0.7614777
1179,-2.8074832
1180,0.80099654
1181,0.830152
1182,0.25303623
1183,-1.6111711
1184,-1.1094993
1185,0.10050576
1186,-0.8894384
1187,2.870841
1188,0.498183
1189,0.96073365
1190,-2.3416498
1191,-1.3004618
1192,-1.5511436
1193,1.0857304
1194,1.9334637
1195,-2.281332
1196,-1.269831
1197,-2.187119
1198,2.5116882
1199,1.4598039
1200,-1.1530136
1201,0.42273402
1202,-1.713002
1203,1.9672765
1204,2.1247668
1205,2.9311478
1206,-0.7943824
1207,-1.0005395
1208,-1.6241035
1209,-0.29002115
1210,2.9143467
1211,1.7151912
1212,-2.010411
1213,2.0080137
1214,1.4733716
1215,-3.081754
1216,-3.8530147
1217,-0.8954763
1218,-0.02332513
1219,-1.0980283
1220,-1.7573494
1221,3.5870123
1222,-3.2897751
1223,-2.1232224
1224,0.73414946
1225,-0.70190316
1226,0.6447676
1227,3.0038652
1228,-3.2490642
1229,3.3521707
1230,0.059672773
1231,-4.685296
1232,1.9480076
1233,1.4508071
1234,-0.17049506
1235,-0.8970129
1236,0.9528411
1237,2.094667
1238,0.33424532
1239,-0.7009423
1240,-1.7468456
1241,-2.0398583
1242,3.9931083
1243,1.3782703
1244,1.5090748
1245,-0.013697514
1246,3.5338602
1247,-2.1393003
1248,-1.5105892
1249,1.4489903
1250,0.51275235
1251,-0.93422776
1252,-1.3642248
1253,1.5051205
1254,-1.6965353
1255,-1.4740459
1256,-2.2123475
1257,3.3153408
1258,1.4672943
1259,-0.48757267
1260,0.35871476
1261,2.0343156
1262,-1.606107
1263,-0.6361414
1264,-1.0576947
1265,-1.3933479
1266,0.71620685
1267,-1.7877636
1268,-0.07214315
1269,0.8561211
1270,-3.229246
1271,0.3805967
1272,2.4285712
1273,-3.6151724
1274,1.9551657
1275,2.7419505
1276,4.2872148
1277,2.744077
1278,1.4202472
1279,-0.33056524
1280,-2.2555022
1281,-1.6401007
1282,4.079996
1283,-0.15155168
1284,-3.63899
1285,2.019532
1286,-3.1634781
1287,0.4291152
1288,0.15434428
1289,2.2894597
1290,1.5574971
1291,1.4258543
1292,0.8596623
1293,4.1673145
1294,3.226829
1295,-2.5407724
1296,0.6431066
1297,2.0771058
1298,-4.5501366
1299,0.28275466
1300,0.73450166
1301,1.3117946
1302,-1.4090049
1303,-3.9334788
1304,2.3852715
1305,-0.7089455
1306,-1.3943707
1307,-3.5682049
1308,-2.9955475
1309,0.5125311
1310,2.1732316
1311,-1.5385698
1312,3.2037146
1313,2.4298673
1314,0.84294206
1315,1.7340134
1316,0.67840374
1317,3.8969882
1318,-1.658068
1319,2.017709
1320,-1.9681016
1321,2.8173738
1322,1.386495
1323,1.5364882
1324,0.16206437
1325,-1.5731744
1326,3.7459507
1327,3.6381516
1328,3.9895477
1329,-0.14589134
1330,2.418351
1331,-4.883168
1332,0.97856313
1333,-1.3579682
1334,5.0064287
1335,0.7640162
1336,-3.5599864
1337,-2.2748601
1338,-1.281796
1339,-1.0865915
1340,1.0989307
1341,0.36858472
1342,0.33008835
1343,-1.669034
1344,3.3745809
1345,-0.17920183
1346,1.4079348
1347,0.6390034
1348,-1.2076727
1349,1.9121637
1350,-4.5687017
1351,1.1118939
1352,-2.874297
1353,-0.3722352
1354,-3.9854844
1355,-4.0871305
1356,4.1130676
1357,-4.3606696
1358,-2.5412855
1359,0.7871166
1360,-2.723516
1361,0.76891613
1362,2.2154827
1363,2.856125
1364,0.8896464
1365,3.636899
1366,-1.2206073
1367,-1.2544632
1368,0.5367831
1369,-1.1020948
1370,2.5885491
1371,-2.3843477
1372,1.2086979
1373,0.8447684
1374,-0.59022415
1375,0.5206591
1376,-2.4855917
1377,1.9105383
1378,0.6273445
1379,-0.3991005
1380,-0.708368
1381,-0.37309173
1382,-0.38324115
1383,-0.5666387
1384,0.7401076
1385,0.8290785
1386,-1.7162135
1387,-4.284133
1388,-1.0409082
1389,-0.15822606
1390,3.7040935
1391,-0.75037795
1392,0.9531831
1393,-3.0547514
1394,3.9135447
1395,1.4121662
1396,-0.44834176
1397,-0.74017566
1398,-0.5406473
1399,-2.2536466
1400,-2.5142434
1401,2.1117413
1402,1.2801473
1403,1.4445553
1404,1.3560728
1405,-3.3027344
1406,-0.006385489
1407,-2.818013
1408,1.8329749
1409,-1.9868273
1410,3.5109007
1411,-2.0839946
1412,-3.4183953
1413,-1.4943655
1414,0.21838927
1415,-0.91138387
1416,-0.27836826
1417,-3.6374507
1418,4.1088715
1419,0.0597807
1420,2.0369525
1421,-0.13720027
1422,-2.184961
1423,4.280931
1424,3.7422986
1425,1.1268848
1426,2.6894186
1427,-2.5467722
1428,3.4891002
1429,2.236667
1430,-0.23480582
1431,-2.4938643
1432,-3.6112137
1433,0.31685072
1434,-2.2792275
1435,-3.567954
1436,-4.461653
1437,-3.19472
1438,-1.343854
1439,-0.034781296
1440,-0.8493566
1441,-1.9066061
1442,-3.614405
1443,0.3212751
1444,-3.1027641
1445,3.0425687
1446,3.4430172
1447,-0.43085316
1448,-2.8443122
1449,3.6063912
1450,4.0941563
1451,-1.3642613
1452,-1.6239797
1453,3.1639483
1454,3.635374
1455,1.5447611
1456,1.107786
1457,2.8576145
1458,-3.3382976
1459,-1.5063319
1460,-0.9438755
1461,0.44378883
1462,-1.6532646
1463,-0.5671772
1464,-0.034790497
1465,1.8715563
1466,-1.4739882
1467,3.2657256
1468,-0.626843
1469,1.6172131
1470,0.60791916
1471,1.3391025
1472,0.7973409
1473,0.0768999
1474,-0.58792895
1475,-1.8248644
1476,0.16372749
1477,4.375942
1478,1.0336616
1479,-3.945185
1480,-3.738642
1481,-1.2528776
1482,0.06693244
1483,0.3084635
1484,-1.776883
1485,2.3780458
1486,-0.6670379
1487,-2.3186839
1488,-1.7320762
1489,-3.8676713
1490,-0.49628136
1491,0.6297747
1492,1.3314891
1493,1.3516128
1494,-4.252081
1495,2.6424484
1496,2.384837
1497,-2.623531
1498,-0.58516127
1499,-2.3942282
1500,-4.122107
1501,-3.4874876
1502,-2.9608266
1503,3.0917952
1504,2.0080335
1505,3.1663895
1506,0.59898514
1507,-0.9608978
1508,-1.9892036
1509,1.3845087
1510,-1.4245687
1511,-1.888017
1512,0.08549605
1513,-1.4336962
1514,0.5107246
1515,-1.2192353
1516,1.0324357
1517,-1.8302848
1518,-1.4033656
1519,0.48123166
1520,2.155316
1521,-1.2738217
1522,2.3641512
1523,1.3931504
1524,-0.174371
1525,-1.5775276
1526,3.0370226
1527,1.8751576
1528,3.0839193
1529,-2.7130573
1530,0.548881
1531,-0.11104089
1532,2.5008752
1533,-1.273149
1534,3.0724993
1535,-3.5292602
1536,2.1795163
1537,-2.207735
1538,-0.14531422
1539,-1.6428927
1540,2.4046125
1541,0.5111019
1542,0.48985478
1543,4.7574873
1544,-1.0726409
1545,0.9926727
1546,-2.6994543
1547,-3.2235234
1548,-1.6113204
1549,-2.031112
1550,0.19294216
1551,2.0373783
1552,-0.23154658
1553,-2.8353915
1554,1.1260777
1555,-1.4199085
1556,-1.8746505
1557,-0.09033206
1558,1.2772977
1559,0.45311546
1560,1.6644099
1561,-1.8189107
1562,1.572561
1563,0.6773184
1564,2.016238
1565,-0.15083995
1566,-1.9289865
1567,2.2052865
1568,1.4092195
1569,-2.798505
1570,-2.4209847
1571,-0.9740507
1572,-2.7301466
1573,2.1396086
1574,-0.24578702
1575,3.8689384
1576,-3.015399
1577,-0.1775574
1578,1.3235853
1579,-1.0899001
1580,0.4596748
1581,0.65693784
1582,-2.4000318
1583,0.9151812
1584,4.186884
1585,-1.9567869
1586,1.7049452
1587,-3.6956193
1588,-0.43313092
1589,3.4346755
1590,1.3609151
1591,2.6916437
1592,-0.049028523
1593,0.05583378
1594,1.1465774
1595,0.17633837
1596,-2.8153868
1597,1.9022975
1598,-0.1751404
1599,-1.856009
1600,2.7759862
1601,0.3760902
1602,-2.610658
1603,0.22782986
1604,-0.051694874
1605,0.70268255
