,RecoDatam_predicted
554,4.2077837
555,7.572869
556,7.4162683
557,6.786669
558,7.002742
559,8.919356
560,6.928708
561,7.7550826
562,7.1507745
563,6.3090596
564,6.704593
565,6.1033316
566,6.000433
567,6.4771204
568,4.39102
569,5.4084625
570,4.4235954
571,7.965798
572,8.560456
573,6.4255466
574,9.254507
575,7.4767284
576,5.866056
577,4.913885
578,7.6828403
579,9.681327
580,11.28506
581,10.070729
582,5.081638
583,8.726256
584,6.8637295
585,8.0973
586,8.136362
587,10.984463
588,8.38559
589,9.278081
590,9.213772
591,6.378688
592,6.3045883
593,4.831566
594,8.109932
595,6.0066576
596,7.833034
597,13.799089
598,9.889961
599,4.7725058
600,8.575643
601,3.9899836
602,8.3768835
603,10.474145
604,6.3581524
605,15.986286
606,6.425293
607,5.603191
608,8.097007
609,8.011348
610,9.083405
611,5.000573
612,9.178253
613,7.2266774
614,6.581938
615,7.695332
616,8.140736
617,5.8524756
618,9.7650795
619,6.004145
620,6.1256166
621,6.216549
622,5.058446
623,5.7229877
624,4.231165
625,8.9893875
626,7.383825
627,4.2926655
628,7.0266924
629,3.976363
630,5.7681746
631,10.287663
632,5.5259333
633,9.313696
634,17.248693
635,7.1980925
636,9.204094
637,4.523561
638,7.2101183
639,4.242814
640,5.7291703
641,7.7105074
642,6.6554494
643,8.781299
644,12.542097
645,2.9889297
646,8.186261
647,5.885657
648,6.8069572
649,6.996265
650,5.5927725
651,5.393876
652,6.765518
653,5.3594227
654,15.230051
655,5.030774
656,11.765829
657,9.267885
658,6.87584
659,7.4710217
660,5.8223276
661,4.6735106
662,11.077898
663,8.583595
664,4.9309263
665,3.6524603
666,7.0982733
667,6.8742566
668,8.698164
669,8.522383
670,5.721836
671,9.534742
672,7.3156123
673,5.6579275
674,12.690905
675,5.437035
676,8.480635
677,4.685232
678,3.68291
679,8.212402
680,4.383651
681,6.684816
682,5.8658905
683,11.79142
684,7.710243
685,6.4409714
686,8.976788
687,9.561421
688,5.322994
689,6.041979
690,6.666182
691,4.7896605
692,8.278621
693,7.297652
694,7.2720513
695,7.1795564
696,9.445588
697,6.4048343
698,8.804241
699,5.790771
700,8.7779255
701,6.674902
702,10.424491
703,9.605818
704,5.304085
705,9.260253
706,7.3487325
707,7.88191
708,7.01912
709,6.2422776
710,8.526258
711,4.83811
712,8.553464
713,5.1378155
714,8.719038
715,9.603117
716,2.9370732
717,4.931693
718,8.640638
719,5.183267
720,5.6848574
721,6.902063
722,6.449215
723,6.5090795
724,8.267057
725,9.556911
726,10.209171
727,6.327793
728,7.5761685
729,6.998197
730,5.9438953
731,6.986426
732,6.4442863
733,8.639611
734,4.9463134
735,7.479789
736,8.435271
737,8.507153
738,5.855522
739,7.499941
740,6.5623207
741,9.824452
742,10.073385
743,6.916172
744,11.620375
745,11.994667
746,8.543072
747,6.9450817
748,9.620901
749,5.273546
750,8.078006
751,6.3415184
752,3.7715323
753,8.313365
754,11.100182
755,6.529335
756,5.40567
757,4.983435
758,5.891148
759,10.742477
760,6.7086387
761,10.691776
762,4.177373
763,11.908752
764,3.7548285
765,8.26534
766,6.066516
767,5.545235
768,7.089857
769,5.412077
770,9.269998
771,7.045236
772,6.1985626
773,7.9795423
774,5.972171
775,14.667549
776,6.149063
777,3.9778779
778,9.26614
779,6.734825
780,8.275692
781,5.344097
782,8.906665
783,12.03584
784,6.605536
785,4.6763706
786,4.597621
787,4.208458
788,4.090105
789,6.255191
790,4.9855165
791,8.171243
792,8.929124
793,5.8003597
794,7.55308
795,7.29641
796,8.938806
797,5.800115
798,7.7117558
799,10.622831
800,8.907251
801,5.8780465
802,8.621424
803,7.222185
804,9.983753
805,9.3834095
806,6.6280346
807,7.765313
808,6.935678
809,8.31285
810,6.313807
811,7.6477933
812,8.88187
813,8.792034
814,6.9684935
815,10.002233
816,5.84175
817,8.875391
818,8.895298
819,8.8395
820,5.5630884
821,6.9559355
822,9.922277
823,6.7500596
824,7.105767
825,6.152117
826,4.5314913
827,8.860942
828,3.8029964
829,6.839111
830,5.456019
831,7.179944
832,4.6177244
833,8.209594
834,10.048177
835,6.5444946
836,7.5154333
837,12.580336
838,6.984356
839,4.728073
840,3.9328475
841,10.07332
842,8.666032
843,7.9878373
844,7.944572
845,7.1862335
846,9.379689
847,6.983624
848,4.304326
849,7.0875444
850,5.171182
851,4.4237385
852,8.197902
853,11.4320755
854,6.737073
855,6.884559
856,4.8377576
857,6.168742
858,8.347816
859,8.004737
860,4.866911
861,4.081419
862,8.165953
863,4.4470644
864,3.6992452
865,6.929959
866,5.2034845
867,10.098013
868,10.470205
869,8.686866
870,12.934553
871,6.716684
872,9.211786
873,7.379451
874,5.3213916
875,5.8019495
876,4.633953
877,8.870073
878,5.805106
879,5.4519033
880,10.43446
881,5.06706
882,5.441446
883,5.049512
884,8.060287
885,3.6470797
886,4.8338532
887,6.791894
888,5.7768035
889,5.301875
890,4.379341
891,5.3854847
892,8.7700405
893,11.146868
894,8.07077
895,6.363636
896,6.3484626
897,8.156946
898,4.620781
899,8.139247
900,7.8291087
901,11.940321
902,5.526187
903,5.697729
904,8.297068
905,11.9764805
906,4.692024
907,5.554711
908,8.216815
909,7.0152636
910,10.874624
911,11.02254
912,7.0477586
913,3.939581
914,7.4946876
915,4.7711515
916,10.655645
917,5.8524146
918,5.557229
919,10.916412
920,6.8429313
921,9.608023
922,5.420347
923,6.894856
924,4.0257196
925,7.616306
926,7.120261
927,11.66152
928,9.758493
929,10.159788
930,7.891076
931,10.468321
932,7.061263
933,9.974667
934,6.633996
935,5.0641985
936,2.6090136
937,5.8789964
938,6.9663444
939,4.4646173
940,4.9390917
941,6.957813
942,4.85938
943,5.9683175
944,10.682825
945,5.0810633
946,10.899108
947,5.919306
948,9.890337
949,16.443327
950,6.9112635
951,9.360095
952,7.2479315
953,9.824059
954,5.289761
955,6.3948545
956,3.939656
957,6.0902867
958,9.211775
959,7.777394
960,8.082899
961,4.9491343
962,7.9647474
963,6.4588976
964,4.4518523
965,6.3857193
966,7.60137
967,3.3571954
968,5.4389467
969,7.403506
970,6.369526
971,7.730774
972,5.9320445
973,4.798094
974,6.179783
975,8.785759
976,4.1137896
977,3.5466144
978,3.7140472
979,6.6763897
980,9.293897
981,10.143984
982,6.8262935
983,7.3822045
984,5.027583
985,5.9946947
986,5.1136627
987,6.149732
988,3.408092
989,6.4361076
990,9.670689
991,6.6053004
992,5.439142
993,10.03028
994,6.1551523
995,10.416126
996,4.1424103
997,7.948123
998,4.7213106
999,12.323908
1000,9.301535
1001,8.688825
1002,11.330994
1003,6.4649477
1004,8.71088
1005,6.276011
1006,11.519715
1007,5.807461
1008,5.726244
1009,5.337205
1010,4.9700317
1011,7.615799
1012,7.459293
1013,6.939166
1014,6.0729322
1015,6.9093676
1016,7.214314
1017,8.652648
1018,7.0115747
1019,3.1096754
1020,4.952059
1021,5.886137
1022,7.0635533
1023,6.533962
1024,3.7863321
1025,4.8427267
1026,7.3415976
1027,9.559716
1028,9.272636
1029,4.83393
1030,5.3338017
1031,3.3076687
1032,7.9362445
1033,10.336357
1034,4.218486
1035,11.370147
1036,6.3630223
1037,6.947587
1038,16.351208
1039,5.448092
1040,5.918821
1041,12.588447
1042,5.6087875
1043,7.463148
1044,5.8407717
1045,8.01236
1046,3.9205434
1047,7.564531
1048,3.0128155
1049,7.9058533
1050,5.674279
1051,3.479535
1052,4.6377554
1053,6.4858494
1054,9.152157
1055,5.4817257
1056,4.7183084
1057,5.37765
1058,10.853938
1059,5.000684
1060,7.1784387
1061,10.251883
1062,8.288012
1063,7.7024045
1064,14.601677
1065,4.834104
1066,3.8897324
1067,17.926842
1068,4.6760063
1069,4.121847
1070,7.7956553
1071,5.9217467
1072,5.886344
1073,9.010984
1074,7.211109
1075,7.0104094
1076,7.925067
1077,10.093412
1078,15.009264
1079,8.492145
1080,8.205122
1081,7.032721
1082,7.318552
1083,9.710091
1084,7.4966307
1085,8.042101
1086,9.006662
1087,15.344091
1088,8.707456
1089,9.545912
1090,14.269836
1091,6.1255026
1092,7.069074
1093,7.9600244
1094,7.892969
1095,5.911129
1096,4.164485
1097,5.5505037
1098,8.1737175
1099,7.9524646
1100,4.7658525
1101,9.745397
1102,6.5994854
1103,7.716947
1104,4.760977
1105,8.829152
1106,7.2571115
1107,11.186393
1108,8.601091
1109,5.5066967
1110,5.4934173
1111,8.657875
1112,6.584102
1113,5.457208
1114,7.811283
1115,8.547618
1116,6.615272
1117,6.1623116
1118,12.406533
1119,12.088579
1120,6.6769857
1121,7.0631504
1122,6.1493483
1123,5.9577417
1124,5.623861
1125,9.808537
1126,13.263351
1127,6.60648
1128,6.5569987
1129,6.0306497
1130,5.87881
1131,7.8769293
1132,5.2242928
1133,9.96652
1134,13.222077
1135,8.788816
1136,7.791162
1137,7.8331814
1138,9.211944
1139,7.6240897
1140,2.6723142
1141,6.901636
1142,4.712418
1143,6.424233
1144,4.723732
1145,8.09495
1146,9.007022
1147,6.9291925
1148,6.207246
1149,7.663684
1150,9.65487
1151,5.0671387
1152,4.2524104
1153,6.598006
1154,6.2851415
1155,8.074167
1156,8.538545
1157,10.500439
1158,5.0047293
1159,5.953074
1160,9.183982
1161,10.77491
1162,7.011095
1163,7.7473526
1164,9.394661
1165,4.6283054
1166,15.750347
1167,7.0203857
1168,10.169161
1169,5.5915174
1170,7.5005565
1171,8.254699
1172,5.7920923
1173,3.645099
1174,4.3410044
1175,5.802033
1176,6.4776053
1177,7.8148704
1178,5.37707
1179,9.613094
1180,8.089275
1181,8.104541
1182,4.4847383
1183,4.435398
1184,5.813897
1185,9.31903
1186,10.975618
1187,5.284753
1188,6.280366
1189,4.0524745
1190,9.396008
1191,5.118552
1192,13.422106
1193,7.227311
1194,4.8381357
1195,5.055657
1196,7.469424
1197,5.397443
1198,9.792524
1199,5.7820635
1200,8.670703
1201,7.7481217
1202,4.60246
1203,8.066592
1204,7.66761
1205,6.901431
1206,6.941077
1207,8.0852165
1208,5.496407
1209,8.214585
1210,3.4076428
1211,9.135372
1212,9.809832
1213,10.322945
1214,10.031094
1215,3.5237498
1216,11.244717
1217,4.8145895
1218,4.0018635
1219,10.798886
1220,10.374311
1221,9.875219
1222,3.8099737
1223,7.328278
1224,11.208832
1225,11.077433
1226,5.9802046
1227,6.200685
1228,5.923402
1229,6.441349
1230,6.9302545
1231,6.930175
1232,5.971964
1233,8.519849
1234,7.207376
1235,9.939109
1236,6.648487
1237,5.9789133
1238,11.649877
1239,6.9234943
1240,9.642086
1241,6.5242124
1242,8.081966
1243,5.99749
1244,10.183439
1245,8.075188
1246,7.6888475
1247,10.166882
1248,7.6350803
1249,7.669262
1250,6.963566
1251,6.979915
1252,4.6843357
1253,4.3720503
1254,9.478252
1255,5.854738
1256,7.6680975
1257,5.063863
1258,10.269928
1259,9.594176
1260,5.062052
1261,6.5976906
1262,6.729698
1263,10.529278
1264,11.128878
1265,8.033619
1266,4.036517
1267,8.61731
1268,16.123468
1269,13.216661
1270,8.83559
1271,6.797662
1272,5.359375
1273,10.519265
1274,4.299021
1275,10.619984
1276,6.044524
1277,3.8973181
1278,6.885734
1279,6.083666
1280,5.7869387
1281,10.916578
1282,11.384821
1283,6.942283
1284,7.32791
1285,7.7432985
1286,4.885427
1287,10.052391
1288,8.119996
1289,6.6167912
1290,3.9194918
1291,4.2282305
1292,8.764957
1293,10.707401
1294,10.092149
1295,6.287523
1296,12.2878475
1297,4.3649254
1298,6.8616815
1299,6.330062
1300,11.240707
1301,9.407427
1302,4.457143
1303,6.7730446
1304,4.8094482
1305,6.005856
1306,4.3698854
1307,6.69611
1308,13.449486
1309,6.11868
1310,6.415695
1311,11.739146
1312,8.239107
1313,7.0096993
1314,9.4021845
1315,7.402759
1316,7.2116556
1317,12.012768
1318,3.181261
1319,7.3843403
1320,5.401082
1321,7.80649
1322,7.105571
1323,8.896196
1324,10.090639
1325,3.5012918
1326,5.683171
1327,6.7307415
1328,4.8409204
1329,7.5547676
1330,6.5237975
1331,9.657411
1332,5.613723
1333,10.918659
1334,6.986766
1335,9.503828
1336,8.298369
1337,3.6846178
1338,3.7357771
1339,9.209059
1340,4.218866
1341,7.555766
1342,9.740971
1343,6.5590253
1344,7.835162
1345,7.4878526
1346,12.341113
1347,4.931819
1348,5.7323003
1349,10.825361
1350,5.9093595
1351,7.478532
1352,6.361342
1353,6.443629
1354,5.9938703
1355,11.651686
1356,4.1421614
1357,9.089194
1358,5.1189413
1359,13.350161
1360,7.2364044
1361,8.544167
1362,7.138917
1363,9.499357
1364,7.887612
1365,5.691969
1366,13.034713
1367,10.4954815
1368,6.785362
1369,10.684416
1370,12.341223
1371,7.5207872
1372,10.661143
1373,8.534538
1374,7.942988
1375,6.7426896
1376,6.708361
1377,8.967974
1378,5.7548904
1379,6.845729
1380,5.9191904
1381,8.788191
1382,8.113302
1383,11.108033
1384,8.410072
1385,5.9237204
1386,5.2962003
1387,4.9121466
1388,6.5654087
1389,6.8838434
1390,9.383221
1391,8.841364
1392,6.8763323
1393,11.056827
1394,12.388916
1395,7.479255
1396,4.6796694
1397,5.026385
1398,5.89746
1399,4.287769
1400,6.4884324
1401,7.3018494
1402,7.7027655
1403,7.6473293
1404,5.4616275
1405,5.671134
1406,5.7717376
1407,7.056027
1408,9.512989
1409,10.27992
1410,5.175012
1411,6.071336
1412,6.5553675
1413,4.854476
1414,4.920882
1415,6.453009
1416,5.433625
1417,8.279716
1418,6.8319225
1419,8.577705
1420,7.31499
1421,5.3274584
1422,8.080832
1423,7.4779
1424,3.8995748
1425,10.3806715
1426,7.336314
1427,6.3348336
1428,11.052414
1429,5.5700827
1430,7.552981
1431,5.5514283
1432,7.459664
1433,4.1370115
1434,5.8445253
1435,4.135151
1436,6.1589956
1437,6.584728
1438,9.475619
1439,6.2293878
1440,10.656136
1441,5.269053
1442,23.852322
1443,6.865572
1444,7.04779
1445,6.5052176
1446,5.3230352
1447,5.648244
1448,4.4234257
1449,7.7043567
1450,8.703461
1451,8.672481
1452,8.568871
1453,6.427687
1454,10.705689
1455,4.2698298
1456,6.769573
1457,11.959692
1458,5.2874804
1459,7.258729
1460,5.753974
1461,10.284852
1462,6.962923
1463,6.3930693
1464,5.312967
1465,8.03143
1466,6.649539
1467,8.96349
1468,6.4983172
1469,7.849209
1470,6.999953
1471,8.469789
1472,5.486438
1473,4.57308
1474,5.7613745
1475,8.98805
1476,8.7992325
1477,5.2800264
1478,6.8485274
1479,10.218977
1480,7.632243
1481,7.8475213
1482,4.2882214
1483,15.554657
1484,5.554123
1485,6.595368
1486,8.469426
1487,7.2705345
1488,7.703765
1489,5.8357697
1490,7.3324957
1491,6.760794
1492,7.0915613
1493,6.715342
1494,7.9515195
1495,8.137231
1496,6.7144666
1497,8.523603
1498,12.2441
1499,6.8550515
1500,11.808865
1501,7.481416
1502,12.312122
1503,8.974024
1504,7.8130584
1505,10.188767
1506,3.8979385
1507,7.8406916
1508,6.570383
1509,11.0933695
1510,4.906893
1511,8.490624
1512,7.375952
1513,10.277071
1514,7.5396047
1515,6.990015
1516,5.8287864
1517,7.058832
1518,5.424322
1519,13.880495
1520,8.066304
1521,5.85706
1522,8.565998
1523,8.2733755
1524,7.378979
1525,6.5541596
1526,6.739519
1527,8.7100935
1528,6.9744263
1529,9.187851
1530,7.063659
1531,5.733099
1532,7.481717
1533,6.9891453
1534,9.306589
1535,10.556878
1536,4.489786
1537,4.7311153
1538,5.0265985
1539,3.2291527
1540,6.213677
1541,5.640359
1542,3.909375
1543,4.268671
1544,7.373966
1545,6.52814
1546,8.464609
1547,5.3493013
1548,11.122426
1549,9.247779
1550,9.270519
1551,6.188416
1552,4.2951765
1553,7.415235
1554,5.283086
1555,4.7642736
1556,7.286686
1557,5.6860313
1558,8.128576
1559,5.147728
1560,7.3402176
1561,7.583656
1562,7.2511225
1563,5.5653806
1564,5.3342843
1565,7.306644
1566,6.823241
1567,5.990253
1568,5.1784525
1569,4.2044106
1570,8.606763
1571,5.8069434
1572,9.588593
1573,4.379752
1574,5.291735
1575,4.96349
1576,8.162829
1577,5.7469053
1578,8.878626
1579,9.045281
1580,9.019878
1581,8.090187
1582,10.11691
1583,7.1801753
1584,7.6486926
1585,10.292425
1586,9.121878
1587,9.32188
1588,9.482214
1589,11.94378
1590,6.8459306
1591,10.848046
1592,9.878399
1593,4.546036
1594,3.7658157
1595,5.646158
1596,9.537764
1597,10.112778
1598,5.1675067
1599,5.422376
1600,5.1445837
1601,7.491488
1602,12.422876
1603,8.7036915
1604,4.5296116
1605,4.9566736
1606,6.5688004
1607,7.5332785
1608,9.600117
1609,4.8604236
1610,5.5850286
1611,10.145684
1612,4.0023894
1613,6.3069344
1614,7.2307544
1615,8.121323
1616,9.964998
1617,6.3573413
1618,6.392491
1619,4.657733
1620,5.9678364
1621,6.315724
1622,4.7122583
1623,6.2088118
1624,7.13778
1625,6.7738905
1626,6.4943733
1627,7.312475
1628,8.604431
1629,9.256776
1630,7.0945225
1631,7.6146736
1632,5.182767
1633,6.017845
1634,7.298331
1635,6.3853736
1636,9.396835
1637,6.565815
1638,8.629096
1639,9.220809
1640,11.524462
1641,4.4703503
1642,2.787002
1643,10.587158
1644,10.582939
1645,7.932577
1646,6.135164
1647,7.452035
1648,11.840553
1649,7.9239054
1650,6.1636724
1651,9.798098
1652,4.5758862
1653,9.145182
1654,5.599698
1655,9.219869
1656,5.372448
1657,5.23648
1658,8.353694
1659,5.546175
1660,8.689832
1661,11.208742
1662,3.832148
1663,5.430085
1664,9.902871
1665,8.704457
1666,5.9564714
1667,6.658685
1668,4.7136335
1669,6.5426326
1670,8.338024
1671,4.7608914
1672,8.17257
1673,6.415002
1674,5.2576904
1675,5.781765
1676,11.229038
1677,5.2752542
1678,7.7728276
1679,8.099669
1680,7.196839
1681,4.393935
1682,5.8198586
1683,7.1427474
1684,5.19765
1685,6.07104
1686,6.0442796
1687,7.9671297
1688,10.030489
1689,5.5267677
1690,4.6964493
1691,3.422521
1692,8.554197
1693,5.594358
1694,6.654337
1695,8.996525
1696,10.134477
1697,6.6011977
1698,7.843768
1699,3.8231156
1700,6.902345
1701,3.612951
1702,8.388919
1703,9.682808
1704,8.275799
1705,9.444876
1706,6.989611
1707,5.6838903
1708,6.3674355
1709,4.30014
1710,6.317898
1711,5.127735
1712,6.821361
1713,4.343749
1714,7.7150908
1715,4.292882
1716,7.7176476
1717,8.782095
1718,5.9991508
1719,6.124604
1720,9.710396
1721,9.017213
1722,4.789958
1723,9.289098
1724,5.8279943
1725,8.059845
1726,6.49338
1727,5.8265033
1728,8.627566
1729,8.426665
1730,10.875251
1731,8.947374
1732,8.444759
1733,6.4269447
1734,8.614628
1735,5.0048475
1736,11.400466
1737,9.074624
1738,4.9452724
1739,7.6070256
1740,8.067653
1741,6.6876206
1742,6.7175155
1743,5.6075716
1744,4.7462697
1745,5.576274
1746,7.099326
1747,10.31711
1748,5.2217083
1749,9.76819
1750,3.7189217
1751,12.965717
1752,9.393553
1753,6.6371408
1754,5.7421274
1755,10.098546
1756,8.571367
1757,9.11357
1758,5.285276
1759,4.9544992
1760,5.604453
1761,10.372497
1762,13.223728
1763,5.5256777
1764,9.27876
1765,3.422462
1766,2.9790864
1767,5.7503686
1768,6.007226
1769,3.6433084
1770,7.952088
1771,9.972203
1772,3.4361014
1773,8.232116
1774,6.064632
1775,4.221521
1776,7.181685
1777,5.626182
1778,6.104328
1779,7.037877
1780,10.833264
1781,7.15949
1782,8.27474
1783,3.7535372
1784,8.178931
1785,4.582316
1786,11.387283
1787,6.55768
1788,11.503736
1789,3.3296027
1790,6.0562577
1791,8.558716
1792,4.087665
1793,7.509738
1794,5.4720244
1795,5.807154
