,RecoDatapT_predicted
421,24.996302
422,32.07463
423,35.195686
424,26.4978
425,30.031439
426,37.991974
427,21.360481
428,22.692657
429,37.553474
430,23.412724
431,25.23715
432,22.549227
433,31.408846
434,36.343327
435,28.153252
436,29.08954
437,21.57617
438,31.403355
439,26.724365
440,28.779728
441,24.32452
442,28.501892
443,21.08662
444,24.306444
445,24.956806
446,23.332327
447,34.641045
448,31.274424
449,21.01647
450,25.820107
451,26.47549
452,36.960693
453,31.963848
454,21.93319
455,35.158264
456,29.438143
457,51.03045
458,40.706604
459,24.38482
460,25.306808
461,27.349789
462,21.474106
463,33.391285
464,22.96563
465,41.019085
466,24.067644
467,26.959623
468,23.667477
469,51.27758
470,27.557987
471,23.259577
472,29.287516
473,24.683212
474,28.314848
475,21.766802
476,22.732908
477,35.303436
478,23.872286
479,57.58982
480,27.156075
481,33.446182
482,24.06998
483,22.316322
484,20.18894
485,20.89695
486,25.764984
487,23.402105
488,27.635088
489,47.73443
490,33.461327
491,26.187933
492,23.990974
493,23.023712
494,23.11905
495,22.523558
496,21.40952
497,29.78163
498,32.107372
499,28.282806
500,21.93147
501,22.31918
502,24.209124
503,27.916328
504,26.304619
505,30.162704
506,25.825253
507,23.056896
508,22.652287
509,22.902988
510,33.22998
511,40.06335
512,40.652283
513,23.460304
514,27.640106
515,23.291939
516,26.542835
517,25.641218
518,20.53653
519,31.012482
520,54.4761
521,29.259226
522,42.785706
523,25.129503
524,20.429958
525,25.400305
526,23.22334
527,33.123158
528,25.992895
529,30.63275
530,35.79368
531,23.66307
532,31.924467
533,26.6854
534,23.133146
535,28.808561
536,21.183378
537,30.525393
538,26.379608
539,24.445068
540,70.04445
541,32.01727
542,22.602303
543,29.738276
544,24.253357
545,23.200153
546,27.937675
547,24.735437
548,28.704893
549,24.328495
550,22.629354
551,30.542442
552,23.99833
553,19.970413
554,25.028025
555,22.495626
556,27.385315
557,35.14385
558,22.719898
559,50.93947
560,20.04176
561,27.4365
562,25.275358
563,21.403004
564,29.528313
565,22.658092
566,23.136751
567,28.17386
568,31.183874
569,25.67102
570,24.462164
571,24.47651
572,25.350716
573,26.463392
574,21.805548
575,40.60984
576,38.037422
577,26.991106
578,24.435778
579,40.62984
580,39.56216
581,31.140608
582,45.71502
583,30.509104
584,29.553673
585,31.2604
586,24.152046
587,23.115702
588,22.170025
589,56.339237
590,26.783068
591,30.896732
592,20.178635
593,55.144424
594,27.290249
595,22.688457
596,26.25706
597,26.275568
598,20.303467
599,22.168974
600,25.839762
601,23.011616
602,26.291979
603,34.243397
604,32.427547
605,34.069992
606,24.394552
607,26.25507
608,51.720406
609,29.50153
610,26.50821
611,25.754755
612,31.129015
613,20.055489
614,32.8544
615,22.384457
616,24.116238
617,23.892212
618,22.591654
619,22.161509
620,22.666645
621,21.673756
622,33.926888
623,29.964672
624,22.322561
625,32.895504
626,27.725344
627,30.162136
628,29.893595
629,32.128033
630,26.12036
631,27.464432
632,21.394915
633,25.751759
634,22.073273
635,27.844486
636,23.294912
637,28.726427
638,39.410057
639,43.67645
640,22.777327
641,25.519663
642,31.50571
643,30.159533
644,24.729605
645,30.111732
646,21.933304
647,28.153181
648,26.690096
649,21.99283
650,26.637644
651,25.474127
652,20.842115
653,22.724726
654,27.11511
655,20.365688
656,27.316755
657,36.834465
658,22.89439
659,24.641928
660,33.166206
661,20.114412
662,22.58194
663,26.798267
664,20.17032
665,23.13403
666,31.18412
667,21.307629
668,27.492151
669,23.049583
670,28.569212
671,25.952652
672,32.934113
673,20.84306
674,24.251762
675,22.402111
676,20.318586
677,27.958485
678,21.900925
679,26.719976
680,25.873241
681,23.737183
682,23.267313
683,33.78145
684,41.320976
685,33.82522
686,20.582918
687,26.731747
688,36.46358
689,22.219366
690,25.527412
691,20.596193
692,50.69242
693,22.76827
694,23.226126
695,23.754171
696,37.67482
697,29.973572
698,23.783937
699,20.61789
700,23.777718
701,34.14539
702,29.636196
703,27.992735
704,21.803406
705,24.733791
706,25.745684
707,29.518688
708,28.424276
709,30.728382
710,23.623505
711,25.712132
712,23.140278
713,32.722244
714,26.938086
715,23.524235
716,24.12314
717,20.389406
718,24.40634
719,35.071182
720,23.056776
721,45.767982
722,32.41081
723,26.257269
724,21.93214
725,26.797136
726,78.529335
727,23.285536
728,22.806705
729,23.156357
730,30.328917
731,21.148746
732,20.93002
733,24.270676
734,49.253036
735,24.126783
736,21.232971
737,22.078077
738,24.084288
739,31.895222
740,30.09004
741,23.411152
742,36.015213
743,21.074043
744,25.177366
745,23.91347
746,21.033035
747,25.310637
748,27.214268
749,48.19954
750,20.938402
751,25.719116
752,23.25529
753,19.912395
754,20.52541
755,23.10271
756,26.588303
757,20.90067
758,20.602991
759,29.972605
760,23.799551
761,26.731659
762,32.615692
763,24.686728
764,20.952818
765,28.295431
766,43.80288
767,34.16504
768,22.291729
769,23.42286
770,22.552032
771,27.02735
772,35.857857
773,22.33475
774,26.602076
775,30.297226
776,32.503357
777,25.456758
778,24.708864
779,29.82129
780,23.325827
781,20.003654
782,29.087383
783,29.616608
784,29.660065
785,31.030975
786,27.489079
787,25.635592
788,24.016598
789,20.600687
790,24.187618
791,23.50789
792,20.834017
793,26.922216
794,26.166527
795,20.240738
796,20.622694
797,20.530342
798,29.373487
799,23.077515
800,28.774233
801,26.216022
802,21.912695
803,22.977808
804,32.55224
805,22.00764
806,23.388752
807,21.809855
808,31.459103
809,24.38947
810,22.008947
811,21.957832
812,30.7994
813,43.71913
814,20.757444
815,23.524097
816,23.487404
817,46.64303
818,23.72474
819,27.55971
820,26.661114
821,25.02728
822,23.440342
823,31.961645
824,21.239363
825,47.406494
826,33.362953
827,25.672665
828,28.901302
829,25.491556
830,24.267021
831,33.66069
832,50.10997
833,36.76147
834,29.09996
835,37.189373
836,25.627947
837,27.96346
838,21.992155
839,23.131966
840,21.83643
841,37.41499
842,23.281471
843,23.126822
844,20.78617
845,26.675566
846,26.97629
847,29.666866
848,22.337873
849,22.383062
850,40.30065
851,35.21875
852,23.110008
853,33.813126
854,26.079119
855,41.478626
856,42.175224
857,21.13483
858,26.931381
859,36.826077
860,56.34709
861,20.78394
862,24.895567
863,23.429756
864,31.53645
865,25.02678
866,54.13643
867,35.88876
868,20.565966
869,20.503357
870,52.20161
871,25.738626
872,23.530355
873,21.120285
874,28.235842
875,24.618916
876,23.641212
877,20.300219
878,22.941046
879,29.529728
880,32.72573
881,23.248444
882,23.57717
883,23.191164
884,19.779085
885,23.916613
886,31.35661
887,41.641006
888,43.91205
889,24.464914
890,20.52027
891,30.851759
892,20.478172
893,48.46054
894,27.23381
895,47.216534
896,23.330223
897,24.229652
898,26.352951
899,22.266531
900,24.753359
901,27.253721
902,37.720165
903,28.707977
904,23.353165
905,27.744823
906,25.99517
907,22.946249
908,29.950588
909,21.36651
910,21.116318
911,25.582085
912,20.008821
913,30.496458
914,28.402473
915,32.568176
916,34.51137
917,42.622322
918,63.723446
919,23.556164
920,23.081783
921,29.717854
922,23.353172
923,24.685036
924,33.799843
925,35.94029
926,24.12016
927,30.582886
928,58.74243
929,29.251186
930,24.244947
931,31.518547
932,27.487766
933,26.791656
934,22.457983
935,20.245209
936,33.957134
937,22.30288
938,20.382164
939,28.412975
940,29.824781
941,32.484207
942,21.881025
943,27.583933
944,48.67675
945,29.600483
946,33.65088
947,20.868366
948,22.97458
949,20.846207
950,43.378803
951,23.12278
952,40.307602
953,23.874449
954,35.62001
955,26.81188
956,27.504015
957,20.320353
958,28.512442
959,24.380726
960,22.253822
961,25.331873
962,22.695557
963,22.677902
964,22.794834
965,31.123575
966,23.437492
967,20.903727
968,20.839016
969,28.616104
970,28.029285
971,44.185005
972,21.356987
973,22.713024
974,21.397594
975,24.68026
976,28.117283
977,22.271446
978,23.069988
979,32.657887
980,22.812008
981,23.337902
982,23.41464
983,28.482088
984,32.073586
985,22.72085
986,28.349546
987,26.266102
988,21.464886
989,21.586744
990,25.223915
991,23.093197
992,22.069542
993,21.949026
994,51.634117
995,25.025776
996,34.694973
997,26.37676
998,29.173403
999,23.476398
1000,22.24427
1001,21.931051
1002,21.988873
1003,38.081528
1004,20.749313
1005,28.248714
1006,22.386717
1007,33.88837
1008,31.256594
1009,24.961052
1010,23.141779
1011,25.498419
1012,22.994179
1013,23.364624
1014,28.628931
1015,24.596697
1016,39.10908
1017,36.134987
1018,23.097818
1019,27.532873
1020,32.098125
1021,28.219915
1022,24.431343
1023,29.37789
1024,24.485458
1025,24.042276
1026,21.520573
1027,28.479692
1028,34.46253
1029,31.190254
1030,21.568897
1031,21.984158
1032,36.371334
1033,25.508364
1034,22.929415
1035,25.268833
1036,30.960526
1037,24.218452
1038,28.900154
1039,23.877579
1040,25.671082
1041,21.475136
1042,28.518442
1043,45.41083
1044,26.293161
1045,31.938835
1046,23.07473
1047,19.936892
1048,24.25776
1049,20.25643
1050,20.93015
1051,23.393032
1052,21.869644
1053,28.250956
1054,24.265078
1055,24.496994
1056,22.834024
1057,29.094198
1058,25.643585
1059,38.129013
1060,32.985584
1061,29.99621
1062,24.92194
1063,29.615894
1064,23.714375
1065,34.991585
1066,39.409027
1067,21.122534
1068,31.104965
1069,37.11112
1070,22.43294
1071,27.748487
1072,39.080856
1073,42.553352
1074,20.106462
1075,36.448006
1076,20.55038
1077,35.674694
1078,30.893314
1079,20.735353
1080,22.97891
1081,21.739765
1082,24.437748
1083,23.341885
1084,34.07321
1085,21.558397
1086,29.125921
1087,23.739162
1088,23.31794
1089,21.271969
1090,27.366322
1091,27.543903
1092,20.0912
1093,26.991413
1094,35.68547
1095,21.453907
1096,31.625671
1097,30.930109
1098,19.913116
1099,22.420216
1100,24.102106
1101,30.264772
1102,25.85782
1103,20.658813
1104,24.510757
1105,24.423521
1106,27.269897
1107,23.664366
1108,30.781517
1109,21.041939
1110,32.50892
1111,28.215593
1112,23.191715
1113,31.56255
1114,23.016327
1115,25.585926
1116,24.223928
1117,43.967304
1118,28.470379
1119,20.796747
1120,24.737843
1121,25.444592
1122,20.540863
1123,23.714205
1124,26.233913
1125,39.139038
1126,24.64824
1127,28.488544
1128,21.673832
1129,24.396511
1130,26.785192
1131,28.71748
1132,54.993187
1133,40.473045
1134,23.220839
1135,25.810661
1136,35.87333
1137,26.466166
1138,26.607998
1139,25.947783
1140,30.152319
1141,21.011677
1142,29.857944
1143,24.500898
1144,27.381973
1145,21.781347
1146,22.067135
1147,31.133293
1148,22.345276
1149,21.309021
1150,31.311556
1151,26.200014
1152,31.81982
1153,29.849743
1154,32.05336
1155,34.709114
1156,30.0697
1157,27.58745
1158,32.710663
1159,32.27802
1160,33.191708
1161,22.0526
1162,43.57453
1163,23.693583
1164,23.25269
1165,32.137737
1166,28.036674
1167,21.667166
1168,24.66119
1169,30.317963
1170,30.04248
1171,22.140335
1172,21.676025
1173,27.72776
1174,21.05939
1175,24.139992
1176,19.912376
1177,26.178045
1178,32.445923
1179,24.85531
1180,41.440628
1181,38.74636
1182,28.494741
1183,27.835135
1184,23.11604
1185,26.370497
1186,25.0936
1187,27.018246
1188,25.209806
1189,32.42109
1190,24.523989
1191,26.62631
1192,26.29389
1193,28.452291
1194,20.624182
1195,23.674555
1196,30.210413
1197,23.876183
1198,20.502697
1199,26.814585
1200,27.015903
1201,31.377832
1202,38.917248
1203,23.436134
1204,24.204954
1205,22.339779
1206,20.223753
1207,27.401878
1208,44.996376
1209,33.083015
1210,24.332697
1211,21.84901
1212,35.927475
1213,22.765497
1214,38.46212
1215,21.257088
1216,24.457426
1217,21.86852
1218,24.261194
1219,24.792065
1220,21.15222
1221,20.96671
1222,25.937601
1223,48.320045
1224,23.117676
1225,37.603912
1226,31.505457
1227,20.35336
1228,35.333168
1229,24.152754
1230,35.922825
1231,23.2561
1232,25.27311
1233,29.5461
1234,24.843699
1235,24.43061
1236,31.819849
1237,28.11269
1238,27.645195
1239,30.821774
1240,22.413363
1241,24.94745
1242,22.331572
1243,22.914408
1244,24.545835
1245,26.40378
1246,24.452171
1247,55.317413
1248,32.88731
1249,20.403097
1250,25.547688
1251,30.317263
1252,23.80515
1253,22.066954
1254,24.635128
1255,29.508715
1256,35.86342
1257,23.760704
1258,36.441032
1259,38.309696
1260,24.165915
1261,27.082655
1262,20.011353
1263,21.535074
1264,20.611652
1265,23.5024
1266,24.551563
1267,20.08947
1268,24.941517
1269,24.46169
1270,22.983711
1271,21.230827
1272,21.86833
1273,45.607597
1274,23.7527
1275,44.928844
1276,28.266163
1277,23.933268
1278,26.447218
1279,21.220125
1280,24.396582
1281,30.944744
1282,29.87528
1283,59.993263
1284,23.795366
1285,30.10567
1286,33.774387
1287,27.286592
1288,23.83463
1289,28.442816
1290,33.652927
1291,21.326284
1292,25.567734
1293,31.120972
1294,20.835812
1295,24.551575
1296,20.348127
1297,23.170593
1298,20.239193
1299,37.22078
1300,19.862137
1301,20.673203
1302,20.13185
1303,34.573925
1304,22.003252
1305,24.975819
1306,24.278185
1307,19.847702
1308,23.763634
1309,21.64897
1310,25.517265
1311,24.283482
1312,22.891874
1313,21.920391
1314,23.34399
1315,41.65596
1316,21.542355
1317,22.946856
1318,20.230019
1319,26.856516
1320,24.065582
1321,23.986412
1322,31.538013
1323,24.890812
1324,23.75589
1325,23.375353
1326,32.507816
1327,22.881538
1328,25.74179
1329,37.596344
1330,20.250788
1331,34.567005
1332,35.2754
1333,32.48926
1334,21.828403
1335,35.832447
1336,27.21062
1337,27.873146
1338,25.258947
1339,127.83379
1340,22.156132
1341,25.497953
1342,21.026943
1343,22.16236
1344,33.12029
1345,25.27736
1346,29.593542
1347,36.405415
1348,22.20417
1349,30.75156
1350,26.340656
1351,19.975967
1352,20.62623
1353,33.819027
1354,40.868942
1355,32.121
1356,32.41916
1357,23.417458
1358,20.962034
1359,31.692156
1360,27.473434
1361,23.727018
1362,27.020731
1363,32.03252
1364,25.750526
1365,36.56635
1366,27.20974
1367,21.94634
1368,28.131607
1369,26.939135
1370,24.422474
1371,31.07992
1372,27.752634
1373,23.89154
1374,51.944897
1375,21.914742
1376,39.46613
1377,28.869707
1378,42.020374
1379,34.100765
1380,29.604214
1381,25.755611
1382,24.815746
1383,28.996391
1384,38.0439
1385,27.324663
1386,25.607576
1387,26.548552
1388,22.541023
1389,20.155031
1390,22.110567
1391,23.393906
1392,28.864986
1393,24.72174
1394,34.72886
1395,26.753197
1396,28.186855
1397,20.734283
1398,27.899826
1399,20.828033
1400,22.839975
1401,33.18962
1402,28.179428
1403,23.886082
1404,23.95195
1405,26.730751
1406,29.143894
1407,31.419407
1408,21.31274
1409,25.998749
1410,22.28862
1411,22.991333
1412,23.13381
1413,25.745256
1414,43.092205
1415,27.734545
1416,31.0453
1417,35.119865
1418,23.18395
1419,22.056383
1420,25.299356
1421,23.692436
1422,24.314459
1423,27.483295
1424,27.994213
1425,21.827087
1426,25.119703
1427,31.42988
1428,34.296516
1429,21.61161
1430,21.987928
1431,21.002357
1432,24.083298
1433,36.72548
1434,21.525803
1435,21.530085
1436,20.764526
1437,21.19355
1438,22.105558
1439,34.010185
1440,35.5673
1441,30.806103
1442,29.541836
1443,28.444256
1444,28.829327
1445,25.285097
1446,22.539627
1447,20.834618
1448,23.729866
1449,24.503887
1450,27.331863
1451,24.439934
1452,22.150377
1453,29.658846
1454,24.576155
1455,20.625124
1456,23.804134
1457,22.876488
1458,34.46512
1459,22.012444
1460,23.120546
1461,93.14655
1462,31.060184
1463,28.507032
1464,22.374802
1465,26.670313
1466,26.081621
1467,28.397873
1468,32.603867
1469,21.378036
1470,21.26416
1471,21.618465
1472,23.176188
1473,35.510662
1474,20.401766
1475,22.031395
1476,29.551662
1477,28.541346
1478,27.067913
1479,22.731853
1480,26.279758
1481,19.682583
1482,73.756714
1483,22.626204
1484,34.326103
1485,25.41111
1486,20.033613
1487,21.89089
1488,27.838646
1489,21.22998
1490,30.322226
1491,25.511982
1492,27.444635
1493,34.048332
1494,22.32337
1495,20.817476
1496,34.445564
1497,20.668175
1498,28.594027
1499,33.798588
1500,21.867928
1501,24.889647
1502,29.017344
1503,22.5479
1504,27.054333
1505,33.64717
1506,20.981792
1507,23.436663
1508,36.408043
1509,24.739159
1510,25.691004
1511,29.591982
1512,27.03491
1513,25.132446
1514,26.630987
1515,20.638489
1516,29.171198
1517,27.035694
1518,21.387257
1519,28.285192
1520,38.303844
1521,38.874676
1522,20.632355
1523,23.374134
1524,24.829115
1525,26.450794
1526,28.086285
1527,24.745115
1528,23.340542
1529,32.477077
1530,37.455196
1531,24.193405
1532,28.567526
1533,27.931324
1534,40.511642
1535,21.105165
1536,39.37677
1537,31.217834
1538,28.678827
1539,30.760471
1540,28.427258
1541,21.108734
1542,61.28523
1543,20.702492
1544,23.616737
1545,45.154938
1546,29.150393
1547,21.407326
1548,21.132694
1549,19.836548
1550,23.365446
1551,24.605017
1552,22.384232
1553,27.889853
1554,46.552032
1555,35.209385
1556,22.300713
1557,25.490536
1558,33.012253
1559,27.353273
1560,33.599606
1561,43.464966
1562,28.49888
1563,22.219408
1564,27.372404
1565,20.037067
1566,22.794487
1567,22.794455
1568,23.434074
1569,34.45972
1570,31.779737
1571,21.22444
1572,30.741339
1573,24.158655
1574,29.61656
1575,21.712482
1576,32.29309
1577,25.562782
1578,45.00907
1579,27.529549
1580,26.740822
1581,20.158077
1582,20.906895
1583,28.870865
1584,23.592709
1585,19.952595
1586,30.452194
1587,22.38427
1588,33.832233
1589,28.251373
1590,33.341164
1591,24.00617
1592,41.784996
1593,26.056896
1594,23.086876
1595,28.282366
1596,20.533669
1597,27.015127
1598,21.428642
1599,21.900627
1600,22.128319
1601,34.843246
1602,20.217642
1603,22.026667
1604,22.018085
1605,49.244007
1606,23.618074
1607,37.031273
1608,111.96643
1609,28.45593
1610,20.123356
1611,28.527964
1612,23.237041
1613,27.06232
1614,32.38769
1615,20.713076
1616,27.35712
1617,26.608025
1618,20.930475
1619,26.721504
1620,25.257563
1621,33.587803
1622,30.055992
1623,41.862774
1624,20.529522
1625,21.836418
1626,27.748629
1627,22.355164
1628,22.492313
1629,24.097548
1630,48.38093
1631,27.578089
1632,22.874651
1633,23.358559
1634,32.615593
1635,22.470001
1636,29.495731
1637,20.415907
1638,23.443628
1639,21.974873
1640,26.085596
1641,37.05615
1642,23.089096
1643,22.577608
1644,27.558762
1645,20.34851
1646,27.272106
1647,22.324623
1648,28.176268
1649,26.160368
1650,26.904684
1651,35.807453
1652,23.544767
1653,51.8828
1654,34.960114
1655,26.52025
1656,30.740402
1657,27.299967
1658,29.603624
1659,21.818865
1660,29.411173
1661,20.81857
1662,22.609539
1663,21.86911
1664,24.703281
1665,21.917788
1666,20.238466
1667,44.56088
1668,21.87022
1669,22.723314
1670,30.491852
1671,27.79883
1672,20.290424
1673,24.849108
1674,22.590282
1675,28.93379
1676,39.200016
1677,35.36687
1678,35.488514
1679,26.199533
1680,20.75698
1681,23.56121
1682,41.232018
1683,28.69066
1684,20.738039
1685,34.370583
1686,25.915989
1687,37.934017
1688,32.03861
1689,34.456474
1690,33.856247
1691,25.203987
1692,33.484917
1693,33.706345
1694,41.453728
1695,20.260479
1696,20.077267
1697,32.558445
1698,24.948034
1699,40.0322
1700,32.483234
1701,20.160347
1702,31.525425
1703,26.41944
1704,25.761053
1705,21.407448
1706,43.300896
1707,19.558731
1708,22.078701
1709,28.242458
1710,24.742737
1711,27.219002
1712,25.126532
1713,32.478695
1714,27.136936
1715,23.357876
1716,21.140488
1717,28.777346
1718,24.661507
1719,26.26165
1720,22.986702
1721,35.100037
1722,30.011337
1723,38.030754
1724,28.01143
1725,23.688803
1726,28.686579
1727,20.863403
1728,30.843298
1729,25.606472
1730,25.163609
1731,21.368149
1732,33.19381
1733,31.589094
1734,21.929806
1735,23.091919
1736,52.436043
1737,22.33207
1738,33.07378
1739,23.809093
1740,22.406233
1741,24.723646
1742,33.798172
1743,29.190615
1744,33.45308
1745,22.438265
1746,26.339052
1747,22.478691
1748,28.04578
1749,20.674404
1750,82.51033
1751,24.551958
1752,26.767282
1753,32.811306
1754,26.351143
1755,27.757221
1756,25.831924
1757,40.13085
1758,21.962078
1759,40.12745
1760,26.256153
1761,20.422588
1762,23.424006
1763,26.987293
1764,21.992085
1765,21.76827
1766,28.131887
1767,48.98182
1768,24.584778
1769,20.756248
1770,31.634615
1771,36.64956
1772,37.60982
1773,21.184603
1774,28.262436
1775,22.236164
1776,25.056093
1777,20.883894
1778,19.906326
1779,21.10241
1780,23.937305
1781,24.532085
1782,29.183239
1783,26.208931
1784,25.935204
1785,35.638077
1786,21.942638
1787,19.903126
1788,20.109785
1789,33.74796
1790,28.865025
1791,29.345694
1792,19.891617
1793,26.641386
1794,25.529625
1795,26.29248
1796,25.40888
1797,25.781984
1798,32.164673
1799,44.667862
1800,26.594332
1801,26.283981
1802,27.651915
1803,23.08148
1804,24.770548
1805,27.612864
1806,23.975698
1807,33.30425
1808,21.006887
1809,22.323923
1810,25.952578
1811,20.916372
1812,24.1789
1813,23.139624
1814,26.56258
1815,22.482327
1816,26.096542
1817,36.81001
1818,36.305023
1819,24.0192
1820,43.07673
1821,28.765652
1822,26.32574
1823,20.422718
1824,21.520744
1825,36.12594
1826,22.834562
1827,25.654099
1828,28.256737
1829,30.741188
1830,27.330618
1831,22.30052
1832,20.496395
1833,27.615509
1834,24.240295
1835,33.272133
1836,25.642736
1837,21.922586
1838,23.675379
1839,23.098576
1840,47.41069
1841,31.32498
1842,36.98237
1843,19.808512
1844,33.76274
1845,20.844572
1846,20.733257
1847,20.161575
1848,29.617031
1849,40.195988
1850,23.219501
1851,23.325882
1852,20.7282
1853,27.496134
1854,20.409794
1855,34.135033
1856,23.966496
1857,21.522968
1858,24.32042
1859,22.151073
1860,23.553102
1861,20.256956
1862,22.178944
1863,26.006302
1864,48.965046
1865,25.918617
1866,37.48092
1867,27.923706
1868,21.943073
1869,20.701437
1870,28.598053
1871,29.344843
