,RecoDatapT_predicted
392,57.82177
393,25.64592
394,24.488224
395,30.703476
396,25.978441
397,26.742641
398,21.306099
399,20.817078
400,23.750277
401,20.256401
402,29.69774
403,28.630997
404,24.463787
405,23.678759
406,29.800964
407,30.371954
408,31.777348
409,29.834263
410,35.26328
411,39.145863
412,39.39437
413,27.329111
414,28.999886
415,27.555828
416,36.445457
417,22.422
418,23.408184
419,24.79403
420,28.932318
421,30.249207
422,20.524334
423,24.933933
424,27.99756
425,24.218374
426,31.922922
427,21.497803
428,31.740856
429,20.47149
430,27.478476
431,41.539375
432,26.816935
433,23.528568
434,35.508743
435,24.288061
436,21.293102
437,24.875895
438,21.689419
439,21.514055
440,25.418427
441,28.210052
442,28.098307
443,26.485115
444,34.15708
445,25.612103
446,27.996609
447,27.935299
448,26.98881
449,22.069468
450,21.326433
451,44.911846
452,26.41038
453,54.177437
454,31.597038
455,25.59272
456,36.54894
457,20.824472
458,36.215878
459,34.694466
460,20.40051
461,33.85894
462,21.617928
463,28.989906
464,31.408901
465,30.783882
466,25.940626
467,32.73006
468,19.986677
469,27.989737
470,29.865147
471,23.163242
472,23.473888
473,26.336994
474,32.271706
475,24.649933
476,25.443102
477,31.881454
478,21.708778
479,22.774826
480,31.10961
481,26.717632
482,23.132483
483,56.587524
484,25.478771
485,29.22022
486,38.008583
487,22.641624
488,26.126522
489,20.891235
490,21.843628
491,27.525517
492,24.900007
493,21.784904
494,20.498343
495,21.968082
496,30.227127
497,20.88657
498,20.096949
499,25.509216
500,26.924114
501,25.257307
502,22.875923
503,37.02133
504,21.208096
505,52.738316
506,23.885069
507,23.260836
508,37.24908
509,37.675606
510,30.169312
511,27.53225
512,31.791962
513,22.05618
514,29.345764
515,20.234964
516,20.116217
517,30.319899
518,22.38367
519,28.205774
520,29.280758
521,23.091864
522,20.47641
523,21.417223
524,21.053265
525,29.570904
526,21.296677
527,25.962996
528,28.679367
529,39.717422
530,37.268105
531,28.748384
532,29.257143
533,23.110577
534,31.028301
535,29.170778
536,27.069971
537,19.964542
538,20.625507
539,27.565088
540,38.78439
541,22.022346
542,28.238834
543,22.005087
544,22.535946
545,30.726812
546,36.072823
547,28.997137
548,22.116299
549,26.662487
550,21.660416
551,23.144238
552,34.247654
553,32.169254
554,25.951836
555,43.531754
556,23.173235
557,24.260838
558,37.3402
559,21.85875
560,28.817833
561,28.002817
562,30.578922
563,27.795082
564,32.221283
565,46.725655
566,23.332676
567,35.0266
568,29.668434
569,37.983913
570,27.67367
571,21.740414
572,22.493324
573,26.20043
574,70.69732
575,20.341599
576,23.037525
577,27.990158
578,35.689556
579,60.132603
580,33.244278
581,20.20406
582,22.696121
583,44.963646
584,20.120798
585,27.07802
586,20.383976
587,28.818487
588,21.845936
589,40.283768
590,27.829214
591,23.237556
592,25.016678
593,22.36239
594,46.833923
595,21.37948
596,21.296051
597,46.33548
598,30.71972
599,21.380594
600,26.681858
601,24.614117
602,30.968662
603,22.08677
604,21.288197
605,26.244345
606,37.652885
607,22.812107
608,37.592735
609,24.586987
610,21.790297
611,24.40157
612,47.680294
613,28.473213
614,34.061195
615,25.582857
616,26.539698
617,25.51433
618,23.573587
619,25.185223
620,32.776443
621,21.850029
622,28.663736
623,33.846867
624,29.446823
625,24.554605
626,29.140846
627,26.43877
628,28.830133
629,21.396091
630,22.185898
631,21.733906
632,27.355282
633,23.368729
634,21.145962
635,35.41127
636,33.926067
637,25.238503
638,21.079912
639,23.02699
640,27.243973
641,29.3048
642,25.634695
643,22.942684
644,47.13885
645,46.228676
646,21.4541
647,34.679638
648,61.991028
649,20.288746
650,28.363258
651,24.773409
652,22.20359
653,20.027578
654,30.681568
655,24.369652
656,27.627136
657,30.14056
658,24.230219
659,29.971058
660,20.202148
661,21.535748
662,23.519148
663,24.697973
664,25.472982
665,21.218418
666,28.220808
667,26.386562
668,20.157978
669,28.501026
670,38.032562
671,22.173775
672,23.215332
673,21.584194
674,21.510271
675,27.651127
676,25.213339
677,30.559347
678,28.193373
679,27.843515
680,27.022264
681,20.275028
682,25.603378
683,23.844458
684,26.114523
685,21.382645
686,20.31698
687,26.646204
688,25.983263
689,23.514818
690,22.321964
691,20.311232
692,28.974073
693,24.639215
694,23.201569
695,45.382465
696,20.572483
697,22.656612
698,29.473446
699,21.051765
700,28.852793
701,59.707043
702,20.530245
703,30.592293
704,41.56368
705,43.574043
706,20.785309
707,20.479229
708,21.780733
709,27.335337
710,22.291546
711,22.352642
712,37.897026
713,36.657562
714,23.303453
715,21.88181
716,20.913864
717,24.036459
718,20.91689
719,23.272793
720,25.688747
721,26.472658
722,25.042156
723,20.75706
724,38.31824
725,24.551056
726,28.554098
727,28.106554
728,28.849815
729,21.852331
730,21.151012
731,23.384659
732,26.62831
733,51.905834
734,27.705555
735,22.052664
736,22.875862
737,25.816948
738,21.408451
739,22.287037
740,28.293812
741,37.300655
742,20.308615
743,29.085003
744,19.99072
745,38.14338
746,36.509224
747,20.29299
748,32.657322
749,30.280794
750,23.540848
751,24.4545
752,23.322313
753,21.279137
754,25.294315
755,24.224232
756,28.891373
757,20.981342
758,35.23864
759,23.865969
760,39.754845
761,31.470114
762,29.430927
763,24.386543
764,40.14262
765,30.704414
766,23.593643
767,21.997305
768,23.522303
769,27.71224
770,26.605576
771,28.986263
772,21.080334
773,21.194817
774,37.938217
775,25.709291
776,20.57553
777,21.879263
778,31.653625
779,21.598888
780,26.597303
781,27.559206
782,34.119118
783,20.377533
784,38.40432
785,33.918114
786,24.481663
787,27.845129
788,22.68301
789,20.71404
790,28.059124
791,21.975216
792,24.725376
793,38.19382
794,23.110588
795,20.076065
796,28.72515
797,20.862135
798,20.019287
799,39.731125
800,32.97175
801,25.883944
802,21.517786
803,40.28611
804,21.691797
805,42.84536
806,30.704475
807,22.66731
808,29.617971
809,20.073643
810,21.3172
811,30.348452
812,23.378479
813,34.06611
814,28.642853
815,28.196753
816,24.468546
817,20.605286
818,42.033752
819,29.57465
820,51.379265
821,25.566683
822,28.83962
823,28.32261
824,27.683546
825,38.16938
826,38.818287
827,25.713808
828,21.751432
829,20.979279
830,22.329971
831,23.789387
832,26.83321
833,36.31408
834,29.419872
835,25.377483
836,23.455477
837,23.803534
838,23.404644
839,20.49817
840,32.99716
841,27.275124
842,28.019754
843,29.77071
844,26.261734
845,20.765568
846,28.325708
847,23.676693
848,24.406126
849,38.394905
850,25.908796
851,32.52157
852,22.697924
853,23.207958
854,21.726423
855,25.451893
856,23.200308
857,24.13724
858,19.985981
859,31.528816
860,29.72373
861,36.68378
862,27.873533
863,26.914463
864,39.58914
865,26.055456
866,28.643654
867,38.47914
868,29.77957
869,24.922684
870,20.240849
871,38.115635
872,54.7898
873,24.555422
874,27.653385
875,27.985342
876,22.898266
877,20.086159
878,24.41483
879,21.244535
880,39.708427
881,31.179771
882,20.202164
883,24.402327
884,20.951096
885,28.660767
886,31.449081
887,31.137716
888,31.166142
889,39.628044
890,27.291994
891,22.710947
892,27.452183
893,20.907167
894,33.50686
895,28.302073
896,36.42164
897,25.98591
898,31.62144
899,20.115955
900,21.183638
901,43.65252
902,27.47771
903,21.707836
904,20.019466
905,23.307055
906,20.675835
907,25.32298
908,23.449871
909,23.208527
910,39.723083
911,26.455332
912,24.287058
913,23.83422
914,21.944654
915,32.906437
916,21.851458
917,23.762981
918,47.86322
919,34.23194
920,31.676075
921,24.745142
922,22.966942
923,27.612928
924,23.751062
925,27.058363
926,40.409214
927,54.385284
928,24.260376
929,37.454506
930,21.50835
931,21.467136
932,25.751162
933,21.464949
934,22.191433
935,25.038172
936,35.528076
937,33.01406
938,24.49372
939,21.703125
940,39.59132
941,23.732609
942,26.127747
943,23.609821
944,26.334179
945,20.890905
946,25.982456
947,20.202604
948,32.335392
949,24.462864
950,30.746523
951,24.943798
952,22.92477
953,20.40487
954,20.521532
955,35.525387
956,39.41742
957,21.80115
958,25.935644
959,27.508404
960,20.094652
961,26.861866
962,21.612644
963,26.926075
964,20.351524
965,24.957472
966,23.881466
967,42.758385
968,41.25558
969,21.847675
970,23.54068
971,28.670332
972,20.723843
973,21.754856
974,25.650156
975,30.0891
976,20.746433
977,23.713667
978,30.135626
979,23.389883
980,40.701088
981,23.965988
982,28.893215
983,26.930506
984,28.253902
985,23.730097
986,29.683897
987,32.308865
988,20.809746
989,21.38608
990,33.999878
991,43.36187
992,22.82364
993,21.044182
994,30.73367
995,21.36382
996,27.607885
997,21.048302
998,22.349987
999,30.966461
1000,30.167606
1001,19.986668
1002,24.435614
1003,22.317806
1004,25.261992
1005,31.34098
1006,37.325153
1007,22.624842
1008,20.787504
1009,21.443836
1010,32.70205
1011,23.539793
1012,25.134176
1013,25.54884
1014,21.732752
1015,33.555363
1016,24.543505
1017,24.224585
1018,26.634325
1019,23.238697
1020,23.453089
1021,34.83839
1022,29.89597
1023,23.949175
1024,23.239246
1025,23.513718
1026,28.058489
1027,32.284786
1028,32.30931
1029,39.135445
1030,24.88552
1031,24.058512
1032,35.8871
1033,23.718307
1034,20.256235
1035,32.628407
1036,29.254185
1037,34.55026
1038,30.869356
1039,27.326004
1040,24.103966
1041,26.81824
1042,28.76407
1043,21.859339
1044,27.434284
1045,20.07106
1046,30.32408
1047,26.908491
1048,30.444048
1049,40.454895
1050,23.473633
1051,25.573795
1052,21.774137
1053,21.03229
1054,21.997248
1055,39.756813
1056,24.737854
1057,35.655178
1058,20.351921
1059,21.702675
1060,21.286028
1061,20.392647
1062,32.26193
1063,20.005423
1064,20.501905
1065,26.364676
1066,20.654118
1067,47.487663
1068,27.491606
1069,30.06155
1070,24.633156
1071,26.544798
1072,22.592487
1073,30.475306
1074,25.141972
1075,20.00233
1076,24.811314
1077,33.10749
1078,25.93788
1079,23.704224
1080,21.866323
1081,26.398817
1082,41.46041
1083,20.102535
1084,26.091427
1085,32.368073
1086,37.494
1087,23.447914
1088,23.097841
1089,24.58493
1090,23.721556
1091,25.029339
1092,25.20983
1093,24.739464
1094,23.31371
1095,20.196852
1096,24.90979
1097,35.031887
1098,28.682236
1099,22.076687
1100,28.679474
1101,40.285454
1102,24.62247
1103,41.848812
1104,24.573103
1105,24.61663
1106,26.682972
1107,22.008766
1108,23.40986
1109,21.746494
1110,33.31493
1111,24.905613
1112,38.346413
1113,38.75666
1114,25.22727
1115,32.798027
1116,20.786572
1117,31.73092
1118,21.604458
1119,21.566044
1120,25.788609
1121,25.277802
1122,27.346994
1123,35.454697
1124,26.51534
1125,27.319942
1126,26.000156
1127,23.50851
1128,20.152426
1129,21.681969
1130,34.80489
1131,34.858597
1132,23.497776
1133,34.252686
1134,20.71263
1135,21.931149
1136,20.665218
1137,27.907095
1138,22.991491
1139,21.336697
1140,25.21761
1141,26.586325
1142,21.445997
1143,23.431541
1144,35.351395
1145,25.313488
1146,30.89542
1147,25.605518
1148,32.165157
1149,34.62824
1150,20.020718
1151,34.156258
1152,20.00905
1153,22.208015
1154,25.105785
1155,23.038033
1156,25.483047
1157,27.972065
1158,26.272362
1159,29.340672
1160,22.65504
1161,31.526468
1162,43.228252
1163,44.058357
1164,31.842997
1165,20.813646
1166,26.913412
1167,26.554316
1168,23.431656
1169,28.910196
1170,21.503601
1171,21.043623
1172,20.399052
1173,28.934807
1174,29.909073
1175,34.507984
1176,32.892895
1177,20.676903
1178,27.58969
1179,23.72548
1180,29.258682
1181,24.546207
1182,34.61215
1183,28.407856
1184,29.44491
1185,19.998734
1186,25.353086
1187,42.22753
1188,22.491886
1189,38.23278
1190,28.738354
1191,24.502934
1192,25.974243
1193,22.476301
1194,34.19225
1195,35.056534
1196,23.685703
1197,27.475483
1198,25.32294
1199,28.062864
1200,36.01294
1201,25.819729
1202,34.50403
1203,36.440926
1204,25.318842
1205,50.97369
1206,23.273893
1207,21.102528
1208,31.680046
1209,28.680326
1210,20.742605
1211,22.255629
1212,23.340876
1213,25.084635
1214,23.524311
1215,20.770275
1216,21.238949
1217,25.883434
1218,23.716064
1219,21.430788
1220,27.980947
1221,29.125496
1222,29.148373
1223,27.777979
1224,21.560375
1225,20.01373
1226,23.672606
1227,26.048899
1228,42.0704
1229,39.19301
1230,24.676474
1231,24.162876
1232,28.030817
1233,23.634762
1234,30.195837
1235,21.107147
1236,33.480606
1237,28.929358
1238,32.137253
1239,21.324018
1240,27.077423
1241,42.35858
1242,26.197992
1243,20.03188
1244,20.28612
1245,61.100433
1246,26.875582
1247,26.623491
1248,30.153868
1249,47.947083
1250,33.10249
1251,22.205265
1252,24.377457
1253,22.08887
1254,37.168533
1255,26.730328
1256,20.42149
1257,43.597176
1258,32.232803
1259,22.090805
1260,21.226099
1261,21.738531
1262,19.920315
1263,21.443024
1264,20.545809
1265,30.500683
1266,20.345654
1267,25.09986
1268,26.442238
1269,21.10598
1270,24.007591
1271,38.243412
1272,100.246635
1273,21.080128
1274,25.64563
1275,29.77409
1276,27.980022
1277,28.861301
1278,27.528112
1279,20.661312
1280,30.141722
1281,30.890537
1282,27.17757
1283,35.233826
1284,23.53862
1285,26.022327
1286,22.652359
1287,39.75745
1288,35.35483
1289,27.753283
1290,29.883919
1291,24.191301
1292,22.61671
1293,29.751205
1294,21.640055
1295,29.381016
1296,27.666773
1297,30.587954
1298,64.438644
1299,30.719912
1300,24.085844
1301,22.862328
1302,37.736084
1303,31.874195
1304,22.195284
1305,39.848976
1306,33.2629
1307,30.968462
1308,24.594318
1309,26.990423
1310,33.98348
1311,20.62436
1312,23.498621
1313,21.81689
1314,37.879326
1315,25.714981
1316,22.497616
1317,40.113213
1318,24.306723
1319,21.36721
1320,28.35093
1321,48.39054
1322,23.630863
1323,22.600632
1324,20.067993
1325,25.182058
1326,63.292606
1327,22.723568
1328,26.190613
1329,36.60501
1330,36.966774
1331,28.88409
1332,27.040987
1333,40.76429
1334,33.27295
1335,34.20248
1336,30.087145
1337,25.12751
1338,22.777596
1339,46.651573
1340,25.459332
1341,22.830612
1342,34.48919
1343,26.173058
1344,25.747374
1345,29.66655
1346,25.625036
1347,22.897388
1348,24.350117
1349,20.688282
1350,22.451157
1351,24.464058
1352,20.002121
1353,21.099192
1354,28.659225
1355,23.073235
1356,21.797335
1357,27.782991
1358,45.964104
1359,21.929312
1360,27.696558
1361,23.581127
1362,28.104906
1363,38.991604
1364,23.438576
1365,20.087252
1366,25.273565
1367,33.672592
1368,34.36317
1369,32.066296
1370,35.456097
1371,36.45317
1372,24.713978
1373,55.28784
1374,21.190018
1375,21.065334
1376,25.886204
1377,24.229858
1378,20.88028
1379,23.651012
1380,23.281689
1381,20.031803
1382,32.600994
1383,25.40473
1384,22.557547
1385,21.67496
1386,26.269106
1387,24.317232
1388,28.165554
1389,26.833952
1390,20.388138
1391,38.098995
1392,24.218573
1393,25.662483
1394,24.248226
1395,27.0598
1396,30.210045
1397,27.26332
1398,20.625103
1399,26.500088
1400,25.8317
1401,27.602991
1402,21.15337
1403,21.315004
1404,39.04035
1405,24.508587
1406,27.377956
1407,25.118364
1408,28.057001
1409,20.825119
1410,27.850605
1411,25.634487
1412,24.506933
1413,20.759113
1414,32.03304
1415,23.182106
1416,30.347647
1417,24.408653
1418,28.440538
1419,23.355724
1420,34.3035
1421,28.122393
1422,22.429714
1423,34.58481
1424,31.430294
1425,32.960346
1426,23.074316
1427,38.132103
1428,21.616474
1429,27.910265
1430,34.629295
1431,31.335772
1432,40.458527
1433,25.064138
1434,22.097578
1435,25.241386
1436,27.19969
1437,22.700012
1438,23.219757
1439,20.935053
1440,30.564741
1441,26.799675
1442,25.608074
1443,23.914703
1444,27.851719
1445,20.021425
1446,22.922913
1447,31.839811
1448,23.828089
1449,26.706924
1450,20.224945
1451,29.011269
1452,21.153788
1453,21.840538
1454,29.664803
1455,25.400768
1456,21.66147
1457,34.43314
1458,20.53851
1459,24.894285
1460,24.986599
1461,29.893192
1462,26.846674
1463,28.088936
1464,20.851246
1465,20.598438
1466,20.0929
1467,27.354801
1468,47.196617
1469,35.923378
1470,20.57277
1471,20.677341
1472,24.478235
1473,27.631966
1474,31.599964
1475,25.333519
1476,24.574547
1477,24.107782
1478,25.827679
1479,29.78537
1480,21.16358
1481,28.639034
1482,30.401325
1483,24.037968
1484,26.394676
1485,25.427614
1486,25.43681
1487,22.677778
1488,27.563005
1489,31.030909
1490,26.548756
1491,25.088497
1492,25.338463
1493,33.50693
1494,21.097973
1495,34.77887
1496,25.913757
1497,20.19562
1498,23.509789
1499,31.869095
1500,22.596062
1501,22.75598
1502,22.201174
1503,26.417526
1504,23.438925
1505,20.612411
1506,22.981064
1507,39.518646
1508,23.703957
1509,35.796257
1510,23.010778
1511,28.682632
1512,21.20406
1513,22.529015
1514,20.016989
1515,21.543665
1516,33.806908
1517,29.685913
1518,21.167297
1519,21.855974
1520,24.979235
1521,21.612331
1522,42.729183
1523,24.383352
1524,20.203041
1525,22.73114
1526,34.853127
1527,22.967873
1528,23.862717
1529,27.86259
1530,49.943447
1531,21.601755
1532,22.894459
1533,21.595512
1534,25.121935
1535,21.249504
1536,29.61451
1537,40.774994
1538,30.51417
1539,21.927832
1540,21.85342
1541,26.623217
1542,24.061827
1543,34.897503
1544,34.31232
1545,41.561337
1546,24.306782
1547,23.140999
1548,28.051346
1549,33.942978
1550,32.574207
1551,20.945751
1552,60.222717
1553,29.853859
1554,28.141142
1555,22.495037
1556,28.530481
1557,20.556564
1558,23.485495
1559,20.049236
1560,20.258102
1561,21.281597
1562,35.96621
1563,23.57634
1564,21.90753
1565,20.931814
1566,32.075348
1567,21.293774
1568,48.37502
1569,21.564018
1570,31.537998
1571,21.157003
1572,27.767462
1573,26.09091
1574,20.729275
1575,24.648758
1576,32.601456
1577,32.570274
1578,27.81706
1579,21.106453
1580,39.620987
1581,24.933292
1582,32.978924
1583,25.921911
1584,20.013823
1585,22.878996
1586,21.615984
1587,26.117264
1588,27.631548
1589,43.057858
1590,25.931868
1591,28.43135
1592,26.135279
1593,21.389904
1594,23.067223
1595,26.495266
1596,24.528656
1597,25.548325
1598,31.57963
1599,22.495348
1600,24.586977
1601,25.66923
1602,25.689238
1603,21.849768
1604,28.270554
1605,20.659332
1606,22.953348
1607,23.356106
1608,37.840652
1609,29.488266
1610,37.59922
1611,21.495253
1612,27.722527
1613,33.198753
1614,34.588135
1615,30.346502
1616,30.811962
1617,30.164927
1618,32.344097
1619,31.695532
1620,25.798775
1621,26.797466
1622,21.783585
1623,31.487238
1624,23.141485
1625,20.359257
1626,45.36576
1627,24.585716
1628,35.178635
1629,24.252678
1630,21.531948
1631,26.084724
1632,30.098276
1633,35.92212
1634,21.046745
1635,29.61852
1636,32.67195
1637,21.575424
1638,53.635765
1639,22.97491
1640,23.239481
1641,21.993227
1642,23.657455
1643,27.250727
1644,24.439991
1645,25.217546
1646,28.927696
1647,26.000753
1648,29.412066
1649,20.167553
1650,22.05331
1651,24.49263
1652,46.51697
1653,20.440832
1654,31.697395
1655,26.557543
1656,25.741308
1657,20.649694
1658,29.07004
1659,32.2067
1660,31.960062
1661,46.355614
1662,21.639395
1663,43.783073
1664,25.597984
1665,23.544123
1666,21.480204
1667,21.076647
1668,47.05218
1669,33.42696
1670,23.106577
1671,25.569746
1672,25.99361
1673,32.17359
1674,34.639732
1675,24.849018
1676,38.140823
1677,31.222649
1678,23.020779
1679,24.596758
1680,25.147636
1681,20.674194
1682,29.854294
1683,27.329252
1684,26.09437
1685,26.121964
1686,32.378284
1687,28.22043
1688,40.770515
1689,21.266937
1690,21.08048
1691,29.718334
1692,21.607693
1693,33.97695
1694,25.740898
1695,26.460434
1696,27.190458
1697,31.534798
1698,27.135881
1699,24.235918
1700,22.953543
1701,21.833904
1702,21.262629
1703,25.631208
1704,33.92158
1705,23.1216
1706,20.856209
1707,21.674091
1708,35.18017
1709,23.046597
1710,27.678286
1711,34.48051
1712,28.813873
1713,20.087032
1714,24.941486
1715,27.270649
1716,29.639465
1717,30.913832
1718,57.670998
1719,45.237434
1720,23.018547
1721,29.754278
1722,32.874252
1723,25.52255
1724,26.60381
1725,28.740004
1726,30.907372
1727,23.207184
1728,26.935751
1729,31.822784
1730,38.653446
1731,27.493074
1732,21.178608
1733,24.277386
1734,24.177765
1735,30.869396
1736,31.281134
1737,21.734613
1738,23.75028
1739,27.41543
1740,20.270975
1741,23.361088
1742,28.599398
1743,45.413677
1744,24.432762
1745,20.887848
1746,24.9931
1747,32.83219
1748,23.642818
1749,23.241081
1750,22.207384
1751,25.97804
1752,21.296597
1753,38.279373
1754,28.952782
1755,26.329033
1756,20.092003
1757,21.423397
1758,43.17594
1759,38.366734
1760,22.77377
1761,28.006388
1762,21.206413
1763,97.85898
1764,26.452074
1765,33.660187
1766,22.126202
1767,21.060051
1768,20.436798
1769,21.665422
1770,20.387413
1771,24.44478
1772,25.897694
1773,22.716942
1774,20.919819
1775,20.768703
1776,25.72411
1777,23.505907
1778,20.0463
1779,29.898901
1780,35.44998
1781,23.984886
1782,24.980381
1783,23.499836
1784,25.300213
1785,28.945995
1786,33.234726
1787,28.913883
1788,20.119682
1789,48.360764
1790,23.403877
1791,28.047655
1792,26.55802
1793,21.84969
1794,29.590576
1795,37.686825
1796,35.745483
1797,26.262554
1798,26.127983
1799,27.281551
1800,26.454805
1801,22.262613
1802,21.102919
1803,29.734648
1804,31.708382
1805,23.18543
1806,21.704233
1807,20.189701
1808,20.309694
1809,35.644234
1810,21.16601
1811,34.552765
1812,22.36839
1813,27.01434
1814,26.696598
1815,23.740593
1816,28.869053
1817,20.491386
1818,25.43206
1819,21.698
1820,23.150581
1821,29.455336
1822,26.14699
1823,25.624489
1824,23.162334
1825,21.118395
1826,21.447657
1827,20.254272
1828,45.954773
1829,25.874516
1830,21.177
1831,29.472128
1832,20.420914
1833,34.56697
1834,21.709183
1835,22.011662
1836,23.400076
1837,25.25027
1838,26.042288
1839,26.53534
1840,25.342236
1841,23.469408
1842,23.878008
1843,22.282158
1844,50.79104
1845,20.669054
1846,32.114597
1847,22.332514
1848,24.468903
1849,21.130024
1850,23.54594
1851,21.949898
1852,24.518488
1853,23.6627
1854,35.56697
1855,34.197777
1856,38.371197
1857,24.693394
1858,31.93719
1859,23.468279
1860,24.269533
1861,21.386978
1862,20.043453
1863,23.906803
1864,20.343536
1865,21.315475
1866,21.508165
1867,28.356882
1868,23.576263
1869,20.019695
1870,32.687767
1871,22.628296
